14
0,1,4,3,2,4,1,4,4,3,2,2,3,3,1,0
0,39,38,60,15,29,87,39,48,35,87,63,83,33,74,0
39,0,100,86,77,12,60,53,16,16,69,74,30,33,87,39
38,100,0,23,72,20,60,60,18,83,43,61,60,96,91,38
60,86,23,0,70,21,79,32,57,21,43,12,37,22,40,60
15,77,72,70,0,78,74,41,62,24,73,76,52,38,92,15
29,12,20,21,78,0,99,79,40,23,65,60,12,32,18,29
87,60,60,79,74,99,0,29,83,96,11,78,66,10,65,87
39,53,60,32,41,79,29,0,76,88,51,59,36,17,100,39
48,16,18,57,62,40,83,76,0,11,78,66,85,48,28,48
35,16,83,21,24,23,96,88,11,0,43,45,61,92,76,35
87,69,43,43,73,65,11,51,78,43,0,50,90,11,39,87
63,74,61,12,76,60,78,59,66,45,50,0,46,28,35,63
83,30,60,37,52,12,66,36,85,61,90,46,0,55,12,83
33,33,96,22,38,32,10,17,48,92,11,28,55,0,13,33
74,87,91,40,92,18,65,100,28,76,39,35,12,13,0,74
0,39,38,60,15,29,87,39,48,35,87,63,83,33,74,0
