74
0,2,1,1,4,3,3,2,1,4,1,4,1,3,4,1,1,2,4,2,2,1,1,2,3,1,4,3,4,3,3,4,1,1,3,4,2,3,2,4,4,3,1,4,1,3,4,2,3,2,4,4,2,2,1,2,3,2,4,4,3,3,1,4,4,1,2,3,2,4,4,1,2,1,1,0
0,41,90,97,93,63,31,31,33,45,64,27,74,57,87,84,32,56,65,37,80,33,22,69,63,59,34,51,85,85,88,26,14,33,11,39,73,86,84,37,10,50,96,25,85,89,33,56,39,45,31,63,16,74,34,37,96,23,95,85,52,66,20,42,19,73,85,95,13,86,78,58,40,13,58,0
41,0,46,96,15,30,12,57,51,31,33,92,34,13,100,94,37,80,99,92,28,12,28,52,42,92,56,94,41,78,79,84,93,54,91,59,57,16,88,92,63,92,53,34,36,92,78,90,10,14,39,30,30,96,96,58,52,55,19,70,58,93,57,10,81,69,92,29,86,51,15,49,66,78,38,41
90,46,0,33,15,66,59,42,86,10,10,92,22,69,23,94,100,21,41,25,36,25,83,56,47,91,38,44,75,20,19,95,88,30,97,80,35,100,58,20,73,70,75,85,55,76,14,55,55,35,29,78,71,45,69,59,66,89,100,86,11,92,46,73,65,36,77,32,100,40,94,15,93,41,81,90
97,96,33,0,23,36,47,20,39,75,37,43,66,59,43,73,67,23,63,56,91,71,94,85,88,34,61,65,22,59,59,86,14,34,12,71,49,51,73,71,54,69,16,15,37,69,62,79,55,76,45,48,73,66,49,33,84,86,55,94,50,61,40,35,19,85,10,89,96,13,96,94,44,49,95,97
93,15,15,23,0,74,95,57,68,77,49,11,99,36,93,88,41,51,95,87,78,92,18,86,25,76,21,89,91,61,61,36,62,17,33,28,92,43,64,82,18,55,49,50,30,78,68,75,86,30,87,44,75,16,56,57,44,57,65,30,63,11,83,47,11,65,75,79,30,35,66,15,63,43,39,93
63,30,66,36,74,0,33,15,80,80,46,55,42,89,34,93,100,44,87,15,57,44,93,31,43,34,60,92,67,11,89,56,79,79,73,72,65,54,76,12,67,82,95,22,38,83,67,78,52,65,49,15,42,76,25,99,44,41,51,14,95,86,31,43,32,42,17,90,36,52,62,12,68,76,92,63
31,12,59,47,95,33,0,63,70,24,37,22,19,77,40,92,47,19,59,38,89,10,97,50,67,34,42,59,13,74,88,21,77,39,73,37,30,69,30,39,98,91,14,25,15,49,58,33,66,11,91,62,97,89,49,35,82,42,92,33,12,55,83,85,81,50,56,78,11,25,31,100,76,14,19,31
31,57,42,20,57,15,63,0,40,50,49,61,54,84,10,62,63,90,83,52,96,78,29,29,59,48,48,10,56,49,74,46,47,53,33,98,12,10,94,60,37,64,43,18,85,48,61,69,65,32,19,12,38,16,13,31,73,97,70,32,67,39,31,86,11,79,37,52,64,36,73,52,35,11,86,31
33,51,86,39,68,80,70,40,0,75,60,47,98,48,30,100,35,55,24,17,86,47,85,24,96,20,21,72,64,31,69,36,59,72,41,63,73,73,49,59,44,97,70,21,32,35,38,57,41,61,20,44,29,98,32,59,75,22,27,67,79,15,52,32,25,71,43,32,92,42,93,95,14,82,75,33
45,31,10,75,77,80,24,50,75,0,23,33,33,26,94,100,45,18,67,16,28,53,15,76,100,92,19,61,48,37,81,77,100,43,65,47,93,43,55,15,47,69,67,56,65,43,95,77,61,88,61,24,25,35,69,50,13,90,57,46,34,94,95,14,88,17,89,70,66,83,74,16,73,60,90,45
64,33,10,37,49,46,37,49,60,23,0,71,19,11,39,23,84,10,50,53,68,33,43,17,29,78,12,21,31,97,75,45,68,41,45,94,58,36,47,75,42,20,38,20,23,29,88,22,89,21,81,69,93,14,68,61,94,86,70,27,16,68,54,12,88,18,61,36,76,42,16,42,32,24,34,64
27,92,92,43,11,55,22,61,47,33,71,0,18,71,51,55,12,53,69,47,56,48,82,50,63,40,14,14,87,87,30,93,59,26,79,21,26,38,68,48,75,36,13,27,63,85,39,32,54,16,54,70,98,64,43,55,86,90,30,94,26,45,90,84,24,15,37,68,92,11,28,33,45,23,34,27
74,34,22,66,99,42,19,54,98,33,19,18,0,91,10,73,56,85,40,21,24,11,44,81,96,19,21,34,88,86,94,20,89,69,97,53,59,49,33,94,71,87,78,15,45,83,85,92,13,20,82,85,95,82,74,97,86,18,92,59,56,22,37,16,18,21,65,62,93,36,81,21,61,42,54,74
57,13,69,59,36,89,77,84,48,26,11,71,91,0,12,52,53,97,95,92,32,96,26,11,30,25,40,85,11,62,22,57,92,98,79,62,33,71,49,25,81,74,65,12,26,15,56,54,75,29,19,58,73,64,93,99,100,48,80,79,85,86,42,36,50,30,84,71,79,92,33,38,90,45,97,57
87,100,23,43,93,34,40,10,30,94,39,51,10,12,0,83,77,82,25,52,67,97,69,41,91,65,90,45,72,24,42,18,12,97,47,38,74,100,70,33,14,87,90,48,35,82,53,26,35,59,74,86,32,55,83,77,13,38,70,58,84,64,75,95,94,39,76,98,49,12,70,48,79,13,23,87
84,94,94,73,88,93,92,62,100,100,23,55,73,52,83,0,83,41,67,29,19,52,94,88,20,38,86,82,24,29,18,39,95,80,88,68,14,99,34,82,12,50,65,23,66,39,76,44,96,88,79,84,52,100,11,23,78,34,12,80,32,45,74,71,10,62,20,87,66,76,26,46,33,40,25,84
32,37,100,67,41,100,47,63,35,45,84,12,56,53,77,83,0,50,70,50,16,39,36,36,11,75,49,52,29,93,53,59,11,84,84,46,88,55,91,41,85,10,13,98,74,100,52,40,84,43,23,36,69,100,47,46,77,19,30,66,75,14,55,51,76,51,55,18,21,30,94,28,51,46,96,32
56,80,21,23,51,44,19,90,55,18,10,53,85,97,82,41,50,0,10,66,88,75,57,25,78,94,81,74,48,15,97,47,56,96,62,74,31,41,63,47,11,36,50,21,48,42,39,72,64,85,28,27,33,76,56,30,49,43,16,56,63,87,80,15,88,93,28,20,86,28,60,43,90,79,93,56
65,99,41,63,95,87,59,83,24,67,50,69,40,95,25,67,70,10,0,78,32,20,46,20,36,77,56,75,40,43,48,63,40,45,28,44,77,15,25,34,15,89,54,11,37,77,58,64,89,70,28,29,96,26,22,85,27,65,56,91,21,23,23,87,94,43,53,31,56,29,11,30,76,39,96,65
37,92,25,56,87,15,38,52,17,16,53,47,21,92,52,29,50,66,78,0,35,29,65,21,21,30,42,63,65,60,70,92,42,67,79,66,49,57,40,41,15,64,79,11,94,99,67,48,54,20,85,33,19,17,100,81,44,77,48,64,84,51,11,51,74,71,97,23,70,49,28,18,16,29,25,37
80,28,36,91,78,57,89,96,86,28,68,56,24,32,67,19,16,88,32,35,0,64,23,96,35,18,36,57,15,45,52,86,68,31,17,54,88,20,46,67,77,18,50,84,92,30,81,16,60,80,81,18,70,54,95,56,63,69,57,58,93,85,18,88,99,58,17,55,11,88,76,63,52,37,19,80
33,12,25,71,92,44,10,78,47,53,33,48,11,96,97,52,39,75,20,29,64,0,51,64,38,73,58,71,75,91,87,81,10,34,89,100,82,29,58,81,31,34,50,60,99,84,72,87,95,73,22,48,92,33,56,47,93,31,64,40,61,48,80,84,86,65,44,85,96,44,54,53,51,59,20,33
22,28,83,94,18,93,97,29,85,15,43,82,44,26,69,94,36,57,46,65,23,51,0,36,59,33,71,36,37,73,76,23,32,99,83,41,18,75,27,14,72,67,20,62,29,76,90,44,20,83,63,17,33,90,97,10,26,37,93,41,13,18,86,98,62,66,88,23,54,72,73,58,79,54,81,22
69,52,56,85,86,31,50,29,24,76,17,50,81,11,41,88,36,25,20,21,96,64,36,0,62,40,60,73,62,12,29,66,51,53,12,70,96,20,66,38,57,42,14,35,49,66,69,10,51,25,50,99,18,82,86,98,29,66,79,24,94,27,26,68,92,53,66,32,66,85,37,87,64,63,66,69
63,42,47,88,25,43,67,59,96,100,29,63,96,30,91,20,11,78,36,21,35,38,59,62,0,39,60,88,43,61,75,64,59,13,53,41,38,14,12,58,91,78,80,25,21,13,70,51,24,44,20,42,20,24,46,77,86,100,36,40,71,96,12,41,41,12,23,53,62,85,53,65,27,41,46,63
59,92,91,34,76,34,34,48,20,92,78,40,19,25,65,38,75,94,77,30,18,73,33,40,39,0,94,92,56,68,52,11,84,29,11,66,85,100,63,22,22,98,61,44,45,15,98,13,75,94,84,90,88,17,51,56,83,18,18,26,16,52,97,69,55,39,44,43,13,90,33,61,92,72,82,59
34,56,38,61,21,60,42,48,21,19,12,14,21,40,90,86,49,81,56,42,36,58,71,60,60,94,0,89,64,82,71,47,40,38,70,46,44,100,39,94,62,22,75,91,40,92,87,92,63,57,15,79,28,22,39,91,78,56,81,50,19,70,50,49,32,52,56,97,13,100,78,21,79,22,86,34
51,94,44,65,89,92,59,10,72,61,21,14,34,85,45,82,52,74,75,63,57,71,36,73,88,92,89,0,15,81,46,26,96,62,78,66,14,73,77,68,98,43,61,86,36,40,17,50,36,94,35,47,28,32,37,15,37,93,33,85,53,57,73,10,39,24,50,39,89,37,77,57,66,36,75,51
85,41,75,22,91,67,13,56,64,48,31,87,88,11,72,24,29,48,40,65,15,75,37,62,43,56,64,15,0,55,63,36,18,72,53,30,89,23,74,29,59,68,90,66,34,65,65,35,54,12,57,24,71,25,33,16,11,24,45,45,40,89,31,15,90,65,25,19,49,91,94,43,79,72,85,85
85,78,20,59,61,11,74,49,31,37,97,87,86,62,24,29,93,15,43,60,45,91,73,12,61,68,82,81,55,0,97,44,20,47,95,26,24,56,26,98,98,33,16,64,25,29,30,58,75,98,26,92,39,49,50,23,60,74,18,34,66,16,78,81,72,56,62,82,20,14,60,38,11,15,97,85
88,79,19,59,61,89,88,74,69,81,75,30,94,22,42,18,53,97,48,70,52,87,76,29,75,52,71,46,63,97,0,45,50,83,62,82,84,53,71,16,40,45,77,22,89,51,51,76,27,99,44,61,67,20,44,95,41,36,89,99,65,70,74,86,16,38,58,15,77,35,58,48,52,59,100,88
26,84,95,86,36,56,21,46,36,77,45,93,20,57,18,39,59,47,63,92,86,81,23,66,64,11,47,26,36,44,45,0,37,75,10,23,55,10,63,47,12,48,87,85,42,96,60,67,100,41,48,88,96,31,98,93,71,92,61,15,80,69,99,78,37,30,15,77,49,23,38,10,36,68,25,26
14,93,88,14,62,79,77,47,59,100,68,59,89,92,12,95,11,56,40,42,68,10,32,51,59,84,40,96,18,20,50,37,0,24,78,63,66,76,97,82,97,65,78,24,41,69,64,44,58,55,59,38,30,55,27,82,99,15,53,57,22,16,48,23,27,77,19,64,40,60,50,74,48,53,85,14
