94
0,3,3,3,3,3,3,3,4,1,2,1,2,4,1,2,2,2,4,2,2,3,1,3,2,1,3,2,3,1,4,4,2,4,3,1,4,1,4,4,2,2,3,2,1,3,2,1,4,2,3,4,2,4,2,3,4,1,3,4,1,1,4,1,4,2,3,4,4,2,3,2,4,1,1,1,3,3,4,4,2,2,1,2,3,2,3,2,4,1,2,1,2,4,2,0
0,91,41,61,26,60,62,22,93,85,58,43,72,30,30,58,78,22,74,61,72,16,50,28,39,36,68,70,61,80,48,29,50,53,52,86,99,70,31,81,90,46,88,47,31,49,32,74,37,76,91,81,50,20,38,25,30,77,95,28,25,100,88,49,31,79,53,14,66,87,51,23,45,80,70,52,65,43,48,50,70,77,61,100,49,47,73,17,35,18,22,79,55,60,85,0
91,0,87,50,50,63,47,19,45,46,84,35,48,27,11,18,94,33,30,25,64,12,40,49,41,79,63,30,51,46,42,16,59,53,43,33,46,50,63,32,30,10,20,75,40,67,40,16,95,100,50,94,57,31,18,97,32,15,61,95,38,84,100,42,26,72,15,32,67,52,28,88,29,26,20,79,98,14,64,26,95,50,76,15,60,84,39,63,13,80,64,96,88,45,29,91
41,87,0,59,63,54,82,40,88,46,76,60,37,66,18,26,25,90,12,38,79,17,76,94,88,77,31,41,89,58,42,87,91,43,88,76,26,26,95,85,71,56,77,14,37,96,37,55,29,44,80,63,52,20,99,30,48,17,73,63,50,43,91,53,15,55,23,64,94,39,24,99,76,28,65,32,95,10,76,42,89,22,29,24,26,72,14,62,70,37,12,93,47,89,46,41
61,50,59,0,35,44,85,56,73,12,76,86,93,33,43,90,36,55,54,100,98,45,30,32,66,82,53,11,21,98,40,76,28,41,79,52,22,85,28,32,47,15,41,77,70,88,82,17,48,81,70,97,57,77,58,14,79,18,65,76,68,79,23,77,91,23,26,58,86,71,62,56,55,61,45,50,57,44,19,49,36,42,99,11,95,15,22,98,39,96,95,48,50,53,94,61
26,50,63,35,0,49,55,80,80,43,89,19,69,36,100,10,11,44,18,33,85,94,10,52,72,13,27,84,85,28,58,68,50,48,56,17,24,19,13,72,14,26,89,62,22,80,99,64,75,23,73,47,50,15,47,19,74,91,58,29,47,61,64,36,53,75,68,98,49,55,84,80,37,95,21,62,48,63,92,20,70,84,60,65,82,80,60,59,46,34,64,66,92,56,60,26
60,63,54,44,49,0,94,51,56,59,17,99,76,51,33,78,77,87,20,49,21,55,79,37,50,21,36,30,10,49,10,49,34,86,20,14,57,38,20,22,75,81,64,91,100,99,57,23,65,83,85,95,48,71,71,83,27,99,11,21,49,29,63,36,82,20,34,76,88,16,76,29,68,32,60,40,33,71,32,60,55,59,29,25,45,78,24,75,62,29,50,12,81,68,85,60
62,47,82,85,55,94,0,41,30,80,71,26,58,68,61,92,31,51,75,54,48,98,38,49,78,12,41,64,88,21,19,88,79,69,74,20,67,92,97,87,36,39,67,29,49,20,45,27,99,64,81,87,98,59,38,79,51,31,79,37,91,47,33,41,80,28,32,48,23,49,71,24,81,21,10,37,64,49,87,23,15,57,27,100,27,73,31,60,30,73,99,45,76,11,43,62
22,19,40,56,80,51,41,0,85,78,79,58,38,55,30,15,97,12,90,21,23,93,83,66,88,23,36,81,75,85,15,80,71,56,90,83,22,32,80,80,58,45,22,84,92,75,48,57,93,60,34,80,94,30,34,65,45,21,30,19,94,34,26,19,15,16,57,72,25,23,61,83,77,64,51,91,86,99,53,61,63,72,41,14,69,72,20,30,54,13,84,56,100,40,67,22
93,45,88,73,80,56,30,85,0,82,11,54,37,30,51,56,85,59,18,49,94,50,81,41,72,80,99,66,85,51,64,37,59,20,66,52,60,77,57,33,72,56,100,70,18,75,26,49,84,74,40,15,36,86,95,57,90,97,56,75,20,43,73,25,95,41,33,77,50,32,70,86,16,10,64,45,83,85,84,81,43,26,55,58,96,65,66,37,70,93,87,31,93,99,57,93
85,46,46,12,43,59,80,78,82,0,27,33,66,86,98,23,96,76,25,46,38,54,54,89,67,12,14,86,17,49,24,19,67,71,45,42,33,48,86,27,96,45,38,54,40,83,44,89,23,81,10,39,70,54,62,63,63,71,61,85,83,59,18,18,94,61,55,67,73,44,50,85,18,16,77,21,20,76,31,66,16,30,20,39,19,48,14,28,35,53,94,83,10,78,56,85
58,84,76,76,89,17,71,79,11,27,0,96,60,72,99,51,42,26,68,60,33,83,91,44,65,14,39,36,43,100,70,78,22,89,19,34,84,65,24,30,21,24,13,71,39,60,70,77,23,70,32,24,70,34,44,14,15,66,18,63,77,68,23,78,42,93,24,56,15,40,83,61,50,83,13,76,22,51,25,15,99,77,72,64,71,54,90,17,10,97,27,83,17,18,47,58
43,35,60,86,19,99,26,58,54,33,96,0,70,58,33,20,73,90,93,70,61,54,88,91,85,67,80,90,81,88,64,36,31,75,62,96,12,46,20,34,83,60,12,90,98,57,82,21,68,16,85,74,11,37,69,88,49,84,50,55,65,46,18,19,85,14,93,95,60,94,33,15,74,26,44,42,17,27,65,70,25,82,63,33,95,50,49,44,58,67,65,86,94,25,21,43
72,48,37,93,69,76,58,38,37,66,60,70,0,99,51,20,12,15,42,70,10,52,97,59,60,73,14,48,56,73,46,100,36,28,93,66,26,25,45,69,100,72,23,94,56,64,81,61,58,52,44,29,90,58,88,67,100,70,93,12,86,75,93,56,54,77,25,29,24,64,71,10,78,35,93,51,49,94,54,55,39,32,68,98,74,32,13,71,66,76,17,77,89,64,13,72
30,27,66,33,36,51,68,55,30,86,72,58,99,0,43,56,68,88,23,21,94,47,73,68,28,19,81,30,88,37,20,23,52,32,66,86,54,54,73,100,74,86,95,14,81,86,85,75,28,23,97,56,20,93,35,40,84,42,80,87,26,91,79,93,47,58,22,62,65,35,20,64,55,26,37,12,35,72,38,87,55,54,36,86,34,43,38,82,67,74,92,65,80,14,11,30
30,11,18,43,100,33,61,30,51,98,99,33,51,43,0,44,85,79,25,27,55,73,34,91,71,86,40,26,46,25,47,81,35,65,51,58,53,46,18,30,68,32,45,10,33,16,43,10,84,96,68,22,39,44,22,39,88,98,72,98,30,43,33,32,99,43,47,97,54,85,22,82,78,93,65,97,27,79,77,57,21,47,29,15,77,17,92,99,68,95,92,58,74,21,37,30
58,18,26,90,10,78,92,15,56,23,51,20,20,56,44,0,11,43,69,90,49,65,12,58,59,98,36,27,100,19,25,67,17,76,61,81,59,58,48,13,63,37,27,88,74,78,13,26,62,89,42,99,82,41,69,33,12,95,36,21,20,40,36,82,61,26,81,86,41,51,60,49,68,88,75,44,86,78,86,62,11,38,15,68,100,94,32,82,75,49,72,46,37,60,65,58
78,94,25,36,11,77,31,97,85,96,42,73,12,68,85,11,0,24,61,96,23,85,75,94,69,43,52,95,90,37,92,37,84,73,19,55,69,44,52,32,94,55,51,32,64,39,81,81,39,92,66,86,69,15,94,88,72,89,61,67,91,74,60,39,66,98,87,45,58,43,36,79,95,58,32,40,91,17,98,28,21,66,17,46,67,99,72,88,27,79,45,18,59,50,39,78
22,33,90,55,44,87,51,12,59,76,26,90,15,88,79,43,24,0,49,28,56,66,33,92,85,95,24,54,50,59,45,18,18,11,49,45,18,41,87,65,13,91,24,93,62,46,100,68,84,73,54,50,15,22,16,39,81,86,90,36,33,84,46,64,45,17,77,91,34,97,95,51,22,86,17,31,69,67,87,74,44,78,17,16,88,38,100,48,63,30,77,54,97,62,91,22
74,30,12,54,18,20,75,90,18,25,68,93,42,23,25,69,61,49,0,21,10,54,19,10,24,91,71,28,83,32,99,75,32,92,68,58,42,46,88,26,96,39,51,85,44,47,97,41,57,20,69,79,40,92,54,73,33,45,44,55,13,73,29,59,52,10,100,43,98,96,25,82,35,17,29,12,62,75,19,31,80,71,35,98,89,28,100,43,59,98,87,66,39,98,95,74
61,25,38,100,33,49,54,21,49,46,60,70,70,21,27,90,96,28,21,0,71,75,60,75,11,17,59,96,27,100,100,65,13,78,11,17,22,88,86,18,69,34,74,77,36,78,35,32,54,82,19,84,73,63,71,40,56,84,39,28,81,48,14,48,21,84,49,66,29,30,84,70,39,21,50,27,60,22,36,46,72,98,11,72,10,43,22,42,50,54,43,92,40,74,75,61
72,64,79,98,85,21,48,23,94,38,33,61,10,94,55,49,23,56,10,71,0,19,65,84,57,80,39,37,38,31,74,76,51,92,48,47,81,53,18,13,89,57,58,56,60,80,60,97,22,68,62,57,31,18,94,24,57,57,28,21,24,100,74,90,98,62,27,20,70,56,100,18,82,83,94,53,39,91,70,13,77,70,55,15,34,66,83,76,24,62,80,79,71,32,78,72
16,12,17,45,94,55,98,93,50,54,83,54,52,47,73,65,85,66,54,75,19,0,26,46,11,84,93,14,99,20,32,36,37,61,12,81,20,39,56,88,44,86,66,35,51,75,88,36,51,93,56,61,90,57,59,46,37,99,43,47,76,12,93,64,35,53,40,48,30,63,53,76,100,39,54,63,80,90,90,62,90,27,100,61,50,68,72,99,65,35,65,45,15,25,25,16
50,40,76,30,10,79,38,83,81,54,91,88,97,73,34,12,75,33,19,60,65,26,0,45,59,56,13,21,96,56,47,27,31,75,38,62,40,55,26,70,35,97,17,65,85,76,77,92,33,75,95,52,25,13,59,16,48,98,19,10,94,62,63,73,25,77,72,82,17,23,85,18,44,76,10,51,55,30,86,73,59,17,40,56,53,65,74,77,68,70,48,42,65,52,90,50
28,49,94,32,52,37,49,66,41,89,44,91,59,68,91,58,94,92,10,75,84,46,45,0,94,73,50,14,42,38,76,91,32,26,49,57,55,37,58,18,27,95,65,64,12,97,23,35,29,90,83,65,10,77,92,13,74,35,60,64,76,83,43,96,68,15,31,26,51,86,90,49,57,41,24,34,27,59,29,94,39,84,68,35,32,47,78,35,33,85,61,15,98,10,29,28
39,41,88,66,72,50,78,88,72,67,65,85,60,28,71,59,69,85,24,11,57,11,59,94,0,50,57,21,27,85,18,85,32,19,82,25,23,16,99,12,89,30,12,67,22,13,23,18,90,29,48,31,71,73,37,30,34,52,43,61,75,16,36,18,77,58,98,62,42,69,94,23,89,65,40,49,38,56,81,54,71,21,46,22,40,89,26,13,41,23,71,74,15,36,100,39
36,79,77,82,13,21,12,23,80,12,14,67,73,19,86,98,43,95,91,17,80,84,56,73,50,0,18,19,91,60,25,96,13,67,98,74,63,35,84,52,93,58,62,13,63,40,32,85,46,23,54,56,89,99,85,77,50,54,39,83,18,26,51,55,64,22,37,11,35,66,27,53,79,15,69,72,29,45,42,33,37,90,15,79,45,27,80,33,88,85,25,36,94,63,75,36
68,63,31,53,27,36,41,36,99,14,39,80,14,81,40,36,52,24,71,59,39,93,13,50,57,18,0,19,61,98,58,82,98,57,47,33,52,36,26,11,24,14,26,97,80,19,89,52,50,51,13,48,80,78,78,36,83,36,71,26,12,76,87,33,38,25,50,55,84,43,50,30,64,74,64,49,24,44,70,84,28,88,71,100,88,39,80,18,82,86,47,21,13,14,98,68
70,30,41,11,84,30,64,81,66,86,36,90,48,30,26,27,95,54,28,96,37,14,21,14,21,19,19,0,31,81,13,42,31,71,69,41,50,79,77,85,56,63,76,48,80,60,47,53,26,62,73,100,82,89,37,36,45,27,59,36,13,59,67,37,26,47,73,82,71,84,72,48,87,67,29,78,37,28,72,29,17,36,80,55,43,64,53,52,63,40,92,36,23,84,10,70
61,51,89,21,85,10,88,75,85,17,43,81,56,88,46,100,90,50,83,27,38,99,96,42,27,91,61,31,0,48,36,30,15,64,42,73,51,23,12,45,96,43,43,26,38,31,76,44,93,74,36,46,49,85,29,12,31,41,21,73,50,31,17,60,80,10,11,98,60,10,84,23,29,27,66,36,29,62,81,29,75,47,42,49,39,37,88,71,90,85,51,84,42,62,89,61
