71
0,4,4,3,4,4,4,3,1,1,3,2,2,2,1,4,4,3,3,3,4,3,4,3,1,2,3,3,4,4,4,4,2,2,4,4,1,1,4,2,3,1,2,4,4,4,3,1,1,3,2,4,3,4,1,2,1,2,1,1,3,3,3,4,3,1,3,3,2,1,4,3,0
0,16,98,10,78,90,17,47,93,81,99,30,23,67,70,41,81,27,71,51,69,54,81,85,89,83,13,75,100,72,82,78,29,47,42,99,46,58,85,74,80,27,45,73,65,31,43,42,51,34,79,40,80,52,63,87,96,40,57,52,53,37,20,37,96,15,42,46,66,50,90,72,0
16,0,29,85,32,83,82,78,94,48,24,20,58,54,85,41,100,79,63,41,89,78,37,17,91,51,48,93,85,60,96,15,35,71,62,76,97,58,23,24,32,10,95,89,26,73,66,65,94,44,35,33,14,47,99,84,12,66,62,34,15,24,49,82,32,62,78,46,10,71,92,32,16
98,29,0,23,35,55,10,99,79,83,19,52,17,27,81,45,76,54,21,36,90,12,70,21,48,70,38,88,57,22,15,77,81,34,13,11,98,19,27,52,21,88,96,72,64,37,62,72,72,84,46,25,22,93,32,39,16,70,26,37,57,93,58,69,16,73,71,45,60,11,25,87,98
10,85,23,0,81,48,72,14,13,56,88,15,18,14,34,20,76,16,68,72,60,39,21,33,14,38,97,63,42,43,48,87,50,31,46,12,25,80,24,53,61,83,19,94,67,65,23,70,32,50,33,47,86,72,59,13,41,73,90,45,81,59,83,80,89,40,60,27,75,93,68,42,10
78,32,35,81,0,45,83,50,17,64,99,25,25,15,94,28,27,30,11,42,35,52,31,34,38,44,98,81,10,18,56,20,79,32,64,89,21,30,12,66,32,40,19,33,47,12,14,96,93,53,39,20,55,73,40,53,81,34,90,84,40,42,72,65,73,64,96,48,13,64,85,85,78
90,83,55,48,45,0,30,50,86,65,35,72,43,16,51,86,97,61,72,65,100,58,46,44,13,84,53,27,36,98,29,10,29,22,100,72,80,44,30,96,92,44,44,66,80,59,37,59,31,73,98,44,88,65,56,13,34,84,29,71,46,82,85,88,22,34,60,93,63,60,31,79,90
17,82,10,72,83,30,0,20,45,21,73,64,31,32,96,96,91,28,28,82,36,12,35,76,22,70,88,74,27,19,64,50,89,63,97,100,54,28,18,68,32,77,58,21,82,10,92,20,77,82,67,13,81,94,22,70,78,64,54,54,18,72,85,68,17,10,66,40,33,30,47,49,17
47,78,99,14,50,50,20,0,19,90,29,66,71,72,12,27,83,57,72,100,53,99,89,94,32,60,60,92,94,42,36,72,85,42,61,44,63,24,76,22,17,45,59,18,99,97,70,23,76,15,22,34,10,87,65,18,52,45,50,72,31,62,97,69,55,73,23,17,79,49,86,42,47
93,94,79,13,17,86,45,19,0,15,18,27,82,75,22,61,15,39,32,51,20,39,73,97,10,55,21,42,55,72,59,21,97,71,100,80,33,27,35,87,31,22,15,43,93,49,17,93,43,17,15,40,22,43,76,97,33,28,67,43,49,92,66,79,30,42,94,62,77,75,78,20,93
81,48,83,56,64,65,21,90,15,0,65,79,42,86,55,62,45,44,61,74,36,33,49,58,61,40,10,71,41,80,48,79,85,55,99,25,76,13,100,50,98,37,20,62,69,21,72,62,45,58,90,69,88,99,64,74,55,66,95,67,66,17,89,51,95,18,43,66,13,23,48,61,81
99,24,19,88,99,35,73,29,18,65,0,16,21,80,94,68,35,68,67,31,71,42,57,28,80,90,78,14,15,74,62,81,41,99,58,88,53,81,27,64,30,20,48,25,26,63,58,13,89,44,10,54,83,92,81,14,57,76,24,73,88,25,51,21,43,45,56,95,18,66,17,74,99
30,20,52,15,25,72,64,66,27,79,16,0,85,75,35,37,50,53,12,17,33,42,81,77,88,10,85,36,78,24,17,42,63,38,75,58,57,52,98,11,95,55,38,30,63,48,26,46,35,74,29,44,19,84,73,14,32,40,86,28,45,81,57,96,29,12,75,86,12,49,54,43,30
23,58,17,18,25,43,31,71,82,42,21,85,0,37,89,79,100,14,17,85,58,45,86,32,15,78,85,66,45,28,25,55,57,17,43,37,100,51,74,12,72,74,33,89,15,53,100,36,34,91,37,33,44,93,15,50,13,41,13,96,82,74,76,70,78,83,86,33,13,54,87,24,23
67,54,27,14,15,16,32,72,75,86,80,75,37,0,90,18,18,99,34,22,50,97,66,26,59,46,86,20,78,80,57,57,22,11,33,26,20,10,82,100,39,18,45,57,90,74,92,37,83,72,39,12,69,49,78,36,43,64,25,98,96,27,30,40,70,77,33,96,18,78,17,31,67
70,85,81,34,94,51,96,12,22,55,94,35,89,90,0,13,91,63,100,57,83,71,30,81,12,84,59,24,89,76,50,78,50,57,94,49,47,23,71,91,55,92,77,14,33,88,10,41,54,61,20,75,63,39,57,97,21,98,40,35,77,87,32,10,89,12,36,54,37,48,23,88,70
