72
0,2,3,4,2,4,1,2,4,2,2,4,1,2,4,1,4,4,3,4,2,3,1,2,1,4,2,3,1,1,3,4,2,2,2,3,3,1,2,3,1,4,4,4,1,1,4,4,3,3,2,4,3,2,4,3,2,2,4,3,3,1,2,2,2,4,2,4,2,1,4,4,3,0
0,53,90,98,85,78,54,79,92,13,96,72,72,64,29,19,49,26,59,23,99,68,73,93,64,21,47,68,13,85,96,100,80,31,91,58,85,10,55,85,44,80,38,66,32,78,85,62,85,30,23,20,36,100,32,20,58,60,99,78,57,72,52,55,57,96,11,30,55,29,55,46,79,0
53,0,63,63,66,60,80,31,68,16,12,80,80,81,41,95,78,10,36,35,22,17,12,29,73,99,17,17,24,83,69,31,31,47,69,94,64,14,67,14,26,75,39,99,14,24,58,58,99,27,94,100,31,22,60,54,57,34,30,41,34,25,72,42,69,68,23,78,93,93,54,88,63,53
90,63,0,71,17,66,22,16,56,33,35,22,82,13,43,50,76,39,36,85,17,96,81,13,60,43,67,45,25,56,27,22,48,25,95,29,49,37,55,33,96,13,69,82,56,29,37,93,65,38,62,37,85,82,66,60,88,56,51,54,85,73,10,71,46,67,30,100,43,92,98,52,14,90
98,63,71,0,33,15,86,58,22,82,58,74,37,90,89,81,90,33,75,22,100,63,20,71,63,79,24,75,73,55,53,32,85,17,60,100,44,18,54,93,84,45,67,68,45,70,49,36,38,11,38,17,78,97,33,44,25,62,34,33,98,79,47,48,78,67,59,45,31,37,22,27,73,98
85,66,17,33,0,91,96,47,17,34,72,96,45,53,20,57,28,98,67,19,46,94,28,45,78,65,86,30,32,26,69,58,44,40,83,73,65,13,49,14,13,18,95,25,93,99,10,36,65,87,59,34,19,13,29,24,97,24,79,87,67,23,62,93,52,67,88,32,45,41,49,100,92,85
78,60,66,15,91,0,78,26,17,46,88,95,93,70,11,59,93,45,19,73,97,28,96,70,14,24,46,63,82,14,95,58,77,93,90,98,73,92,73,53,37,10,55,41,24,42,16,34,36,91,97,40,64,44,43,30,55,22,45,17,24,59,82,17,87,98,15,97,61,49,11,37,92,78
54,80,22,86,96,78,0,62,78,43,79,32,24,97,54,10,26,43,33,80,35,99,82,47,24,76,38,100,81,56,79,54,62,71,86,43,42,30,100,43,64,71,58,76,22,14,23,39,26,25,73,69,65,31,24,49,28,43,85,10,69,65,69,75,12,59,18,23,65,57,70,84,33,54
79,31,16,58,47,26,62,0,49,59,45,78,18,67,64,71,92,60,88,84,27,85,77,62,48,82,48,19,41,49,61,25,77,17,92,25,82,33,76,94,94,44,88,88,18,17,87,40,37,20,20,64,50,85,77,93,45,13,46,55,21,61,23,58,83,88,48,78,59,100,43,90,72,79
92,68,56,22,17,17,78,49,0,66,53,85,91,92,29,28,87,25,88,96,72,54,63,60,22,48,14,36,76,59,98,37,62,23,11,52,85,43,77,65,57,21,49,18,40,64,60,28,13,38,94,34,100,66,13,12,98,83,41,48,50,94,66,23,91,100,26,46,99,49,63,43,45,92
13,16,33,82,34,46,43,59,66,0,60,66,39,95,42,11,42,13,28,81,71,80,24,29,78,13,49,96,86,90,43,12,98,51,89,47,97,10,32,100,54,71,68,90,89,68,78,33,72,95,31,42,95,74,95,10,82,19,73,88,15,64,16,20,52,28,27,32,92,77,91,48,58,13
96,12,35,58,72,88,79,45,53,60,0,48,26,16,84,83,35,89,48,25,13,62,71,34,48,65,23,35,98,64,48,49,23,15,15,56,79,30,69,22,55,47,41,54,97,11,24,60,71,60,67,14,21,37,87,52,51,25,20,21,21,93,59,79,46,98,25,98,26,20,49,52,61,96
72,80,22,74,96,95,32,78,85,66,48,0,22,97,57,20,24,61,19,21,94,65,42,17,92,72,65,66,86,85,82,63,58,35,41,60,71,66,24,75,53,55,51,79,21,70,78,17,89,85,66,14,17,70,86,61,35,45,20,78,65,32,95,48,53,97,61,11,23,72,17,92,10,72
72,80,82,37,45,93,24,18,91,39,26,22,0,64,92,10,54,41,65,60,11,44,73,57,34,27,94,18,93,22,45,61,89,20,65,21,86,76,66,52,33,37,64,31,20,67,45,63,36,38,73,12,54,79,26,74,83,45,20,30,100,84,64,44,80,57,26,100,79,53,54,67,67,72
64,81,13,90,53,70,97,67,92,95,16,97,64,0,48,62,89,56,27,52,43,34,37,33,37,20,13,59,29,87,40,64,79,66,100,79,36,75,95,48,47,100,65,48,97,53,50,96,59,26,76,22,22,71,86,43,54,26,65,91,90,40,79,45,13,82,25,69,89,67,36,18,65,64
29,41,43,89,20,11,54,64,29,42,84,57,92,48,0,79,95,53,44,91,35,49,84,65,75,87,72,97,44,40,38,84,51,72,99,15,47,90,39,26,69,57,12,64,24,82,11,53,71,82,96,87,31,34,68,73,15,30,23,16,99,35,58,92,23,37,86,64,29,65,92,55,51,29
19,95,50,81,57,59,10,71,28,11,83,20,10,62,79,0,55,37,73,76,56,72,13,80,98,21,10,75,56,14,89,88,85,39,33,86,75,79,38,90,32,97,52,46,49,97,35,46,21,48,14,17,54,66,22,27,29,24,70,77,54,91,49,26,55,75,87,85,53,78,31,24,82,19
49,78,76,90,28,93,26,92,87,42,35,24,54,89,95,55,0,96,82,26,48,85,16,96,89,70,23,24,50,98,74,74,28,67,29,86,85,73,73,62,100,25,52,66,36,45,54,98,73,80,68,79,29,87,44,90,78,14,50,96,69,36,84,40,54,22,51,83,57,82,17,29,68,49
26,10,39,33,98,45,43,60,25,13,89,61,41,56,53,37,96,0,89,75,75,74,91,54,46,92,40,95,77,53,98,90,42,93,37,76,32,55,37,53,61,10,26,58,51,55,14,92,63,66,29,35,82,65,37,10,65,93,33,65,36,78,32,70,94,42,10,23,69,32,80,49,56,26
59,36,36,75,67,19,33,88,88,28,48,19,65,27,44,73,82,89,0,87,99,11,100,52,23,69,56,16,41,95,18,47,100,11,79,69,21,23,36,67,48,54,70,55,45,29,12,68,81,17,41,34,45,26,30,58,81,54,46,78,17,12,43,56,44,94,96,51,32,32,46,33,55,59
23,35,85,22,19,73,80,84,96,81,25,21,60,52,91,76,26,75,87,0,90,12,67,69,21,12,32,92,14,45,41,88,64,18,65,81,92,68,38,47,98,27,36,83,23,35,14,12,89,39,13,87,84,53,81,66,36,96,53,86,89,63,16,96,98,35,44,27,56,89,41,95,56,23
99,22,17,100,46,97,35,27,72,71,13,94,11,43,35,56,48,75,99,90,0,95,15,51,65,16,94,84,66,25,35,86,50,33,10,13,99,10,17,53,92,36,29,25,21,14,91,95,59,60,34,33,61,98,95,28,73,46,52,84,38,87,37,64,61,91,99,91,94,60,19,57,15,99
68,17,96,63,94,28,99,85,54,80,62,65,44,34,49,72,85,74,11,12,95,0,26,11,50,65,31,98,94,99,68,59,100,88,72,12,61,67,21,29,39,58,44,86,42,79,39,42,90,14,99,92,48,21,65,51,87,13,10,18,27,27,89,29,20,32,95,87,95,60,33,24,79,68
73,12,81,20,28,96,82,77,63,24,71,42,73,37,84,13,16,91,100,67,15,26,0,93,99,95,48,93,51,10,38,20,72,96,51,53,94,91,84,59,99,37,81,94,81,100,60,81,51,21,38,83,46,99,84,41,82,32,80,90,95,88,43,58,41,92,91,73,24,62,22,13,12,73
93,29,13,71,45,70,47,62,60,29,34,17,57,33,65,80,96,54,52,69,51,11,93,0,19,30,80,19,56,64,38,10,16,53,39,17,67,35,62,10,14,72,28,41,91,30,60,14,80,82,96,61,80,91,45,87,63,57,60,88,52,81,27,41,29,33,68,66,51,50,45,55,33,93
