77
0,3,2,3,3,2,3,2,3,3,4,3,2,4,4,4,2,2,2,1,3,2,4,2,3,2,2,3,3,4,1,1,2,1,1,4,1,3,2,1,4,1,2,4,4,3,2,2,4,3,1,3,1,1,3,2,4,4,3,3,2,2,3,4,4,3,4,2,1,1,1,2,1,2,3,1,3,3,0
0,53,69,68,75,52,34,83,51,80,94,75,59,20,44,70,16,51,21,84,96,37,31,45,26,60,28,14,13,80,98,45,63,96,25,78,29,96,96,13,29,77,17,53,98,84,74,36,84,39,80,19,19,53,16,69,56,27,83,71,57,99,67,85,56,41,40,91,64,88,21,98,25,60,29,72,93,76,0
53,0,51,64,36,76,20,85,68,15,15,40,84,68,16,90,96,12,12,68,44,58,52,60,90,99,36,55,33,14,57,58,100,85,48,24,44,18,43,25,99,54,81,34,27,90,87,90,54,13,88,39,13,21,16,93,88,73,67,61,64,38,27,59,15,76,46,59,88,42,15,91,71,19,55,96,21,26,53
69,51,0,31,22,85,94,52,55,79,83,22,71,77,90,73,39,49,52,90,51,12,78,22,27,46,86,29,54,87,74,76,27,49,85,46,98,11,69,35,13,96,65,61,11,17,52,49,95,36,47,77,44,57,48,42,24,32,54,83,61,45,29,96,98,18,81,37,53,73,31,26,27,11,65,31,24,67,69
68,64,31,0,77,23,17,78,33,35,83,73,42,68,82,93,88,46,91,90,49,21,32,34,14,46,61,74,95,15,65,71,45,100,48,11,28,99,30,37,58,29,64,26,51,80,83,79,88,42,43,49,80,65,24,44,62,52,49,64,65,91,61,37,66,26,67,10,31,94,41,61,40,77,31,10,13,13,68
75,36,22,77,0,65,54,34,91,20,18,77,11,83,45,41,13,97,47,93,32,25,33,67,90,41,53,55,27,80,39,66,26,86,98,63,63,80,59,95,92,33,14,18,39,33,95,49,28,38,72,28,24,57,31,99,86,21,22,66,86,16,14,92,49,43,72,24,59,44,87,48,52,52,62,34,92,90,75
52,76,85,23,65,0,66,94,96,22,58,26,42,85,38,70,99,94,99,41,48,94,61,62,10,68,16,45,65,49,51,100,68,20,15,86,21,28,16,99,84,14,26,55,30,91,99,97,28,90,71,75,63,92,86,81,13,13,86,37,80,47,13,26,54,27,65,37,22,51,73,22,74,83,33,80,21,27,52
34,20,94,17,54,66,0,58,11,33,48,34,96,85,20,50,55,76,82,10,27,71,87,20,43,62,34,24,44,94,25,77,20,64,91,74,81,77,41,33,87,37,42,25,72,14,19,16,36,43,47,80,48,10,73,75,65,60,75,81,51,66,17,53,98,64,65,29,15,22,19,26,95,40,84,87,28,94,34
83,85,52,78,34,94,58,0,83,55,70,18,41,45,76,85,95,91,80,37,81,90,22,78,97,86,79,95,78,38,71,57,99,27,49,26,22,72,61,73,10,63,10,55,60,79,49,99,13,89,42,44,78,33,57,88,23,14,54,41,20,58,48,86,52,100,84,75,53,43,79,85,41,96,39,25,84,21,83
51,68,55,33,91,96,11,83,0,58,13,74,16,61,62,63,62,36,80,55,85,19,38,42,92,36,57,89,34,90,91,70,51,11,25,71,36,37,74,64,85,15,82,54,87,100,81,61,31,22,53,43,56,17,86,12,61,66,42,94,46,76,50,98,43,68,32,84,20,42,66,82,65,10,42,72,18,72,51
80,15,79,35,20,22,33,55,58,0,39,55,11,11,79,33,70,27,95,99,72,65,21,29,60,24,47,61,95,60,16,86,33,91,51,96,80,38,43,40,47,50,81,94,28,46,11,33,39,55,94,85,45,36,24,13,25,41,100,43,71,39,26,38,81,38,23,40,32,51,21,71,49,18,71,49,97,68,80
94,15,83,83,18,58,48,70,13,39,0,25,57,29,94,34,66,42,76,40,18,25,58,18,71,45,82,53,60,97,94,31,57,49,31,20,49,20,57,42,15,30,75,79,36,54,51,99,73,72,18,63,82,97,53,25,84,49,65,56,30,83,22,13,55,51,12,71,58,77,99,99,100,54,12,94,60,75,94
