103
0,3,2,3,4,3,3,4,2,3,1,4,4,1,3,4,4,3,1,3,1,4,2,2,3,4,3,2,1,1,1,4,1,1,2,2,1,3,2,4,3,1,3,4,2,1,3,2,2,2,1,4,4,1,4,3,3,3,1,2,1,2,3,1,2,4,3,1,2,4,3,1,4,3,2,1,4,3,4,1,2,3,3,2,2,2,4,4,4,3,2,2,3,4,2,4,2,4,3,1,1,2,4,3,0
0,79,50,61,55,38,49,66,84,58,91,58,28,89,45,40,59,100,20,68,98,10,53,20,45,72,77,86,59,27,14,74,84,58,35,91,66,24,95,41,48,16,72,37,55,78,52,45,84,23,97,96,29,74,85,95,92,15,92,81,73,47,12,29,28,69,20,93,88,72,68,12,32,34,30,40,38,92,15,100,90,66,69,61,96,49,50,13,98,64,55,90,23,31,20,11,48,90,94,34,30,97,35,23,0
79,0,20,30,80,92,61,83,86,41,17,65,39,97,63,52,80,69,70,34,19,19,18,93,94,27,56,44,84,58,13,10,96,41,17,79,80,24,93,60,45,76,81,46,29,98,10,63,48,72,57,14,95,51,11,87,17,21,16,57,65,89,63,60,70,32,11,73,96,33,34,19,64,34,21,80,91,76,30,63,38,87,20,38,74,33,65,12,64,76,79,49,23,91,51,46,16,100,72,56,51,13,56,84,79
50,20,0,85,52,99,37,23,78,13,99,17,61,98,77,60,14,61,10,92,15,96,88,65,68,20,51,86,77,88,67,81,75,37,21,68,84,96,56,57,14,28,28,23,39,89,62,30,27,35,94,43,59,71,53,18,57,89,37,30,86,70,44,79,20,96,45,71,42,29,23,36,28,100,99,30,29,15,94,10,17,40,55,25,49,35,94,18,75,64,89,77,83,58,61,21,35,33,56,37,99,77,94,17,50
61,30,85,0,41,22,47,81,50,46,51,47,15,42,63,51,53,98,21,92,79,85,44,78,45,14,51,16,27,64,73,73,92,82,53,31,86,58,76,94,12,66,19,84,34,98,78,59,49,36,77,72,96,88,89,62,82,67,85,26,60,58,59,32,19,43,52,26,42,92,82,44,77,42,23,22,89,33,26,54,96,62,26,75,25,93,29,74,59,99,54,95,65,80,12,48,21,59,59,89,75,68,13,23,61
55,80,52,41,0,17,83,40,29,39,99,18,100,13,17,89,15,84,76,88,13,83,98,50,29,88,53,41,48,86,100,48,53,49,88,60,53,32,14,78,88,60,22,65,64,61,39,67,91,19,39,10,100,76,33,61,44,86,85,53,42,67,32,18,10,78,91,43,50,66,13,91,46,82,38,77,71,60,24,54,16,11,39,74,89,43,84,68,46,66,33,76,97,13,95,50,96,69,61,86,80,84,14,40,55
38,92,99,22,17,0,90,71,91,79,33,71,45,48,83,30,70,78,49,60,79,69,85,80,77,63,65,14,28,53,97,23,88,59,53,23,81,41,39,57,43,31,90,66,38,52,23,73,49,18,90,14,81,24,37,98,99,39,34,74,65,84,93,62,97,22,14,12,27,97,39,82,11,55,81,72,76,89,16,35,18,76,51,74,26,53,78,78,44,50,79,68,42,23,66,46,24,15,14,35,100,45,45,20,38
49,61,37,47,83,90,0,95,26,39,29,31,22,77,27,56,90,44,19,31,90,44,76,62,42,64,13,65,98,34,45,73,49,98,43,98,58,25,89,81,77,42,33,50,74,77,52,73,68,26,65,45,66,96,93,82,26,75,46,57,16,91,84,88,50,72,19,44,80,88,28,49,48,31,44,58,81,33,90,52,40,54,51,78,87,11,57,67,39,91,77,52,90,71,84,62,39,26,39,55,42,36,28,96,49
66,83,23,81,40,71,95,0,48,96,81,71,94,61,94,16,42,90,47,96,51,13,31,76,50,25,51,16,90,29,21,91,75,36,73,34,81,57,62,31,39,37,41,12,83,78,54,33,83,72,52,24,100,49,24,83,46,60,14,68,45,71,63,50,48,96,38,26,70,48,89,64,76,12,67,53,62,58,54,70,91,18,73,43,22,70,53,75,54,16,38,67,63,23,77,93,22,20,25,89,37,70,60,98,66
84,86,78,50,29,91,26,48,0,67,51,41,51,46,80,21,50,71,38,87,13,10,26,22,55,35,84,91,44,76,55,90,43,75,61,79,28,80,32,43,11,39,64,78,49,12,21,73,65,41,54,80,91,81,62,99,52,39,80,51,35,19,33,39,51,79,24,78,22,62,94,21,26,30,50,14,35,41,62,37,96,96,59,24,41,81,38,38,89,50,56,48,40,91,70,51,21,14,18,62,66,20,91,91,84
58,41,13,46,39,79,39,96,67,0,13,75,24,90,81,56,31,90,67,81,68,62,100,45,11,95,10,37,50,39,53,100,87,13,71,27,38,42,20,28,48,28,65,43,62,73,55,13,21,100,26,38,11,41,58,14,39,98,30,100,43,80,31,97,41,45,73,37,78,16,44,50,71,100,94,70,13,88,86,61,66,50,100,22,43,46,93,19,19,46,67,44,90,45,90,15,59,36,77,34,35,95,14,98,58
91,17,99,51,99,33,29,81,51,13,0,24,41,90,78,43,43,42,52,32,98,35,66,80,72,27,20,28,23,22,65,69,16,78,61,19,57,74,10,64,17,59,84,17,59,38,93,64,51,93,76,43,78,42,50,34,69,15,32,75,85,28,51,66,89,38,14,19,79,25,85,14,32,27,58,53,81,54,75,24,86,39,96,67,65,64,87,49,58,33,40,96,53,86,28,57,44,37,48,35,53,27,92,50,91
58,65,17,47,18,71,31,71,41,75,24,0,93,79,68,65,18,74,40,36,93,81,45,33,61,45,37,56,38,26,62,37,63,18,65,36,100,66,91,30,68,17,10,12,88,87,66,44,93,65,26,44,40,33,85,53,26,100,76,94,84,50,47,94,87,46,73,87,57,55,43,13,86,93,44,96,88,54,74,45,72,89,89,100,27,88,37,59,28,27,80,18,93,40,23,40,50,83,52,64,83,55,31,86,58
28,39,61,15,100,45,22,94,51,24,41,93,0,36,49,11,48,100,55,43,70,14,55,38,18,85,33,42,46,29,40,97,42,47,37,91,96,21,85,78,20,49,16,34,98,65,23,89,60,15,75,96,59,26,68,14,32,97,15,40,55,30,37,13,96,67,47,26,79,77,77,95,30,91,62,44,81,52,24,71,33,70,74,32,77,99,94,28,84,54,51,56,12,45,18,100,48,63,21,22,35,20,64,51,28
89,97,98,42,13,48,77,61,46,90,90,79,36,0,84,96,20,50,80,74,36,68,90,23,66,75,61,52,32,61,38,100,18,15,71,10,32,15,42,26,34,15,10,73,82,46,53,90,87,84,88,79,34,28,33,27,12,23,40,30,23,75,88,72,21,39,41,30,63,18,94,58,59,35,34,28,50,10,83,33,91,56,34,45,89,59,30,99,87,63,76,63,61,23,13,45,47,80,99,22,26,71,89,63,89
45,63,77,63,17,83,27,94,80,81,78,68,49,84,0,90,48,51,26,22,13,19,59,35,22,21,17,84,47,36,77,73,45,34,98,22,13,41,26,57,18,22,66,12,73,11,54,43,93,92,94,52,100,84,100,43,81,26,31,82,58,15,19,66,30,42,48,30,90,33,24,47,74,21,49,31,43,78,78,78,38,57,81,70,100,69,11,100,40,47,84,37,51,97,25,44,51,10,82,12,15,22,55,46,45
40,52,60,51,89,30,56,16,21,56,43,65,11,96,90,0,55,67,72,85,93,52,100,79,78,55,42,49,29,85,80,90,39,28,19,24,24,55,80,11,51,72,90,94,54,88,69,81,44,40,16,88,100,78,65,73,88,90,48,16,24,50,81,58,59,100,27,98,49,79,74,15,78,28,96,41,98,81,60,77,35,95,99,40,39,69,94,95,54,29,72,19,58,58,37,15,55,76,46,36,89,64,31,85,40
59,80,14,53,15,70,90,42,50,31,43,18,48,20,48,55,0,48,45,81,13,33,11,57,48,15,98,40,58,91,37,66,39,54,10,97,13,69,81,65,50,49,11,25,38,14,59,65,97,59,71,50,21,95,75,45,51,71,21,31,34,12,78,22,25,80,44,43,90,81,42,96,55,95,70,45,16,43,56,11,88,70,81,33,95,25,90,97,23,29,65,68,20,19,93,59,79,35,94,26,55,80,96,79,59
100,69,61,98,84,78,44,90,71,90,42,74,100,50,51,67,48,0,19,63,21,91,65,45,92,46,21,37,93,95,73,51,45,61,62,38,34,66,59,53,79,25,19,40,44,24,33,59,76,95,19,43,72,54,56,99,76,99,30,29,24,22,27,67,20,30,19,68,57,18,70,15,99,24,84,96,23,61,67,15,40,52,82,27,19,44,98,58,42,16,39,23,21,34,93,34,76,42,92,99,71,61,33,16,100
20,70,10,21,76,49,19,47,38,67,52,40,55,80,26,72,45,19,0,13,28,48,38,72,29,53,89,32,22,72,73,93,75,70,68,78,89,12,43,69,97,97,65,53,89,18,74,93,56,25,96,71,20,97,16,24,55,54,43,82,56,78,14,43,76,33,27,18,86,23,42,22,71,42,67,25,68,55,81,17,65,93,17,26,39,15,69,91,51,17,82,25,61,27,95,92,36,39,11,13,76,75,16,73,20
68,34,92,92,88,60,31,96,87,81,32,36,43,74,22,85,81,63,13,0,89,74,99,92,11,64,35,20,53,67,17,25,61,29,52,33,40,50,86,31,75,52,92,46,79,51,50,65,63,78,84,24,88,43,10,64,69,28,92,74,90,52,53,87,96,59,79,82,47,88,57,74,14,51,10,16,36,89,79,42,80,13,97,26,50,29,74,50,42,85,40,19,33,24,11,28,47,43,66,97,46,86,27,92,68
98,19,15,79,13,79,90,51,13,68,98,93,70,36,13,93,13,21,28,89,0,63,64,80,76,72,88,66,10,42,28,49,22,10,71,11,16,66,19,70,69,97,62,54,82,67,20,70,25,56,63,82,67,58,51,91,76,94,27,39,95,90,30,100,59,85,11,17,23,64,59,94,72,83,92,65,28,94,53,29,23,59,76,53,81,45,67,28,62,96,10,23,100,85,30,56,82,93,12,84,60,89,19,20,98
10,19,96,85,83,69,44,13,10,62,35,81,14,68,19,52,33,91,48,74,63,0,100,75,40,24,69,82,60,73,62,32,34,26,18,41,14,64,89,61,18,39,90,81,73,33,48,44,20,11,51,20,18,27,49,26,88,47,30,17,19,63,98,11,17,98,24,68,99,15,80,50,75,80,87,73,34,77,40,21,97,66,23,53,31,86,37,64,50,24,46,76,38,41,82,35,70,93,33,64,13,30,86,25,10
53,18,88,44,98,85,76,31,26,100,66,45,55,90,59,100,11,65,38,99,64,100,0,70,86,81,100,11,32,80,50,85,66,98,42,85,87,18,15,14,95,16,92,58,79,64,83,10,90,29,60,49,86,25,90,67,25,17,68,92,100,42,33,77,26,26,24,99,34,15,87,36,53,37,77,21,18,49,45,91,97,76,51,23,84,33,75,20,45,79,32,37,19,34,65,87,85,20,66,63,73,75,63,97,53
20,93,65,78,50,80,62,76,22,45,80,33,38,23,35,79,57,45,72,92,80,75,70,0,26,77,12,18,10,24,31,77,56,15,73,73,13,25,50,66,12,27,81,57,29,99,42,53,49,93,24,16,45,16,47,85,47,86,58,100,84,93,42,15,19,71,25,20,81,43,52,89,40,20,52,21,81,71,26,23,11,46,27,36,50,47,26,74,67,38,85,65,90,48,14,71,46,76,65,91,56,36,43,34,20
45,94,68,45,29,77,42,50,55,11,72,61,18,66,22,78,48,92,29,11,76,40,86,26,0,27,88,17,33,57,17,12,81,60,82,64,93,32,14,89,87,100,63,75,51,92,60,55,100,57,10,68,45,63,96,34,24,89,58,21,26,82,58,85,41,17,85,10,17,26,30,81,85,90,80,88,61,26,85,43,38,65,47,29,23,52,75,39,91,32,35,62,11,64,71,43,80,32,14,89,61,73,99,25,45
72,27,20,14,88,63,64,25,35,95,27,45,85,75,21,55,15,46,53,64,72,24,81,77,27,0,45,85,69,55,44,10,91,16,40,86,66,10,17,95,38,65,80,18,16,29,55,14,72,33,94,45,48,70,64,90,39,71,17,82,56,20,74,57,48,47,15,94,56,22,26,73,18,10,56,100,19,47,19,97,94,39,51,20,44,66,18,45,47,33,60,82,80,52,74,52,55,64,11,22,57,50,72,71,72
77,56,51,51,53,65,13,51,84,10,20,37,33,61,17,42,98,21,89,35,88,69,100,12,88,45,0,52,91,94,72,100,79,95,31,97,98,96,25,58,90,100,29,70,19,54,60,40,81,24,68,49,95,22,58,84,47,42,41,95,39,69,65,45,95,69,33,65,93,76,39,94,19,37,89,65,30,35,92,24,42,97,21,69,63,49,92,65,17,85,74,78,98,72,63,15,80,46,36,19,87,13,18,59,77
86,44,86,16,41,14,65,16,91,37,28,56,42,52,84,49,40,37,32,20,66,82,11,18,17,85,52,0,68,58,47,96,79,96,54,54,52,96,69,48,63,11,41,52,85,75,13,71,65,28,58,35,91,89,54,35,97,40,79,40,17,65,72,41,94,94,23,43,16,100,57,42,44,93,33,96,20,45,30,17,94,42,62,93,81,54,95,54,79,53,82,89,95,17,28,82,94,60,20,71,54,91,82,100,86
59,84,77,27,48,28,98,90,44,50,23,38,46,32,47,29,58,93,22,53,10,60,32,10,33,69,91,68,0,49,71,10,92,96,64,71,49,19,42,25,38,83,21,40,88,18,13,35,16,49,52,16,68,52,34,17,67,26,29,87,92,22,57,47,51,27,22,10,97,91,57,63,25,87,68,61,39,49,86,68,96,80,37,42,80,50,88,90,50,76,79,18,88,48,90,60,93,99,47,47,17,45,83,41,59
27,58,88,64,86,53,34,29,76,39,22,26,29,61,36,85,91,95,72,67,42,73,80,24,57,55,94,58,49,0,92,86,87,50,22,48,33,86,52,28,50,98,21,73,62,37,28,65,21,61,22,42,100,44,88,75,48,49,55,98,73,70,32,49,92,33,100,11,84,74,75,90,32,35,57,70,82,24,92,13,14,31,70,89,13,18,100,98,37,22,66,64,11,33,32,35,40,75,27,71,13,69,44,19,27
14,13,67,73,100,97,45,21,55,53,65,62,40,38,77,80,37,73,73,17,28,62,50,31,17,44,72,47,71,92,0,70,83,19,30,48,25,51,76,23,31,62,63,91,13,37,86,47,42,98,64,75,30,31,75,34,11,38,36,26,13,82,86,47,72,64,31,38,31,36,27,62,75,17,53,70,34,77,22,30,36,55,71,77,82,66,48,93,93,79,62,100,64,73,98,20,36,70,98,26,29,97,85,76,14
74,10,81,73,48,23,73,91,90,100,69,37,97,100,73,90,66,51,93,25,49,32,85,77,12,10,100,96,10,86,70,0,60,98,59,54,69,65,22,50,22,96,79,52,90,78,21,42,25,95,80,13,28,57,46,16,98,91,29,15,49,59,59,31,47,44,79,29,32,28,39,39,73,29,89,36,48,25,64,70,76,79,68,39,59,38,44,93,25,74,100,10,76,97,72,78,58,53,74,51,21,94,99,50,74
84,96,75,92,53,88,49,75,43,87,16,63,42,18,45,39,39,45,75,61,22,34,66,56,81,91,79,79,92,87,83,60,0,56,86,33,71,45,76,76,78,40,71,83,99,47,38,88,69,29,97,96,21,90,75,99,80,28,14,91,40,16,93,97,27,18,70,31,93,64,64,59,60,36,91,14,88,30,19,27,10,10,68,91,53,51,14,25,47,54,15,77,60,36,64,40,22,88,66,27,99,35,18,87,84
