17
0,4,1,3,3,1,3,2,4,1,4,1,3,1,4,4,2,1,0
0,16,41,94,53,56,48,54,86,70,84,88,41,11,30,94,20,18,0
16,0,11,48,74,45,78,64,17,47,40,75,24,98,12,49,28,78,16
41,11,0,13,55,82,64,94,11,81,44,45,50,33,29,44,27,82,41
94,48,13,0,30,56,13,10,47,12,41,19,59,71,56,72,33,75,94
53,74,55,30,0,83,92,80,37,34,49,98,31,19,97,48,51,38,53
56,45,82,56,83,0,30,74,74,94,63,31,99,81,16,41,98,60,56
48,78,64,13,92,30,0,15,34,17,85,26,51,68,84,70,34,69,48
54,64,94,10,80,74,15,0,66,33,37,38,62,88,64,53,21,55,54
86,17,11,47,37,74,34,66,0,43,71,57,47,21,36,77,74,99,86
70,47,81,12,34,94,17,33,43,0,74,32,24,25,13,78,87,69,70
84,40,44,41,49,63,85,37,71,74,0,72,27,59,55,98,78,14,84
88,75,45,19,98,31,26,38,57,32,72,0,39,15,76,77,66,32,88
41,24,50,59,31,99,51,62,47,24,27,39,0,35,48,80,63,97,41
11,98,33,71,19,81,68,88,21,25,59,15,35,0,87,97,78,58,11
30,12,29,56,97,16,84,64,36,13,55,76,48,87,0,83,23,88,30
94,49,44,72,48,41,70,53,77,78,98,77,80,97,83,0,100,17,94
20,28,27,33,51,98,34,21,74,87,78,66,63,78,23,100,0,24,20
18,78,82,75,38,60,69,55,99,69,14,32,97,58,88,17,24,0,18
0,16,41,94,53,56,48,54,86,70,84,88,41,11,30,94,20,18,0
