79
0,2,3,1,3,2,1,4,1,1,1,3,1,2,1,2,1,2,2,3,1,3,4,4,4,1,3,1,1,3,4,1,4,1,4,4,1,3,2,4,3,4,3,1,2,4,1,3,2,3,3,2,3,3,2,2,2,4,4,3,1,4,4,2,2,3,4,2,1,3,2,4,1,2,1,1,1,3,3,1,0
0,11,55,47,60,21,87,83,34,57,39,92,71,33,28,90,75,59,53,77,52,98,82,55,81,16,21,13,96,71,78,72,50,58,40,96,22,48,11,88,14,10,42,20,24,72,82,43,52,98,49,42,74,41,58,97,61,49,67,16,65,79,93,81,89,98,44,20,64,38,41,87,33,30,40,15,23,61,27,62,0
11,0,49,97,69,97,23,13,47,90,74,62,80,54,70,48,73,89,56,47,35,88,67,66,89,24,89,18,83,13,47,82,26,48,14,96,88,87,11,46,24,89,97,34,70,22,36,82,24,97,79,16,98,88,34,32,97,41,81,93,77,15,27,86,44,17,80,54,20,55,15,48,36,84,15,98,54,87,92,60,11
55,49,0,35,57,15,44,20,54,20,89,82,62,78,73,41,50,82,65,66,92,29,88,67,29,40,55,53,67,32,58,11,76,74,19,28,15,85,72,20,54,39,60,53,32,21,87,89,14,83,10,17,53,65,77,61,41,81,67,42,94,75,98,54,16,15,49,100,68,97,13,75,29,68,88,45,51,82,21,20,55
47,97,35,0,65,18,59,87,95,62,57,48,55,30,18,18,20,85,87,54,22,50,58,57,45,87,79,19,11,19,65,57,19,69,59,53,78,39,61,25,38,67,11,43,43,21,88,31,12,54,54,30,76,55,54,34,57,20,86,19,57,59,80,60,41,88,11,62,30,20,62,99,82,81,12,80,72,59,24,97,47
60,69,57,65,0,50,98,93,26,64,85,51,53,15,30,16,61,37,17,30,65,40,21,26,39,73,67,39,56,30,92,69,67,40,97,12,61,43,52,37,21,37,11,65,21,81,92,32,42,78,58,11,89,25,18,18,95,27,38,71,14,94,53,87,90,34,93,11,26,23,89,95,51,57,24,89,79,31,26,60,60
21,97,15,18,50,0,39,91,90,50,73,94,15,66,52,17,52,16,47,53,98,61,37,64,32,62,20,15,81,84,67,12,89,45,66,22,33,47,71,94,100,65,18,79,18,85,10,75,50,32,53,34,95,21,77,49,53,91,44,83,23,57,38,91,89,27,87,28,27,98,88,80,56,41,76,63,52,80,74,40,21
87,23,44,59,98,39,0,84,21,70,59,16,12,40,83,87,85,18,64,67,68,63,45,74,33,21,42,13,45,23,28,46,57,98,81,37,18,40,57,15,55,38,37,64,47,51,26,44,89,25,60,66,80,43,46,95,18,53,67,26,80,21,62,20,66,31,19,72,19,21,53,85,35,61,48,77,96,80,56,11,87
83,13,20,87,93,91,84,0,20,55,29,19,24,78,81,40,78,89,10,79,86,50,48,55,10,48,55,64,83,90,82,62,93,18,47,41,15,28,42,61,20,42,31,20,74,66,97,16,78,93,48,74,67,59,19,12,66,35,63,69,10,89,50,15,44,74,48,45,80,87,88,38,46,11,85,78,31,49,62,93,83
34,47,54,95,26,90,21,20,0,72,42,98,68,79,94,68,66,71,34,27,93,18,98,90,76,54,82,14,15,84,93,25,84,68,57,57,18,56,43,26,86,30,61,23,33,87,68,55,38,28,16,80,46,38,56,36,93,84,52,43,43,59,94,56,20,12,78,26,42,80,88,52,54,44,99,20,86,30,53,19,34
57,90,20,62,64,50,70,55,72,0,23,37,80,71,61,70,57,62,60,33,35,50,21,13,39,44,66,32,84,65,23,98,37,12,82,19,78,59,79,34,89,10,45,53,65,73,69,62,44,42,30,71,54,41,65,10,53,88,44,38,57,94,28,43,26,74,91,66,58,24,100,63,12,86,70,67,28,61,44,16,57
39,74,89,57,85,73,59,29,42,23,0,24,26,88,61,95,67,97,100,80,54,13,43,80,42,65,60,55,31,11,89,26,58,68,44,39,46,23,47,46,97,17,84,44,33,40,58,74,15,88,11,95,37,47,98,60,86,57,71,17,40,16,49,65,12,22,19,27,79,51,83,10,54,79,47,82,55,12,17,57,39
92,62,82,48,51,94,16,19,98,37,24,0,77,88,93,25,24,46,39,30,44,66,22,10,22,48,53,93,41,73,51,80,84,95,54,90,33,78,15,94,80,57,13,58,24,57,26,34,49,90,48,93,84,94,87,92,50,23,26,33,16,18,32,18,11,17,30,24,31,51,28,23,16,52,69,36,21,31,50,14,92
71,80,62,55,53,15,12,24,68,80,26,77,0,25,49,59,94,16,95,65,44,57,83,53,35,66,85,15,24,75,83,25,99,52,44,29,31,47,76,34,33,77,84,65,74,91,96,77,16,96,80,43,21,62,18,67,27,11,13,29,61,46,39,83,94,47,24,30,50,47,34,44,75,49,98,76,95,52,18,65,71
33,54,78,30,15,66,40,78,79,71,88,88,25,0,24,67,60,66,82,15,66,49,99,10,24,76,93,48,27,49,85,48,88,80,43,14,23,99,32,68,51,14,39,31,99,82,72,81,30,78,69,22,64,23,41,67,11,78,32,57,66,63,51,39,80,77,52,99,29,52,80,61,41,67,36,41,75,88,31,95,33
28,70,73,18,30,52,83,81,94,61,61,93,49,24,0,99,41,36,62,71,33,10,77,95,80,84,72,93,93,98,56,57,31,57,22,87,37,99,57,56,44,40,55,85,62,50,61,58,85,42,47,32,43,52,46,91,72,16,27,88,68,56,78,80,49,13,10,68,83,91,46,32,81,20,67,37,66,43,93,40,28
90,48,41,18,16,17,87,40,68,70,95,25,59,67,99,0,20,52,61,89,95,90,14,62,56,39,44,17,53,89,26,47,68,44,12,93,70,98,32,35,27,63,95,70,52,35,40,71,66,73,66,30,64,38,74,76,73,60,83,22,69,36,73,28,95,74,69,33,19,81,46,70,15,92,62,39,86,15,28,60,90
75,73,50,20,61,52,85,78,66,57,67,24,94,60,41,20,0,32,21,75,45,16,27,79,98,17,31,85,37,93,64,21,75,50,80,77,97,47,39,50,57,32,90,55,77,16,57,82,49,16,13,55,48,11,31,16,76,99,26,24,91,49,71,80,49,20,20,51,14,44,57,46,32,97,72,41,13,12,95,25,75
59,89,82,85,37,16,18,89,71,62,97,46,16,66,36,52,32,0,66,88,67,12,73,24,29,56,17,98,69,54,19,90,25,97,76,25,70,68,46,70,53,52,42,46,25,59,75,73,80,20,40,20,29,38,76,39,16,47,40,65,28,72,74,81,23,88,28,40,66,90,17,74,10,99,32,63,48,68,10,66,59
53,56,65,87,17,47,64,10,34,60,100,39,95,82,62,61,21,66,0,48,54,90,11,57,100,81,12,94,82,11,92,45,72,57,43,34,76,14,53,60,56,75,94,86,10,83,23,37,77,66,31,58,89,39,95,14,30,40,17,77,96,75,29,99,10,92,26,17,53,50,48,84,65,70,44,47,30,63,55,19,53
