57
0,1,1,3,4,4,2,3,1,3,1,3,3,2,4,2,2,4,3,2,4,4,3,1,3,2,2,3,2,2,1,3,2,1,3,2,1,2,2,3,3,2,2,3,1,4,1,2,3,1,2,2,3,1,3,1,2,4,0
0,64,77,60,82,48,53,46,30,24,77,99,85,60,48,86,38,70,85,90,68,63,61,42,77,42,29,11,95,94,26,96,97,39,70,82,77,34,92,50,49,56,96,40,71,92,10,55,68,46,39,85,94,83,69,76,22,58,0
64,0,73,25,38,45,31,39,92,61,87,27,93,49,73,77,61,72,62,29,31,46,32,10,66,65,15,55,77,65,53,85,82,94,94,57,88,69,17,52,49,83,51,68,95,78,19,33,38,89,91,81,22,36,66,26,88,63,64
77,73,0,54,22,19,71,96,97,46,83,41,13,82,19,71,93,24,61,23,73,23,12,18,37,16,47,69,49,54,19,72,79,96,76,12,99,17,87,85,97,88,90,66,68,26,20,57,32,40,69,74,22,68,87,47,51,57,77
60,25,54,0,83,88,85,18,62,41,85,67,10,24,33,33,81,82,82,34,45,95,81,77,77,27,17,85,48,53,64,56,17,19,56,14,14,42,99,89,86,53,10,87,69,31,56,40,19,37,59,80,48,41,64,25,64,65,60
82,38,22,83,0,66,11,35,80,97,24,45,84,80,44,20,66,60,62,36,32,76,73,49,65,75,25,15,68,47,96,60,98,52,83,77,55,83,42,21,56,50,93,14,74,76,37,85,13,80,75,12,91,38,96,35,96,88,82
48,45,19,88,66,0,69,48,71,90,41,55,54,64,52,67,67,49,59,77,33,60,100,100,94,92,72,97,61,11,94,76,91,14,73,15,64,21,90,21,97,70,45,100,44,72,57,80,54,39,11,63,87,100,19,84,29,58,48
53,31,71,85,11,69,0,35,73,76,87,82,43,84,81,48,79,71,56,53,23,95,50,51,39,22,68,42,96,85,14,20,44,58,97,81,58,16,76,75,13,31,71,59,36,24,90,36,85,47,92,74,84,55,77,98,73,12,53
46,39,96,18,35,48,35,0,15,60,83,89,60,98,52,34,22,15,69,80,69,46,71,61,90,98,20,34,44,94,78,17,39,21,27,70,93,39,13,23,21,35,15,54,63,92,84,45,48,12,66,22,63,85,33,85,55,77,46
30,92,97,62,80,71,73,15,0,57,62,45,34,95,70,40,34,20,59,67,48,16,29,39,15,68,53,89,65,32,16,25,24,72,57,29,30,26,67,16,95,28,43,47,19,13,62,35,74,93,75,81,30,59,85,14,88,20,30
24,61,46,41,97,90,76,60,57,0,10,65,57,57,75,20,14,47,64,16,37,93,19,71,49,87,65,60,41,97,83,13,23,37,99,29,45,45,39,43,91,57,33,58,95,74,88,64,70,34,86,80,55,19,38,57,63,63,24
77,87,83,85,24,41,87,83,62,10,0,17,99,75,29,94,97,26,88,63,11,59,53,29,53,43,19,80,81,87,23,56,68,75,27,92,59,43,46,62,87,72,99,83,20,80,11,35,45,15,10,74,47,42,19,25,12,71,77
99,27,41,67,45,55,82,89,45,65,17,0,72,24,42,74,34,75,70,78,44,53,65,31,29,17,65,30,86,56,46,42,73,77,64,66,57,55,15,57,59,45,95,100,42,90,90,69,29,99,96,40,32,61,21,39,32,26,99
85,93,13,10,84,54,43,60,34,57,99,72,0,87,70,90,12,64,100,74,53,60,78,24,79,70,75,26,39,33,21,23,32,77,82,84,24,16,80,21,94,85,39,68,95,51,23,33,25,30,43,59,29,11,34,88,84,60,85
60,49,82,24,80,64,84,98,95,57,75,24,87,0,89,14,48,27,66,28,16,64,96,53,57,11,77,58,19,12,85,88,54,81,92,19,60,73,98,94,52,11,31,90,100,26,10,43,90,69,37,82,45,78,18,81,34,97,60
48,73,19,33,44,52,81,52,70,75,29,42,70,89,0,26,21,76,27,39,12,23,41,11,90,54,77,99,10,18,59,23,15,31,48,13,16,78,97,100,18,47,81,98,63,58,74,47,48,32,35,54,14,84,41,83,83,35,48
86,77,71,33,20,67,48,34,40,20,94,74,90,14,26,0,89,58,19,48,11,66,31,89,91,51,69,98,19,99,10,65,36,40,84,77,41,53,38,28,88,45,93,49,84,94,99,24,65,99,86,12,57,83,34,35,94,44,86
38,61,93,81,66,67,79,22,34,14,97,34,12,48,21,89,0,27,38,46,66,88,54,88,42,42,54,14,46,74,34,98,12,88,78,79,66,29,59,78,14,80,23,83,65,63,42,50,27,93,81,19,31,15,80,57,100,59,38
70,72,24,82,60,49,71,15,20,47,26,75,64,27,76,58,27,0,60,60,65,22,27,96,68,55,67,25,10,12,14,81,37,89,39,46,49,86,58,52,27,25,88,71,61,26,50,96,66,78,70,33,67,68,30,31,34,34,70
85,62,61,82,62,59,56,69,59,64,88,70,100,66,27,19,38,60,0,27,51,13,49,26,15,74,84,34,14,19,56,40,91,37,43,89,56,84,12,60,21,57,37,90,62,20,79,92,48,86,89,61,83,32,60,27,55,28,85
90,29,23,34,36,77,53,80,67,16,63,78,74,28,39,48,46,60,27,0,77,49,23,15,56,72,64,61,37,69,88,12,55,48,67,36,27,82,28,21,92,29,21,96,56,93,55,10,59,62,19,25,58,100,57,66,62,94,90
68,31,73,45,32,33,23,69,48,37,11,44,53,16,12,11,66,65,51,77,0,75,68,80,64,78,63,78,20,90,68,23,86,65,76,96,62,33,13,26,33,40,10,63,74,38,33,72,10,14,82,81,30,48,97,60,73,90,68
63,46,23,95,76,60,95,46,16,93,59,53,60,64,23,66,88,22,13,49,75,0,75,90,14,97,36,88,96,30,12,82,48,60,48,20,55,31,73,26,28,24,60,64,12,12,60,28,37,70,31,93,94,57,31,59,63,21,63
61,32,12,81,73,100,50,71,29,19,53,65,78,96,41,31,54,27,49,23,68,75,0,44,24,64,71,58,95,63,74,77,12,25,55,49,51,15,61,31,67,42,98,40,54,45,46,100,75,94,39,67,49,42,31,93,46,76,61
42,10,18,77,49,100,51,61,39,71,29,31,24,53,11,89,88,96,26,15,80,90,44,0,38,53,25,97,47,31,25,42,42,66,55,70,72,96,87,36,40,49,35,86,96,10,78,29,35,28,10,64,47,87,48,90,34,44,42
77,66,37,77,65,94,39,90,15,49,53,29,79,57,90,91,42,68,15,56,64,14,24,38,0,87,21,94,45,79,41,70,74,11,77,30,16,22,96,35,68,81,81,91,50,34,16,100,98,81,46,92,49,34,11,30,26,54,77
