73
0,4,1,2,4,2,1,1,3,4,3,3,2,2,4,4,1,3,4,2,1,4,1,1,2,4,1,2,3,1,2,1,2,4,1,1,4,4,3,1,2,4,1,2,1,1,1,4,3,3,4,4,4,2,2,4,1,4,4,4,2,1,1,2,1,3,4,4,4,1,1,4,1,2,0
0,100,98,78,60,27,70,56,50,31,82,14,44,44,28,38,70,23,37,45,64,95,96,53,54,84,77,75,36,47,85,30,29,43,93,86,52,19,64,41,50,100,72,26,20,68,32,23,20,64,21,13,73,35,30,78,12,88,62,64,92,80,45,72,90,76,61,89,58,58,33,74,45,87,0
100,0,27,58,31,35,56,17,47,79,58,52,31,85,61,80,88,98,34,24,59,82,77,87,43,82,69,68,71,12,90,59,10,36,51,54,93,53,38,61,52,91,67,39,11,47,97,37,96,50,95,37,44,20,76,39,17,46,88,34,75,73,78,63,81,90,73,32,57,26,83,61,77,72,100
98,27,0,97,49,13,36,49,53,46,79,86,80,32,50,30,94,53,15,45,38,100,97,44,63,86,58,13,57,50,36,81,27,23,34,52,23,76,90,98,53,80,25,86,28,76,99,69,92,48,55,100,74,54,93,71,64,52,34,40,25,73,67,24,76,40,82,100,23,57,46,12,57,22,98
78,58,97,0,100,44,25,60,72,12,68,53,62,98,57,89,33,36,68,73,30,50,38,40,99,29,10,49,45,18,62,23,94,76,25,44,59,87,79,20,48,38,68,67,63,94,81,18,67,96,21,69,65,43,34,58,82,51,73,26,86,81,16,50,68,19,25,66,32,82,16,72,81,55,78
60,31,49,100,0,96,31,16,45,81,97,71,29,43,70,82,22,83,96,20,92,29,15,69,13,30,43,64,40,64,88,82,17,44,29,68,39,31,67,98,52,79,30,75,22,29,89,36,84,69,95,86,91,30,61,62,98,24,15,33,35,34,70,70,10,61,21,96,92,56,85,42,58,18,60
27,35,13,44,96,0,21,83,74,91,88,29,47,84,78,22,38,16,82,41,25,33,55,68,58,90,89,83,54,62,86,80,75,13,42,86,26,72,30,83,74,51,57,80,57,37,94,74,14,65,44,63,23,73,19,33,66,63,47,74,34,92,95,27,42,83,92,38,75,29,44,89,18,42,27
70,56,36,25,31,21,0,39,79,52,100,30,95,98,43,60,95,100,85,31,92,92,89,22,87,78,86,19,56,19,52,75,39,67,23,51,77,75,30,45,67,76,21,51,48,81,74,60,45,58,76,24,33,46,17,70,95,70,60,27,76,93,82,21,92,29,40,35,42,83,20,28,96,60,70
56,17,49,60,16,83,39,0,33,62,17,83,62,56,37,13,25,24,58,33,95,45,28,61,50,63,38,82,72,38,86,66,43,41,13,95,80,58,88,58,58,39,56,54,24,13,67,25,27,77,21,13,28,79,32,78,76,79,77,65,50,64,89,81,96,54,30,40,83,61,69,67,74,66,56
50,47,53,72,45,74,79,33,0,49,20,42,39,33,50,49,46,34,100,54,23,72,17,21,98,89,36,48,91,39,42,17,68,62,68,45,44,38,92,27,33,49,14,69,41,45,47,65,41,89,63,52,26,28,79,35,11,94,45,14,11,62,72,94,80,39,54,44,37,46,44,18,13,96,50
