76
0,3,1,4,3,2,4,2,3,3,1,3,2,1,2,4,2,3,3,1,2,4,2,3,2,3,2,1,2,1,1,3,1,1,3,1,4,3,1,2,2,1,3,4,3,4,2,3,3,1,2,1,3,1,1,3,4,1,2,1,2,3,2,4,3,3,4,2,3,4,3,2,4,1,1,1,2,0
0,100,76,47,34,34,48,87,83,58,60,11,41,68,94,60,67,56,65,70,38,62,22,38,22,87,72,25,96,84,10,13,23,42,33,34,96,12,69,70,89,81,95,98,79,31,66,64,81,22,73,99,32,92,80,40,74,55,87,64,28,50,59,71,21,15,29,39,22,79,82,58,99,75,57,31,87,0
100,0,54,11,53,27,41,80,87,20,83,71,52,61,22,34,84,99,25,62,34,25,70,27,59,94,43,79,16,37,41,43,69,13,84,35,30,77,53,34,12,36,59,79,13,13,85,81,11,40,20,71,87,17,90,49,41,32,61,50,85,36,79,36,65,68,65,24,64,56,90,66,48,60,91,91,90,100
76,54,0,99,70,51,86,76,88,65,44,39,39,21,50,88,76,73,66,19,21,50,44,15,67,82,21,31,97,19,77,72,47,82,89,34,10,99,28,56,97,72,99,86,86,41,81,84,93,68,97,47,33,75,64,42,45,66,84,97,27,87,94,95,57,21,47,88,32,72,72,83,36,96,89,86,46,76
47,11,99,0,60,63,77,69,75,71,30,51,56,83,68,33,35,88,18,46,29,52,44,93,19,40,83,41,66,27,12,49,84,10,91,51,34,22,85,82,79,42,68,33,77,84,84,77,43,74,59,85,27,100,91,27,23,11,42,48,62,60,22,77,98,85,94,34,92,49,67,13,43,11,64,69,41,47
34,53,70,60,0,65,76,42,18,97,26,69,22,70,34,83,65,40,76,53,63,93,10,58,28,29,95,85,25,57,15,96,29,94,48,85,28,64,16,31,35,45,78,26,76,63,38,26,37,23,62,17,32,68,22,62,11,12,18,89,69,65,73,14,90,34,88,81,31,12,49,80,32,10,17,48,54,34
34,27,51,63,65,0,62,94,76,36,45,27,55,91,53,24,23,58,71,79,64,53,81,55,100,77,31,92,66,73,63,50,63,23,86,12,34,51,43,95,21,38,45,85,11,83,81,67,98,26,63,86,98,73,96,29,80,98,12,17,40,86,21,19,86,72,72,90,44,33,70,74,22,16,17,46,81,34
48,41,86,77,76,62,0,82,66,22,10,93,83,53,98,65,79,43,33,18,95,94,52,33,21,84,68,85,83,45,47,74,39,29,67,58,28,68,35,99,54,76,40,62,81,28,57,73,27,100,10,35,23,58,63,65,91,44,98,93,54,36,38,66,93,77,46,91,100,80,36,11,57,36,50,97,22,48
87,80,76,69,42,94,82,0,20,76,47,50,75,89,33,30,69,25,50,86,92,93,39,10,32,39,47,52,28,84,52,25,85,64,21,56,22,20,78,77,94,60,43,66,87,65,76,65,38,63,27,15,70,89,22,97,47,82,14,78,27,69,84,36,19,59,60,52,74,15,64,60,14,65,88,65,42,87
83,87,88,75,18,76,66,20,0,23,67,44,22,26,78,97,86,13,91,83,21,72,73,87,21,43,40,25,62,96,86,51,18,51,93,58,77,23,14,36,28,17,75,42,71,75,97,91,79,46,69,51,27,28,24,50,54,40,43,88,83,15,84,65,66,37,46,16,35,20,41,79,85,26,40,67,72,83
