22
0,4,3,4,4,2,2,4,3,2,2,4,4,4,2,3,1,1,4,3,2,3,1,0
0,51,38,84,72,33,37,42,95,15,33,54,43,98,86,70,87,61,60,67,71,43,37,0
51,0,17,55,68,90,76,15,35,51,10,13,67,80,31,66,40,41,95,94,76,37,71,51
38,17,0,69,57,51,83,28,79,85,96,55,33,67,55,48,84,19,72,36,79,52,89,38
84,55,69,0,47,92,34,88,40,10,32,75,52,23,37,12,78,63,80,49,33,61,33,84
72,68,57,47,0,33,78,43,61,20,97,33,32,99,61,70,30,52,12,32,58,55,56,72
33,90,51,92,33,0,43,96,90,61,94,96,12,86,42,17,13,43,41,13,68,73,66,33
37,76,83,34,78,43,0,36,40,32,71,82,14,36,65,19,15,28,69,78,83,31,33,37
42,15,28,88,43,96,36,0,98,53,96,77,87,99,54,54,70,73,58,46,68,30,99,42
95,35,79,40,61,90,40,98,0,47,43,61,46,53,24,97,65,42,79,11,93,65,40,95
15,51,85,10,20,61,32,53,47,0,65,96,96,69,50,93,93,15,50,72,68,47,81,15
33,10,96,32,97,94,71,96,43,65,0,97,73,20,18,46,74,45,88,61,61,20,15,33
54,13,55,75,33,96,82,77,61,96,97,0,77,92,71,34,13,75,45,54,99,47,24,54
43,67,33,52,32,12,14,87,46,96,73,77,0,69,70,54,34,23,10,96,31,61,42,43
98,80,67,23,99,86,36,99,53,69,20,92,69,0,23,72,50,37,16,57,74,10,96,98
86,31,55,37,61,42,65,54,24,50,18,71,70,23,0,99,10,55,40,76,35,74,44,86
70,66,48,12,70,17,19,54,97,93,46,34,54,72,99,0,17,81,66,49,72,46,28,70
87,40,84,78,30,13,15,70,65,93,74,13,34,50,10,17,0,96,39,74,62,46,80,87
61,41,19,63,52,43,28,73,42,15,45,75,23,37,55,81,96,0,16,39,85,76,93,61
60,95,72,80,12,41,69,58,79,50,88,45,10,16,40,66,39,16,0,20,18,99,66,60
67,94,36,49,32,13,78,46,11,72,61,54,96,57,76,49,74,39,20,0,34,18,80,67
71,76,79,33,58,68,83,68,93,68,61,99,31,74,35,72,62,85,18,34,0,55,46,71
43,37,52,61,55,73,31,30,65,47,20,47,61,10,74,46,46,76,99,18,55,0,59,43
37,71,89,33,56,66,33,99,40,81,15,24,42,96,44,28,80,93,66,80,46,59,0,37
0,51,38,84,72,33,37,42,95,15,33,54,43,98,86,70,87,61,60,67,71,43,37,0
