53
0,1,1,2,2,2,4,2,4,2,3,1,4,2,2,2,3,1,4,4,3,3,3,3,3,3,2,4,1,2,3,4,3,1,2,1,4,1,4,2,4,4,2,4,1,2,4,3,4,3,3,1,3,2,0
0,11,51,31,61,56,72,26,85,39,47,41,90,68,21,40,95,38,48,75,10,64,60,56,41,80,37,68,98,47,32,48,60,94,32,20,64,21,22,46,49,13,97,34,73,75,12,18,76,78,49,34,90,42,0
11,0,69,88,66,41,74,61,49,78,94,97,13,36,68,72,68,54,42,38,31,65,51,37,12,96,85,72,53,67,82,85,48,25,99,42,30,73,48,16,95,52,92,58,95,29,40,54,76,16,44,28,66,77,11
51,69,0,23,80,34,15,31,15,65,45,65,73,53,96,51,90,91,66,66,81,89,40,75,41,23,36,35,30,97,70,66,83,55,58,36,38,32,97,90,61,76,87,95,54,19,70,94,55,79,76,46,12,73,51
31,88,23,0,37,10,22,86,29,78,78,86,96,79,85,73,34,79,76,12,47,48,38,80,91,47,23,90,64,39,10,41,42,49,21,54,94,94,91,65,15,73,17,44,99,100,17,20,75,54,15,63,63,70,31
61,66,80,37,0,42,42,56,49,88,82,53,27,33,48,86,23,62,61,12,70,68,67,53,40,84,57,11,72,45,90,80,53,25,11,41,44,63,60,16,42,12,62,80,22,87,83,92,44,17,80,87,49,100,61
56,41,34,10,42,0,26,97,21,58,34,22,96,89,26,63,29,16,92,83,14,68,73,74,38,46,44,82,73,72,73,20,56,13,70,64,49,93,86,22,78,42,65,93,49,44,51,75,71,73,26,91,52,28,56
72,74,15,22,42,26,0,24,20,91,100,20,52,89,81,10,37,59,65,33,93,86,99,81,19,42,20,17,74,14,49,73,48,19,25,23,68,32,76,38,72,38,57,47,98,95,17,88,79,15,13,54,39,22,72
26,61,31,86,56,97,24,0,23,60,94,79,52,23,21,17,91,48,42,53,76,94,93,12,59,24,99,70,31,28,69,40,94,90,14,36,34,14,62,27,67,93,84,67,52,71,23,79,13,53,100,97,90,96,26
85,49,15,29,49,21,20,23,0,92,21,81,20,71,64,31,27,49,57,53,37,59,44,22,22,64,60,15,60,85,64,82,67,59,41,23,87,13,38,74,14,24,30,82,73,98,52,66,51,75,90,50,85,55,85
39,78,65,78,88,58,91,60,92,0,45,32,40,66,68,34,24,30,77,51,52,77,97,34,51,62,54,68,60,55,58,26,16,51,22,49,64,71,44,75,100,10,91,60,49,96,23,83,56,23,20,25,68,91,39
47,94,45,78,82,34,100,94,21,45,0,28,24,89,32,63,20,86,45,21,33,99,84,37,28,62,24,34,26,59,24,46,87,15,48,48,56,41,28,96,31,52,46,59,36,84,84,37,86,14,58,31,18,95,47
41,97,65,86,53,22,20,79,81,32,28,0,12,71,65,18,66,92,26,29,22,10,22,83,68,47,48,56,43,68,35,10,47,84,99,18,34,61,81,65,63,13,33,72,81,89,87,43,86,57,43,67,93,95,41
90,13,73,96,27,96,52,52,20,40,24,12,0,91,38,63,64,31,88,99,99,64,43,95,41,20,56,47,51,93,21,69,15,49,70,15,38,19,10,61,27,94,28,57,82,66,35,28,77,43,75,60,56,27,90
68,36,53,79,33,89,89,23,71,66,89,71,91,0,45,37,36,88,76,41,14,32,17,52,10,22,64,66,14,23,98,50,90,51,72,59,100,38,25,97,63,59,53,77,75,22,34,52,91,27,67,37,28,34,68
21,68,96,85,48,26,81,21,64,68,32,65,38,45,0,95,46,89,84,70,26,70,22,62,82,82,99,93,97,36,45,64,15,50,96,78,95,88,11,71,65,85,13,31,54,34,85,30,93,58,25,21,13,70,21
40,72,51,73,86,63,10,17,31,34,63,18,63,37,95,0,64,94,27,10,95,51,76,67,99,49,14,74,86,66,72,70,31,85,90,95,52,14,61,56,71,16,89,88,31,58,63,13,89,51,61,26,74,53,40
95,68,90,34,23,29,37,91,27,24,20,66,64,36,46,64,0,90,75,85,61,38,77,44,88,38,71,92,93,19,62,12,34,28,79,92,72,33,29,98,35,70,61,22,41,33,43,75,78,79,34,75,90,78,95
38,54,91,79,62,16,59,48,49,30,86,92,31,88,89,94,90,0,87,13,35,45,27,70,56,96,23,34,75,85,27,56,20,90,39,26,92,54,85,20,90,41,64,30,93,44,69,20,43,49,51,49,18,83,38
48,42,66,76,61,92,65,42,57,77,45,26,88,76,84,27,75,87,0,41,97,50,97,85,20,90,13,83,73,68,13,63,32,59,32,87,62,46,14,56,56,95,41,22,85,94,53,64,25,45,98,25,14,81,48
75,38,66,12,12,83,33,53,53,51,21,29,99,41,70,10,85,13,41,0,30,79,34,62,66,49,21,100,71,24,82,73,65,85,23,99,95,81,26,95,47,79,51,98,89,33,63,26,84,41,79,18,67,88,75
10,31,81,47,70,14,93,76,37,52,33,22,99,14,26,95,61,35,97,30,0,98,43,48,59,54,81,34,87,13,64,97,68,39,50,75,33,51,41,78,93,11,60,57,35,10,27,89,63,48,31,29,34,66,10
64,65,89,48,68,68,86,94,59,77,99,10,64,32,70,51,38,45,50,79,98,0,41,51,92,88,51,82,62,48,35,65,22,79,78,20,80,46,77,11,83,97,84,28,45,38,32,65,57,26,68,67,37,43,64
60,51,40,38,67,73,99,93,44,97,84,22,43,17,22,76,77,27,97,34,43,41,0,65,83,45,13,93,20,48,64,59,60,13,56,99,69,92,73,49,59,15,49,55,45,15,60,32,29,35,30,47,56,51,60
56,37,75,80,53,74,81,12,22,34,37,83,95,52,62,67,44,70,85,62,48,51,65,0,68,48,25,47,51,70,54,65,97,44,71,41,92,86,78,81,69,32,80,71,37,84,17,67,33,28,35,71,49,19,56
41,12,41,91,40,38,19,59,22,51,28,68,41,10,82,99,88,56,20,66,59,92,83,68,0,32,15,53,78,66,53,69,66,20,87,56,15,74,31,23,36,82,45,45,18,38,88,100,90,68,32,36,74,49,41
80,96,23,47,84,46,42,24,64,62,62,47,20,22,82,49,38,96,90,49,54,88,45,48,32,0,37,97,74,15,16,86,22,18,50,33,37,53,60,53,12,46,39,92,75,93,35,27,63,65,98,15,26,72,80
37,85,36,23,57,44,20,99,60,54,24,48,56,64,99,14,71,23,13,21,81,51,13,25,15,37,0,53,52,22,88,13,10,64,96,95,52,79,84,34,76,23,30,61,53,68,29,67,12,21,94,75,80,18,37
68,72,35,90,11,82,17,70,15,68,34,56,47,66,93,74,92,34,83,100,34,82,93,47,53,97,53,0,56,43,72,93,21,50,31,33,76,20,28,17,76,53,22,67,30,14,91,39,38,12,14,19,58,86,68
98,53,30,64,72,73,74,31,60,60,26,43,51,14,97,86,93,75,73,71,87,62,20,51,78,74,52,56,0,26,42,61,70,69,39,32,96,71,24,79,22,47,72,71,28,71,100,98,46,26,92,87,100,84,98
47,67,97,39,45,72,14,28,85,55,59,68,93,23,36,66,19,85,68,24,13,48,48,70,66,15,22,43,26,0,81,93,66,67,72,15,15,74,53,64,23,99,62,16,38,37,93,22,68,95,57,81,24,10,47
32,82,70,10,90,73,49,69,64,58,24,35,21,98,45,72,62,27,13,82,64,35,64,54,53,16,88,72,42,81,0,20,44,75,19,41,12,89,40,38,85,27,26,25,33,65,22,60,96,49,17,59,98,82,32
48,85,66,41,80,20,73,40,82,26,46,10,69,50,64,70,12,56,63,73,97,65,59,65,69,86,13,93,61,93,20,0,77,21,52,45,25,97,61,12,100,39,86,10,27,91,65,22,66,74,13,33,59,33,48
60,48,83,42,53,56,48,94,67,16,87,47,15,90,15,31,34,20,32,65,68,22,60,97,66,22,10,21,70,66,44,77,0,13,99,56,56,97,13,81,15,89,47,80,80,71,41,17,29,48,18,57,61,49,60
94,25,55,49,25,13,19,90,59,51,15,84,49,51,50,85,28,90,59,85,39,79,13,44,20,18,64,50,69,67,75,21,13,0,91,11,15,91,42,80,49,72,35,53,51,21,56,70,95,72,97,83,82,94,94
32,99,58,21,11,70,25,14,41,22,48,99,70,72,96,90,79,39,32,23,50,78,56,71,87,50,96,31,39,72,19,52,99,91,0,85,28,41,86,13,95,37,55,66,26,54,28,100,69,27,59,98,83,26,32
20,42,36,54,41,64,23,36,23,49,48,18,15,59,78,95,92,26,87,99,75,20,99,41,56,33,95,33,32,15,41,45,56,11,85,0,18,20,95,36,81,89,57,97,83,34,25,24,96,74,90,11,40,64,20
64,30,38,94,44,49,68,34,87,64,56,34,38,100,95,52,72,92,62,95,33,80,69,92,15,37,52,76,96,15,12,25,56,15,28,18,0,53,68,47,76,43,78,49,31,89,49,71,95,24,64,52,12,44,64
21,73,32,94,63,93,32,14,13,71,41,61,19,38,88,14,33,54,46,81,51,46,92,86,74,53,79,20,71,74,89,97,97,91,41,20,53,0,40,67,31,67,90,40,23,35,95,88,55,59,53,37,82,13,21
22,48,97,91,60,86,76,62,38,44,28,81,10,25,11,61,29,85,14,26,41,77,73,78,31,60,84,28,24,53,40,61,13,42,86,95,68,40,0,33,17,94,91,42,95,66,93,23,15,53,99,41,85,99,22
46,16,90,65,16,22,38,27,74,75,96,65,61,97,71,56,98,20,56,95,78,11,49,81,23,53,34,17,79,64,38,12,81,80,13,36,47,67,33,0,93,55,71,53,85,23,47,15,53,47,52,44,77,29,46
49,95,61,15,42,78,72,67,14,100,31,63,27,63,65,71,35,90,56,47,93,83,59,69,36,12,76,76,22,23,85,100,15,49,95,81,76,31,17,93,0,15,38,24,62,50,19,47,95,22,94,85,61,58,49
13,52,76,73,12,42,38,93,24,10,52,13,94,59,85,16,70,41,95,79,11,97,15,32,82,46,23,53,47,99,27,39,89,72,37,89,43,67,94,55,15,0,67,60,84,89,21,29,86,83,97,33,59,14,13
97,92,87,17,62,65,57,84,30,91,46,33,28,53,13,89,61,64,41,51,60,84,49,80,45,39,30,22,72,62,26,86,47,35,55,57,78,90,91,71,38,67,0,12,11,54,30,43,41,62,79,25,28,30,97
34,58,95,44,80,93,47,67,82,60,59,72,57,77,31,88,22,30,22,98,57,28,55,71,45,92,61,67,71,16,25,10,80,53,66,97,49,40,42,53,24,60,12,0,46,32,56,86,21,42,74,92,82,31,34
73,95,54,99,22,49,98,52,73,49,36,81,82,75,54,31,41,93,85,89,35,45,45,37,18,75,53,30,28,38,33,27,80,51,26,83,31,23,95,85,62,84,11,46,0,87,89,37,51,94,69,54,60,73,73
75,29,19,100,87,44,95,71,98,96,84,89,66,22,34,58,33,44,94,33,10,38,15,84,38,93,68,14,71,37,65,91,71,21,54,34,89,35,66,23,50,89,54,32,87,0,90,39,74,56,18,81,82,18,75
12,40,70,17,83,51,17,23,52,23,84,87,35,34,85,63,43,69,53,63,27,32,60,17,88,35,29,91,100,93,22,65,41,56,28,25,49,95,93,47,19,21,30,56,89,90,0,24,48,27,99,92,77,37,12
18,54,94,20,92,75,88,79,66,83,37,43,28,52,30,13,75,20,64,26,89,65,32,67,100,27,67,39,98,22,60,22,17,70,100,24,71,88,23,15,47,29,43,86,37,39,24,0,52,76,79,41,99,72,18
76,76,55,75,44,71,79,13,51,56,86,86,77,91,93,89,78,43,25,84,63,57,29,33,90,63,12,38,46,68,96,66,29,95,69,96,95,55,15,53,95,86,41,21,51,74,48,52,0,81,52,30,55,16,76
78,16,79,54,17,73,15,53,75,23,14,57,43,27,58,51,79,49,45,41,48,26,35,28,68,65,21,12,26,95,49,74,48,72,27,74,24,59,53,47,22,83,62,42,94,56,27,76,81,0,100,26,69,28,78
49,44,76,15,80,26,13,100,90,20,58,43,75,67,25,61,34,51,98,79,31,68,30,35,32,98,94,14,92,57,17,13,18,97,59,90,64,53,99,52,94,97,79,74,69,18,99,79,52,100,0,36,16,60,49
34,28,46,63,87,91,54,97,50,25,31,67,60,37,21,26,75,49,25,18,29,67,47,71,36,15,75,19,87,81,59,33,57,83,98,11,52,37,41,44,85,33,25,92,54,81,92,41,30,26,36,0,87,23,34
90,66,12,63,49,52,39,90,85,68,18,93,56,28,13,74,90,18,14,67,34,37,56,49,74,26,80,58,100,24,98,59,61,82,83,40,12,82,85,77,61,59,28,82,60,82,77,99,55,69,16,87,0,36,90
42,77,73,70,100,28,22,96,55,91,95,95,27,34,70,53,78,83,81,88,66,43,51,19,49,72,18,86,84,10,82,33,49,94,26,64,44,13,99,29,58,14,30,31,73,18,37,72,16,28,60,23,36,0,42
0,11,51,31,61,56,72,26,85,39,47,41,90,68,21,40,95,38,48,75,10,64,60,56,41,80,37,68,98,47,32,48,60,94,32,20,64,21,22,46,49,13,97,34,73,75,12,18,76,78,49,34,90,42,0
