27
0,3,1,2,1,1,2,4,2,2,3,3,1,3,2,4,3,1,1,3,4,1,1,2,2,3,4,4,0
0,45,82,68,28,40,79,31,56,28,89,81,19,58,52,31,74,64,72,26,30,35,57,38,65,97,48,100,0
45,0,14,19,78,25,44,19,84,16,17,44,22,56,89,91,91,14,18,56,76,35,92,47,19,60,45,71,45
82,14,0,37,81,70,78,91,30,72,28,87,13,14,83,42,42,83,14,78,77,99,47,31,99,48,68,67,82
68,19,37,0,94,70,41,88,73,49,94,73,85,36,19,38,54,40,90,10,36,24,59,38,52,43,78,38,68
28,78,81,94,0,97,42,56,93,28,15,91,44,29,22,46,16,65,89,64,85,74,30,45,86,18,100,36,28
40,25,70,70,97,0,15,15,20,61,70,93,22,51,62,10,37,64,94,18,87,61,54,80,81,99,47,13,40
79,44,78,41,42,15,0,45,22,30,40,68,79,65,61,48,18,44,64,81,52,65,10,73,86,13,20,45,79
31,19,91,88,56,15,45,0,56,86,28,61,35,82,24,84,61,63,57,22,85,24,47,41,91,95,45,33,31
56,84,30,73,93,20,22,56,0,74,83,20,71,27,72,69,63,31,12,90,86,38,40,58,20,32,32,54,56
28,16,72,49,28,61,30,86,74,0,73,86,27,54,63,46,91,43,46,29,37,18,56,69,16,12,32,11,28
89,17,28,94,15,70,40,28,83,73,0,20,78,41,66,75,94,95,86,66,21,10,100,100,86,90,90,17,89
81,44,87,73,91,93,68,61,20,86,20,0,58,59,38,46,25,12,63,12,64,12,90,58,15,85,80,74,81
19,22,13,85,44,22,79,35,71,27,78,58,0,97,56,94,88,50,56,13,42,32,50,31,29,79,67,68,19
58,56,14,36,29,51,65,82,27,54,41,59,97,0,90,43,21,39,30,99,66,64,53,30,18,76,38,18,58
52,89,83,19,22,62,61,24,72,63,66,38,56,90,0,30,22,23,13,17,26,24,60,72,95,53,24,83,52
31,91,42,38,46,10,48,84,69,46,75,46,94,43,30,0,70,78,21,50,33,46,89,97,12,40,83,97,31
74,91,42,54,16,37,18,61,63,91,94,25,88,21,22,70,0,18,94,20,52,68,98,92,36,48,63,37,74
64,14,83,40,65,64,44,63,31,43,95,12,50,39,23,78,18,0,20,13,82,97,96,50,66,54,33,75,64
72,18,14,90,89,94,64,57,12,46,86,63,56,30,13,21,94,20,0,19,18,69,77,32,98,100,81,100,72
26,56,78,10,64,18,81,22,90,29,66,12,13,99,17,50,20,13,19,0,12,22,62,31,16,39,32,56,26
30,76,77,36,85,87,52,85,86,37,21,64,42,66,26,33,52,82,18,12,0,46,69,16,26,20,27,86,30
35,35,99,24,74,61,65,24,38,18,10,12,32,64,24,46,68,97,69,22,46,0,37,55,32,100,53,88,35
57,92,47,59,30,54,10,47,40,56,100,90,50,53,60,89,98,96,77,62,69,37,0,67,11,40,79,71,57
38,47,31,38,45,80,73,41,58,69,100,58,31,30,72,97,92,50,32,31,16,55,67,0,67,87,51,63,38
65,19,99,52,86,81,86,91,20,16,86,15,29,18,95,12,36,66,98,16,26,32,11,67,0,97,76,36,65
97,60,48,43,18,99,13,95,32,12,90,85,79,76,53,40,48,54,100,39,20,100,40,87,97,0,23,31,97
48,45,68,78,100,47,20,45,32,32,90,80,67,38,24,83,63,33,81,32,27,53,79,51,76,23,0,90,48
100,71,67,38,36,13,45,33,54,11,17,74,68,18,83,97,37,75,100,56,86,88,71,63,36,31,90,0,100
0,45,82,68,28,40,79,31,56,28,89,81,19,58,52,31,74,64,72,26,30,35,57,38,65,97,48,100,0
