89
0,1,3,2,4,3,3,1,4,2,2,4,2,4,1,4,3,3,1,1,4,1,1,3,1,4,1,1,2,2,2,1,2,1,3,2,2,1,3,3,4,1,1,1,4,2,3,2,2,2,4,1,2,1,4,3,3,4,4,4,3,4,1,1,3,4,2,2,2,4,1,1,3,1,3,3,2,2,2,3,1,2,4,1,4,3,1,2,1,1,0
0,16,10,24,85,71,83,45,53,11,56,83,88,20,41,90,95,51,41,40,91,27,94,18,39,38,37,13,64,19,94,24,16,85,16,20,74,76,43,41,96,45,69,91,61,88,88,71,64,37,23,67,69,90,78,71,24,61,26,34,89,33,32,75,18,24,76,82,82,71,15,88,46,78,67,69,27,43,50,23,58,59,72,30,39,77,46,10,14,21,0
16,0,78,69,88,71,11,14,96,99,56,82,37,56,35,90,97,60,11,81,55,60,40,47,93,89,35,17,22,30,41,53,95,12,73,21,12,39,48,86,46,97,58,51,82,68,22,100,54,22,67,19,84,13,27,83,32,16,45,61,36,17,85,82,53,48,94,70,96,22,26,23,47,57,60,28,42,39,49,81,38,11,62,92,40,55,34,79,62,50,16
10,78,0,90,69,36,60,37,12,78,94,64,31,55,30,15,96,89,27,41,99,100,41,55,71,51,29,50,98,67,60,96,12,68,85,46,100,32,52,74,13,30,100,21,87,40,74,80,42,44,66,31,47,53,51,83,80,50,35,70,72,16,45,19,94,49,74,63,12,85,22,62,43,86,63,34,34,73,36,65,50,52,59,32,34,86,84,70,27,57,10
24,69,90,0,61,72,64,81,12,43,80,93,51,86,40,72,65,36,81,49,91,40,21,24,49,97,80,100,76,10,33,92,13,89,62,93,15,83,43,36,79,76,100,48,59,86,77,52,72,40,44,27,20,42,28,61,67,54,78,47,77,17,56,44,82,19,14,67,21,69,96,100,47,50,50,46,23,67,99,72,11,51,16,98,84,62,66,26,33,79,24
85,88,69,61,0,78,81,97,93,79,28,66,70,93,40,26,63,13,56,15,100,46,53,53,21,37,54,93,54,11,79,83,27,67,63,97,35,77,24,65,19,40,99,40,61,74,30,31,55,17,17,28,43,79,88,42,13,91,68,96,78,52,49,99,85,89,47,94,82,57,35,44,28,47,33,94,43,17,29,73,62,38,53,62,44,22,31,96,67,94,85
71,71,36,72,78,0,35,50,97,17,16,50,68,41,100,34,43,45,60,80,39,15,62,50,93,17,60,70,25,97,99,84,75,74,80,80,31,44,54,93,83,14,62,63,10,93,75,96,56,92,75,94,100,74,69,46,84,62,26,31,72,55,51,57,83,62,98,46,87,88,19,32,87,21,76,54,68,27,26,90,48,76,17,17,37,62,100,58,80,19,71
83,11,60,64,81,35,0,65,73,76,84,90,26,11,54,92,95,25,82,62,74,70,97,29,39,11,23,74,90,12,44,68,64,53,98,41,41,93,28,25,38,41,24,73,82,96,39,19,99,64,46,54,14,13,72,61,29,84,20,61,12,92,92,90,53,78,47,95,98,82,13,28,29,98,68,18,78,18,88,100,65,92,58,97,92,32,26,40,16,19,83
45,14,37,81,97,50,65,0,17,86,44,32,13,20,51,42,62,35,33,91,44,29,33,87,98,38,15,48,60,16,95,97,80,90,66,54,19,49,84,55,90,65,99,38,37,23,46,85,71,47,14,57,87,80,87,94,57,66,27,88,89,13,96,52,41,23,35,45,93,96,86,19,46,55,51,36,30,58,33,21,75,50,74,56,77,11,46,88,98,58,45
53,96,12,12,93,97,73,17,0,63,86,73,74,29,44,71,22,54,42,61,25,72,69,17,55,85,81,36,73,66,29,86,70,91,50,53,50,29,58,81,54,30,42,90,19,75,88,95,25,85,56,75,53,35,94,47,90,53,15,39,50,68,22,57,58,20,63,62,50,52,82,81,69,10,89,95,69,81,13,27,50,83,53,36,25,35,84,81,26,36,53
