59
0,1,4,4,3,1,2,2,3,1,1,4,1,2,3,4,3,2,1,4,2,3,4,2,3,2,2,2,2,2,4,3,3,2,3,4,1,1,1,2,1,2,2,3,3,2,1,3,3,1,4,3,1,1,2,1,4,4,3,4,0
0,99,57,59,19,26,35,36,44,80,92,60,32,27,86,93,80,50,57,40,86,65,94,78,24,68,58,32,17,84,13,51,53,52,99,28,35,84,81,39,92,97,93,50,90,21,90,51,47,13,20,11,69,54,48,24,96,64,28,59,0
99,0,65,43,67,65,87,19,78,45,35,88,18,97,10,37,47,48,26,47,20,18,29,52,28,88,46,68,27,36,55,76,42,84,87,80,15,60,59,38,71,36,95,53,39,53,66,15,34,75,95,32,81,41,73,65,11,86,93,38,99
57,65,0,70,89,14,33,91,30,72,54,37,86,50,42,12,96,28,31,76,49,70,74,100,100,57,96,83,80,90,34,69,24,46,24,75,53,42,63,82,62,46,13,51,15,82,90,34,82,46,31,16,45,86,62,37,20,35,18,81,57
59,43,70,0,86,100,16,71,26,16,12,48,92,41,98,70,42,95,38,25,35,26,79,65,83,85,94,93,34,68,50,13,89,11,32,57,19,65,43,23,31,94,63,34,62,27,76,57,79,73,65,55,46,96,20,94,56,67,98,50,59
19,67,89,86,0,36,14,65,92,70,91,85,71,52,62,67,57,21,60,87,71,28,51,66,96,23,48,61,87,44,23,38,57,77,13,83,98,75,66,38,33,52,19,59,80,99,85,19,87,91,48,22,38,69,50,96,19,61,41,44,19
26,65,14,100,36,0,32,65,71,81,43,10,29,88,73,40,36,53,86,63,43,92,63,89,37,40,83,18,11,60,13,58,98,50,56,76,63,84,18,43,54,27,33,81,81,32,51,85,47,48,93,21,43,40,10,67,42,57,48,14,26
35,87,33,16,14,32,0,25,47,67,92,57,89,35,64,74,21,93,81,86,31,37,93,21,84,86,10,63,81,71,83,20,60,70,71,44,48,89,86,46,60,86,93,23,44,23,61,100,48,36,100,98,51,39,27,97,33,70,94,68,35
36,19,91,71,65,65,25,0,75,12,91,59,46,49,25,92,86,81,74,65,15,66,16,62,95,86,87,96,52,60,32,96,69,99,22,76,97,21,20,15,88,40,28,55,97,53,26,80,18,79,69,98,78,77,54,61,59,16,53,36,36
44,78,30,26,92,71,47,75,0,30,89,42,41,75,69,59,93,74,64,67,23,48,94,64,21,23,91,94,16,64,19,41,64,46,17,98,40,25,86,93,40,74,51,37,45,26,40,52,48,10,39,94,15,71,47,74,45,30,44,38,44
80,45,72,16,70,81,67,12,30,0,56,97,80,42,99,37,27,28,64,18,62,40,95,82,10,64,52,81,100,36,36,47,95,49,57,64,41,36,23,57,77,56,61,84,22,77,77,51,74,38,42,77,55,55,40,50,11,21,15,42,80
92,35,54,12,91,43,92,91,89,56,0,60,39,29,37,93,69,29,35,55,53,82,22,60,37,92,69,40,69,29,98,89,39,97,95,51,14,43,21,63,44,37,84,20,96,10,48,97,94,58,45,91,63,28,55,42,81,21,29,87,92
60,88,37,48,85,10,57,59,42,97,60,0,11,19,72,40,88,27,81,85,25,25,63,89,34,34,61,50,69,86,24,86,28,75,54,46,76,73,86,14,14,51,19,91,18,92,64,25,64,41,25,31,75,90,72,35,97,94,79,29,60
32,18,86,92,71,29,89,46,41,80,39,11,0,33,43,22,100,72,65,31,54,75,82,81,14,94,97,59,63,21,97,63,11,12,33,51,94,17,62,29,92,65,98,30,91,14,18,91,57,43,26,23,69,70,96,62,35,71,12,76,32
27,97,50,41,52,88,35,49,75,42,29,19,33,0,100,85,69,12,90,99,50,47,96,90,31,49,30,73,32,47,72,90,71,30,14,43,83,32,74,89,50,18,35,54,57,49,11,51,26,81,76,96,48,86,23,11,34,98,13,49,27
86,10,42,98,62,73,64,25,69,99,37,72,43,100,0,77,94,51,65,40,67,20,35,17,22,49,42,89,89,98,22,47,33,92,47,71,100,100,67,85,65,24,19,26,65,47,89,19,34,83,78,33,68,64,67,85,25,79,32,31,86
93,37,12,70,67,40,74,92,59,37,93,40,22,85,77,0,78,94,70,80,21,14,82,46,39,20,47,85,21,68,52,30,50,74,23,64,18,58,38,19,91,59,70,22,49,86,92,30,79,57,98,58,34,61,43,68,33,35,72,61,93
80,47,96,42,57,36,21,86,93,27,69,88,100,69,94,78,0,53,97,20,73,56,18,44,58,91,74,82,80,30,57,25,41,18,67,26,82,83,42,13,88,85,62,29,75,78,64,92,84,48,72,33,44,26,64,16,36,85,21,20,80
50,48,28,95,21,53,93,81,74,28,29,27,72,12,51,94,53,0,28,62,12,81,56,84,55,97,26,76,17,24,39,15,61,100,92,87,78,28,87,74,17,14,64,31,50,32,13,67,47,13,55,50,35,50,80,62,69,10,35,38,50
57,26,31,38,60,86,81,74,64,64,35,81,65,90,65,70,97,28,0,70,49,16,99,56,25,24,35,68,39,95,13,94,91,24,76,16,94,66,37,61,95,23,37,49,65,42,31,70,74,42,46,16,55,66,21,74,72,13,22,41,57
