76
0,2,2,4,1,4,1,2,3,1,3,2,1,2,1,2,2,3,1,3,4,4,4,4,1,4,1,3,3,2,4,2,1,3,2,2,4,1,1,4,4,1,3,3,4,4,2,3,1,4,1,4,1,3,1,3,3,4,1,1,3,1,3,3,3,4,3,2,1,3,3,3,2,2,4,1,3,0
0,65,54,51,65,43,49,40,80,61,50,58,45,25,93,40,82,13,15,22,81,79,39,34,85,43,86,45,41,37,100,24,89,39,72,22,29,24,59,83,77,63,80,97,11,62,31,70,92,98,48,13,92,98,59,99,51,99,78,75,13,33,34,31,16,17,58,77,57,48,23,50,69,37,93,31,77,0
65,0,54,70,44,36,84,32,43,68,49,67,59,32,65,13,46,44,66,28,34,94,89,48,64,40,25,68,79,72,26,66,40,20,46,99,93,49,35,33,98,89,67,42,79,90,68,32,56,82,21,64,36,35,48,85,28,46,38,67,22,70,55,84,48,61,25,61,18,52,89,12,69,31,66,22,76,65
54,54,0,32,62,54,16,94,90,47,91,99,46,34,43,45,46,82,55,24,87,50,15,39,11,46,68,71,62,99,20,72,80,85,74,13,94,36,74,99,19,76,93,74,21,65,100,27,56,92,82,82,83,20,87,13,59,11,59,80,31,77,51,66,55,17,24,69,22,91,14,31,37,31,73,32,51,54
51,70,32,0,96,99,20,84,13,31,68,99,72,87,59,72,16,67,63,92,46,56,92,60,90,27,46,42,28,48,41,51,77,21,79,96,15,91,34,71,93,18,84,52,30,44,72,89,63,94,64,92,47,93,40,62,95,60,91,22,31,17,38,36,85,35,72,59,85,40,71,20,45,31,14,34,15,51
65,44,62,96,0,69,70,53,95,57,89,16,59,91,57,90,86,30,10,61,74,52,14,42,26,16,26,16,39,68,72,27,63,100,44,11,74,64,32,80,50,50,84,46,31,40,38,53,92,46,16,64,63,49,48,100,18,69,32,93,20,71,16,96,49,97,87,19,67,22,95,73,10,43,61,30,73,65
43,36,54,99,69,0,42,46,62,16,76,12,47,79,53,88,45,17,96,12,68,22,53,47,36,34,30,62,48,11,75,20,72,56,27,34,91,76,86,30,20,91,37,91,44,44,96,55,82,41,87,23,77,48,86,61,29,46,81,19,75,94,26,96,37,44,30,71,67,61,76,92,58,92,61,56,80,43
49,84,16,20,70,42,0,33,92,79,10,75,63,94,97,57,21,51,56,79,11,44,13,12,23,40,43,38,43,51,93,62,10,92,62,94,27,47,75,42,40,98,47,77,90,99,41,33,89,93,81,16,52,95,10,11,42,11,42,41,45,33,42,82,36,44,52,39,35,88,100,25,73,46,69,60,45,49
40,32,94,84,53,46,33,0,81,31,88,31,89,73,27,59,37,98,12,40,37,58,74,15,53,70,16,56,98,29,20,68,33,43,38,100,50,55,13,19,48,71,35,67,63,54,96,96,75,72,47,82,35,62,86,58,98,19,56,15,83,62,30,70,92,77,49,34,36,65,20,29,32,76,57,28,19,40
80,43,90,13,95,62,92,81,0,35,76,80,92,58,61,88,22,95,27,25,38,83,25,38,77,17,96,58,12,34,41,37,66,65,62,53,83,10,25,56,82,46,100,88,22,74,84,84,56,18,37,54,21,55,65,76,23,74,86,41,77,70,99,72,100,77,54,85,16,64,33,89,48,35,37,56,69,80
61,68,47,31,57,16,79,31,35,0,58,97,73,40,91,95,20,92,21,50,76,54,80,49,69,100,55,34,67,24,32,57,78,20,31,14,48,87,81,76,64,17,36,82,18,78,35,69,41,57,31,81,70,94,66,63,18,74,74,12,35,66,65,91,94,55,91,82,16,55,69,67,88,29,93,70,32,61
50,49,91,68,89,76,10,88,76,58,0,66,54,93,34,84,71,25,36,87,46,60,30,19,35,58,13,22,30,100,89,55,17,12,55,72,34,35,98,96,23,62,53,41,87,96,45,17,45,57,22,73,40,33,97,53,98,35,54,47,32,83,45,10,28,79,57,90,67,40,26,55,54,64,13,19,16,50
58,67,99,99,16,12,75,31,80,97,66,0,71,17,99,87,96,31,24,86,27,80,93,96,96,98,49,84,42,91,23,40,22,14,47,81,99,48,44,76,53,14,68,82,31,79,68,77,41,42,38,46,92,12,66,40,40,47,95,98,39,26,49,29,77,56,13,39,46,24,39,90,60,87,85,96,77,58
45,59,46,72,59,47,63,89,92,73,54,71,0,18,13,84,39,22,87,82,72,70,60,84,67,11,67,75,39,12,59,72,90,64,13,31,72,11,28,90,57,76,92,28,95,51,47,59,60,89,82,98,31,70,59,53,46,54,24,79,33,10,21,87,91,56,36,87,15,77,17,74,54,47,45,21,94,45
25,32,34,87,91,79,94,73,58,40,93,17,18,0,27,42,93,89,21,81,43,60,64,46,96,18,71,63,46,75,56,57,29,21,79,46,29,58,63,53,80,35,96,31,50,75,60,13,21,87,60,52,47,48,54,98,88,70,96,35,61,30,32,51,31,95,95,34,89,90,87,21,94,23,79,57,40,25
93,65,43,59,57,53,97,27,61,91,34,99,13,27,0,76,90,57,26,64,91,81,71,27,98,11,10,96,36,81,96,40,31,58,86,18,37,45,90,85,69,74,16,61,11,65,44,35,48,14,79,64,13,11,36,27,18,18,81,89,10,71,64,83,79,55,65,30,47,10,55,71,25,57,100,64,35,93
40,13,45,72,90,88,57,59,88,95,84,87,84,42,76,0,75,82,86,94,97,67,94,38,73,64,37,13,95,92,47,21,46,91,36,48,36,40,13,44,94,99,83,69,63,74,28,32,56,22,94,49,11,91,81,25,40,69,70,26,73,64,25,41,13,46,17,78,96,41,11,97,79,65,26,73,42,40
82,46,46,16,86,45,21,37,22,20,71,96,39,93,90,75,0,24,66,57,38,52,100,83,31,58,11,93,66,54,46,17,29,58,100,25,78,31,88,39,39,92,26,48,90,52,67,91,37,30,38,57,32,67,68,26,72,16,49,47,38,82,48,13,74,66,55,21,36,38,48,27,37,64,41,99,60,82
13,44,82,67,30,17,51,98,95,92,25,31,22,89,57,82,24,0,59,59,48,16,35,55,46,12,48,23,49,58,87,80,22,47,87,82,12,50,89,17,73,67,87,14,33,85,55,66,95,75,80,72,10,20,19,14,65,63,53,37,93,43,19,23,84,21,95,100,54,82,16,59,100,93,10,12,63,13
15,66,55,63,10,96,56,12,27,21,36,24,87,21,26,86,66,59,0,42,57,55,18,13,96,99,41,62,86,56,97,77,69,89,90,63,43,67,74,51,33,13,27,15,12,76,94,75,78,67,12,21,52,100,13,86,27,87,24,72,67,27,60,54,98,92,34,11,73,31,16,73,24,25,46,80,11,15
22,28,24,92,61,12,79,40,25,50,87,86,82,81,64,94,57,59,42,0,77,54,69,36,11,26,30,33,39,99,85,41,22,41,49,87,18,11,24,28,27,91,30,47,63,52,19,22,37,33,44,20,10,38,25,26,39,54,56,39,47,17,72,70,57,37,10,54,30,67,56,60,37,26,32,34,89,22
81,34,87,46,74,68,11,37,38,76,46,27,72,43,91,97,38,48,57,77,0,65,92,49,28,45,52,95,52,34,15,26,95,78,22,64,55,24,60,90,79,88,31,50,10,51,21,83,16,18,34,28,74,59,85,24,23,13,40,52,14,99,75,18,79,25,27,79,21,79,30,64,18,58,29,23,33,81
79,94,50,56,52,22,44,58,83,54,60,80,70,60,81,67,52,16,55,54,65,0,63,20,71,67,44,100,43,58,44,37,75,78,30,68,24,100,91,66,44,41,65,38,88,19,52,78,42,41,15,80,59,28,85,100,41,39,82,69,53,56,11,83,12,60,54,11,63,47,29,24,88,31,63,99,69,79
