48
0,1,4,2,3,3,3,2,1,3,3,1,3,2,3,4,2,3,3,1,4,4,3,3,1,2,4,3,3,4,4,2,4,2,3,3,2,2,1,2,3,2,1,2,4,3,3,2,3,0
0,88,46,91,13,75,89,65,98,100,57,87,77,30,63,47,13,84,87,56,45,67,11,86,89,100,78,25,60,12,30,19,77,40,53,10,35,80,33,98,14,71,73,76,37,76,27,99,94,0
88,0,59,62,88,98,79,16,66,43,40,53,10,81,52,27,12,42,53,91,38,34,75,29,70,91,24,28,65,38,93,78,80,29,30,68,25,16,61,10,63,45,13,20,37,18,37,37,35,88
46,59,0,64,38,74,68,80,54,37,41,98,51,20,99,74,54,58,66,89,11,83,10,87,100,82,65,66,58,35,90,12,20,20,81,43,82,76,78,64,11,60,46,70,96,31,84,15,41,46
91,62,64,0,50,93,78,21,23,79,26,63,35,71,86,13,30,82,30,62,15,51,64,38,55,51,51,37,19,35,23,10,27,15,21,82,82,48,86,27,66,78,70,14,62,96,92,48,45,91
13,88,38,50,0,20,40,79,21,76,12,25,18,78,78,12,75,86,83,23,91,50,29,99,23,32,39,92,92,23,98,18,29,61,25,80,54,17,12,95,65,62,70,69,60,17,44,38,83,13
75,98,74,93,20,0,87,14,60,48,33,71,97,37,16,43,81,49,60,50,82,39,66,72,51,100,85,56,16,20,24,79,28,90,29,11,71,11,53,54,76,31,35,57,53,88,77,60,15,75
89,79,68,78,40,87,0,89,64,51,58,97,33,23,15,83,15,23,47,65,33,89,86,14,57,97,26,94,61,24,78,82,98,88,40,97,97,96,29,20,25,88,18,36,71,55,64,59,73,89
65,16,80,21,79,14,89,0,100,37,20,53,98,42,91,35,80,61,99,31,99,41,99,13,20,100,65,51,86,93,49,42,88,49,85,22,59,86,96,92,32,71,94,72,35,41,78,17,81,65
98,66,54,23,21,60,64,100,0,10,14,31,86,12,86,67,11,79,62,75,95,20,10,21,31,72,36,24,100,59,30,38,35,67,96,97,76,45,52,71,57,43,27,38,82,21,24,18,32,98
100,43,37,79,76,48,51,37,10,0,61,55,41,11,44,62,71,24,16,35,64,17,11,45,70,71,31,62,86,80,72,43,39,67,71,74,88,23,46,93,66,77,18,50,56,90,97,41,70,100
57,40,41,26,12,33,58,20,14,61,0,52,10,59,66,57,79,52,53,68,10,73,10,87,97,43,12,22,34,52,81,12,69,65,79,35,58,81,40,59,42,84,50,61,47,60,48,50,37,57
87,53,98,63,25,71,97,53,31,55,52,0,80,43,13,45,43,76,55,10,48,77,98,64,97,22,42,89,29,40,96,55,97,46,48,25,35,45,63,33,69,38,65,22,23,92,23,95,91,87
77,10,51,35,18,97,33,98,86,41,10,80,0,19,33,93,26,22,36,37,51,90,76,93,93,14,69,71,40,37,21,28,31,31,44,68,38,13,18,70,43,42,51,72,72,92,44,48,84,77
30,81,20,71,78,37,23,42,12,11,59,43,19,0,27,46,100,60,64,28,19,88,68,42,56,38,95,34,84,73,65,63,85,45,53,33,87,84,42,67,68,66,62,30,82,45,64,80,28,30
63,52,99,86,78,16,15,91,86,44,66,13,33,27,0,25,92,57,24,87,84,95,43,10,90,14,77,43,11,58,42,72,98,70,63,32,96,100,40,38,97,12,87,32,31,79,30,52,29,63
47,27,74,13,12,43,83,35,67,62,57,45,93,46,25,0,80,32,15,23,72,39,36,43,55,51,67,53,47,72,94,86,34,91,75,50,19,15,87,70,19,35,31,99,58,64,73,12,64,47
13,12,54,30,75,81,15,80,11,71,79,43,26,100,92,80,0,31,36,92,63,63,19,37,11,47,90,59,38,49,70,75,56,43,13,26,16,54,24,64,29,98,72,98,49,15,19,57,60,13
84,42,58,82,86,49,23,61,79,24,52,76,22,60,57,32,31,0,39,28,46,73,75,13,96,51,41,74,35,93,75,77,75,42,24,65,91,85,49,69,35,78,12,11,58,34,79,42,67,84
87,53,66,30,83,60,47,99,62,16,53,55,36,64,24,15,36,39,0,24,52,46,28,91,67,82,23,79,77,88,38,89,51,45,66,63,50,41,44,44,26,23,98,11,85,53,99,27,83,87
56,91,89,62,23,50,65,31,75,35,68,10,37,28,87,23,92,28,24,0,73,27,95,46,77,32,99,66,94,31,13,61,66,75,90,85,97,37,58,49,65,39,10,76,97,38,34,41,99,56
45,38,11,15,91,82,33,99,95,64,10,48,51,19,84,72,63,46,52,73,0,97,27,92,17,56,74,75,20,45,83,96,100,23,46,65,85,71,14,17,15,66,100,84,53,39,26,74,70,45
67,34,83,51,50,39,89,41,20,17,73,77,90,88,95,39,63,73,46,27,97,0,14,49,76,32,93,98,56,30,65,62,79,68,18,30,22,85,53,43,78,93,29,81,48,48,63,47,11,67
11,75,10,64,29,66,86,99,10,11,10,98,76,68,43,36,19,75,28,95,27,14,0,27,49,39,87,74,21,62,84,45,16,93,83,55,18,20,99,21,63,32,99,39,20,82,59,39,69,11
86,29,87,38,99,72,14,13,21,45,87,64,93,42,10,43,37,13,91,46,92,49,27,0,29,25,78,91,93,25,52,96,12,73,81,22,23,81,58,83,40,81,23,77,61,31,100,57,74,86
89,70,100,55,23,51,57,20,31,70,97,97,93,56,90,55,11,96,67,77,17,76,49,29,0,35,19,77,81,74,44,44,58,37,79,16,88,69,39,58,65,50,67,15,49,21,56,26,18,89
