79
0,3,4,2,3,1,1,3,1,1,3,2,4,3,4,4,1,2,1,2,1,3,3,3,1,4,2,3,4,3,2,1,1,1,4,4,2,4,4,4,4,1,3,4,3,3,2,4,2,3,3,3,3,2,2,2,2,1,3,1,2,3,4,3,4,4,1,1,4,3,1,4,2,4,2,1,4,2,4,4,0
0,52,21,43,14,49,51,17,13,68,24,40,55,79,69,51,88,73,57,73,31,45,17,95,64,99,28,71,13,81,46,55,54,69,41,91,97,74,77,41,85,75,26,60,64,27,39,83,37,93,58,82,63,87,11,53,70,91,11,71,56,43,32,19,68,64,28,83,29,32,13,39,52,90,50,19,48,67,66,70,0
52,0,38,25,10,77,59,58,63,21,55,18,85,51,24,28,82,33,28,65,37,62,76,36,14,55,55,75,23,12,43,37,81,82,48,84,28,28,23,15,13,93,78,65,13,54,73,18,89,83,22,14,57,80,51,42,84,63,58,24,74,100,49,12,41,25,96,40,60,75,93,46,44,73,81,38,65,57,43,17,52
21,38,0,69,88,93,56,13,99,63,58,53,51,39,22,66,20,18,89,34,63,54,78,97,13,14,100,58,17,92,76,35,29,61,65,56,95,25,18,85,16,87,34,86,78,33,47,93,65,49,74,60,92,72,18,90,51,29,25,79,72,88,20,14,49,48,65,32,58,58,99,61,22,78,40,26,82,84,93,91,21
43,25,69,0,63,62,43,76,94,20,16,41,40,88,95,82,68,53,74,41,86,63,46,44,32,91,27,90,42,10,85,79,17,40,78,67,21,53,22,57,61,29,38,33,78,51,32,11,68,29,93,98,93,42,77,33,57,56,25,60,77,84,66,88,25,34,100,88,65,95,90,81,52,70,73,95,95,61,83,78,43
14,10,88,63,0,38,56,11,68,55,32,75,21,66,17,33,86,67,95,39,29,89,75,10,100,56,15,16,33,61,86,68,38,91,45,42,52,83,80,86,58,71,56,67,95,88,26,79,24,98,97,79,10,89,61,24,13,42,18,36,60,52,62,63,62,78,49,98,34,36,30,45,49,78,64,45,78,20,63,55,14
49,77,93,62,38,0,43,36,30,39,21,37,63,24,26,10,32,56,36,29,72,53,19,31,64,38,50,89,49,56,98,56,70,12,78,64,10,90,48,54,68,46,15,87,24,31,36,77,50,66,75,30,66,94,64,23,63,50,90,12,13,74,44,30,95,27,21,75,54,74,38,54,99,77,45,18,76,85,10,69,49
51,59,56,43,56,43,0,35,47,97,88,45,75,14,88,20,96,15,98,74,19,69,43,82,53,19,17,66,93,26,74,65,67,97,39,15,36,81,88,14,93,40,21,32,96,100,47,54,64,83,16,29,12,90,44,35,95,88,14,40,48,66,40,17,92,32,73,82,30,100,35,99,82,42,48,100,25,21,24,87,51
17,58,13,76,11,36,35,0,32,32,23,57,86,62,90,51,21,21,73,12,22,92,58,100,15,38,81,81,89,19,93,22,30,48,36,58,59,20,28,36,20,36,76,90,54,48,39,16,79,82,42,100,12,10,41,46,43,28,96,45,25,72,37,22,88,10,96,87,73,100,82,24,96,99,67,100,26,43,23,68,17
13,63,99,94,68,30,47,32,0,78,60,50,71,59,18,56,41,65,70,43,34,59,13,40,90,41,77,75,44,93,30,16,78,70,40,99,11,45,63,88,30,98,27,85,60,21,17,46,34,40,17,96,26,92,36,32,74,35,49,74,60,13,35,100,34,90,53,68,74,29,42,64,36,25,24,33,95,97,42,12,13
