26
0,2,3,4,4,4,1,2,2,1,2,3,3,2,4,1,3,2,3,4,4,3,1,2,1,2,3,0
0,66,25,22,95,28,27,98,29,18,27,50,18,74,54,34,49,38,66,49,12,25,83,81,87,20,50,0
66,0,79,48,77,53,56,100,74,79,10,61,75,74,30,16,15,11,81,91,22,33,96,12,95,58,95,66
25,79,0,36,71,100,67,87,20,65,58,19,10,100,64,39,16,20,75,92,34,77,33,44,43,54,64,25
22,48,36,0,78,72,30,31,45,58,94,43,37,95,77,86,47,67,61,80,27,91,96,14,73,62,43,22
95,77,71,78,0,39,98,13,12,92,24,63,10,89,66,64,57,66,65,61,21,20,92,21,98,95,37,95
28,53,100,72,39,0,75,52,94,11,33,44,55,54,42,30,32,31,88,95,56,25,28,85,44,64,98,28
27,56,67,30,98,75,0,74,86,65,58,58,10,84,70,99,78,10,23,29,65,36,29,13,49,13,18,27
98,100,87,31,13,52,74,0,58,79,49,40,29,16,67,91,37,83,61,39,76,68,13,94,60,47,68,98
29,74,20,45,12,94,86,58,0,61,41,37,76,37,81,72,32,26,94,83,74,58,58,94,50,90,91,29
18,79,65,58,92,11,65,79,61,0,61,19,22,39,86,84,43,100,70,57,57,95,94,42,48,99,95,18
27,10,58,94,24,33,58,49,41,61,0,98,13,36,16,97,87,46,11,73,29,20,65,30,47,44,48,27
50,61,19,43,63,44,58,40,37,19,98,0,52,24,53,45,44,63,87,47,64,46,92,75,97,40,51,50
18,75,10,37,10,55,10,29,76,22,13,52,0,82,21,70,16,94,82,48,10,26,75,69,37,17,64,18
74,74,100,95,89,54,84,16,37,39,36,24,82,0,15,33,84,16,99,76,55,49,94,62,79,27,65,74
54,30,64,77,66,42,70,67,81,86,16,53,21,15,0,85,16,42,100,12,79,36,54,55,16,84,58,54
34,16,39,86,64,30,99,91,72,84,97,45,70,33,85,0,40,43,72,17,28,74,17,23,43,32,15,34
49,15,16,47,57,32,78,37,32,43,87,44,16,84,16,40,0,62,25,96,60,37,40,67,91,14,28,49
38,11,20,67,66,31,10,83,26,100,46,63,94,16,42,43,62,0,92,47,82,83,43,95,80,49,57,38
66,81,75,61,65,88,23,61,94,70,11,87,82,99,100,72,25,92,0,80,13,64,46,73,45,51,22,66
49,91,92,80,61,95,29,39,83,57,73,47,48,76,12,17,96,47,80,0,43,82,53,42,39,75,88,49
12,22,34,27,21,56,65,76,74,57,29,64,10,55,79,28,60,82,13,43,0,81,97,11,52,75,31,12
25,33,77,91,20,25,36,68,58,95,20,46,26,49,36,74,37,83,64,82,81,0,87,98,40,17,88,25
83,96,33,96,92,28,29,13,58,94,65,92,75,94,54,17,40,43,46,53,97,87,0,86,11,29,37,83
81,12,44,14,21,85,13,94,94,42,30,75,69,62,55,23,67,95,73,42,11,98,86,0,22,34,20,81
87,95,43,73,98,44,49,60,50,48,47,97,37,79,16,43,91,80,45,39,52,40,11,22,0,91,53,87
20,58,54,62,95,64,13,47,90,99,44,40,17,27,84,32,14,49,51,75,75,17,29,34,91,0,92,20
50,95,64,43,37,98,18,68,91,95,48,51,64,65,58,15,28,57,22,88,31,88,37,20,53,92,0,50
0,66,25,22,95,28,27,98,29,18,27,50,18,74,54,34,49,38,66,49,12,25,83,81,87,20,50,0
