91
0,3,2,2,1,1,1,3,2,4,3,2,1,2,4,4,3,4,2,2,1,4,4,4,1,4,1,1,3,1,4,2,3,1,4,2,1,4,2,1,4,1,3,2,1,3,1,4,3,4,3,2,3,2,3,4,4,2,2,4,1,4,3,2,3,3,2,4,3,4,1,2,3,1,1,1,2,1,2,4,1,3,3,4,1,3,4,4,3,2,1,1,0
0,67,78,70,66,37,49,29,59,33,80,27,46,89,29,46,17,74,59,19,84,55,87,79,76,55,68,57,30,58,13,12,13,40,92,54,13,39,26,30,38,24,80,18,13,41,55,28,19,86,30,10,39,58,16,62,83,25,100,13,83,28,42,57,68,33,36,26,77,59,29,82,77,80,86,53,39,53,23,59,20,12,76,53,39,39,47,91,33,74,64,62,0
67,0,58,33,94,41,86,77,64,18,70,92,54,43,96,73,33,28,12,74,96,98,99,10,18,46,96,81,58,50,77,54,64,51,24,92,69,50,70,50,54,17,20,36,41,97,15,26,27,41,71,17,53,97,91,29,61,21,88,43,74,45,17,39,29,66,65,21,18,10,77,82,60,43,45,87,92,11,28,65,13,89,52,43,51,12,75,30,48,58,77,29,67
78,58,0,58,27,85,19,52,28,85,77,42,68,22,28,82,68,29,59,79,71,68,90,28,17,95,39,93,98,56,80,53,43,78,19,18,35,41,94,18,26,32,92,88,12,49,33,21,70,46,62,33,54,42,35,30,41,48,59,72,67,50,79,55,83,57,30,39,14,37,40,77,25,15,34,34,86,35,13,56,58,47,57,69,46,55,59,58,61,28,83,37,78
70,33,58,0,46,66,47,44,83,18,61,67,51,93,100,20,15,88,30,47,28,44,46,31,69,41,26,90,68,47,88,60,70,45,97,62,34,19,27,25,26,57,18,36,91,27,91,35,56,41,49,10,16,47,46,23,12,72,92,37,94,91,96,11,40,15,53,13,51,60,75,82,79,20,92,89,34,57,36,17,42,61,64,43,18,21,71,14,77,33,90,16,70
66,94,27,46,0,78,43,57,84,49,88,20,14,29,13,65,96,14,56,70,11,86,58,100,88,74,41,35,91,30,18,98,72,70,93,21,69,58,33,62,77,81,77,34,69,61,89,99,75,46,100,28,68,89,91,60,44,67,15,62,36,24,33,18,50,38,63,63,88,73,19,30,86,14,68,18,64,60,94,54,45,97,80,75,17,97,80,41,91,58,47,86,66
37,41,85,66,78,0,26,70,38,23,94,25,37,44,28,37,42,16,29,96,46,33,40,61,36,58,73,38,63,13,25,81,31,76,41,34,32,42,59,33,31,11,64,86,48,88,25,61,32,75,69,97,12,38,98,97,89,13,30,27,37,77,40,84,44,31,98,85,23,72,53,34,85,29,65,10,51,32,38,99,38,76,13,40,25,15,96,37,57,86,75,87,37
49,86,19,47,43,26,0,55,28,20,99,31,66,69,71,74,36,38,86,70,96,73,47,99,52,80,53,21,88,70,44,48,60,99,50,72,71,49,13,66,13,32,27,23,65,98,93,14,44,34,23,24,35,31,43,38,84,84,10,34,16,35,95,95,90,60,45,14,87,26,12,32,48,51,67,100,64,17,31,12,48,37,24,91,36,13,73,61,37,44,63,77,49
29,77,52,44,57,70,55,0,95,98,30,93,47,25,55,40,84,71,65,26,36,75,46,94,30,89,99,93,33,18,66,56,14,81,46,97,91,46,13,75,96,54,92,91,18,99,63,15,50,56,14,100,71,18,75,89,14,24,60,55,93,29,22,94,91,44,53,14,86,93,19,52,40,39,80,81,28,72,83,64,48,67,43,57,66,40,40,37,29,18,61,41,29
59,64,28,83,84,38,28,95,0,95,60,82,100,58,68,26,14,86,56,38,51,28,35,32,52,38,23,32,37,59,51,49,56,93,17,19,44,35,22,72,27,50,18,28,99,66,76,97,84,79,81,73,33,33,58,21,64,45,99,58,64,88,61,58,50,80,16,83,75,75,90,71,72,94,89,83,56,75,35,58,73,80,94,92,94,44,59,96,32,94,33,87,59
33,18,85,18,49,23,20,98,95,0,46,15,63,12,49,61,58,72,78,70,35,90,70,54,91,75,44,49,28,46,100,81,45,10,48,62,33,24,54,39,12,45,29,45,36,83,90,71,55,90,88,55,18,18,91,75,22,100,85,31,86,51,29,55,53,57,90,22,51,70,37,38,33,90,92,49,20,30,100,52,76,23,32,26,34,22,32,47,27,51,80,51,33
80,70,77,61,88,94,99,30,60,46,0,89,78,99,75,34,65,97,48,27,85,66,87,27,68,51,11,25,36,39,53,13,94,54,75,99,19,15,35,76,35,58,58,45,13,12,15,92,50,47,66,91,31,74,36,35,43,78,97,34,24,52,12,70,47,88,58,87,52,65,77,14,28,60,51,41,66,50,90,55,25,24,10,81,77,16,28,38,35,49,75,54,80
27,92,42,67,20,25,31,93,82,15,89,0,47,73,24,90,76,28,17,73,18,23,63,70,30,10,81,38,68,75,87,20,65,81,71,41,64,49,41,83,51,67,73,73,56,76,54,28,92,100,79,74,13,82,82,95,86,44,87,65,85,70,32,25,34,59,94,49,78,81,58,29,91,84,40,93,95,96,86,62,49,17,11,42,27,15,70,22,66,64,29,83,27
46,54,68,51,14,37,66,47,100,63,78,47,0,15,99,55,89,27,72,40,17,17,91,98,70,22,66,93,85,46,20,74,76,54,89,61,50,72,86,85,21,29,53,36,87,76,13,49,69,91,29,90,37,55,27,54,58,36,90,30,35,62,27,69,66,83,22,94,32,32,35,56,47,20,20,55,41,33,14,82,89,85,26,10,66,49,94,10,69,68,68,29,46
89,43,22,93,29,44,69,25,58,12,99,73,15,0,53,18,83,47,72,18,12,62,82,26,64,48,19,53,65,58,81,77,82,74,63,35,10,51,70,51,72,86,87,87,41,16,11,72,77,11,21,11,15,45,78,21,58,24,42,94,97,20,31,55,18,33,17,23,53,32,93,38,44,68,70,30,60,31,95,82,42,52,68,96,48,28,77,31,36,49,69,72,89
29,96,28,100,13,28,71,55,68,49,75,24,99,53,0,73,61,88,49,21,89,94,65,26,27,25,10,14,30,21,66,35,71,37,48,96,73,96,43,21,62,12,30,37,75,13,72,99,56,71,73,73,70,56,11,78,16,23,15,93,32,35,88,25,64,22,66,99,79,86,42,86,58,62,35,77,50,37,42,33,82,65,62,62,100,56,19,63,58,30,28,21,29
46,73,82,20,65,37,74,40,26,61,34,90,55,18,73,0,20,67,42,19,51,10,64,80,47,12,99,42,87,60,84,91,55,59,76,92,93,92,87,60,87,80,58,10,63,88,87,56,73,94,35,58,43,70,84,99,29,34,60,53,68,57,67,87,25,71,30,39,47,46,75,66,40,48,92,31,72,64,55,70,12,44,28,81,91,26,83,42,39,12,45,60,46
17,33,68,15,96,42,36,84,14,58,65,76,89,83,61,20,0,84,48,68,69,82,74,73,35,25,23,41,19,69,74,85,29,93,85,87,37,60,70,86,27,34,63,55,83,38,65,55,37,48,25,93,51,23,65,45,93,59,28,33,80,83,33,34,97,35,29,48,28,21,27,72,36,78,29,96,54,39,24,11,76,74,100,49,41,22,30,80,98,58,23,17,17
74,28,29,88,14,16,38,71,86,72,97,28,27,47,88,67,84,0,95,24,24,33,90,30,93,53,17,62,32,18,91,64,48,17,54,43,91,21,31,97,75,30,64,61,73,71,32,76,18,11,32,47,74,81,21,28,19,25,19,93,79,39,33,71,68,36,71,44,88,62,99,81,13,89,12,19,62,46,53,56,17,38,29,29,21,70,39,71,35,20,97,24,74
59,12,59,30,56,29,86,65,56,78,48,17,72,72,49,42,48,95,0,86,58,98,22,31,37,70,78,87,45,65,16,15,32,76,59,87,95,84,52,43,16,90,90,26,11,59,20,100,100,91,45,20,33,33,67,70,33,75,10,76,61,59,32,34,36,10,68,30,80,12,30,22,59,73,22,88,91,33,48,61,18,88,81,81,17,93,94,92,93,67,25,74,59
19,74,79,47,70,96,70,26,38,70,27,73,40,18,21,19,68,24,86,0,87,51,91,51,61,43,21,23,72,24,94,66,94,47,51,44,61,77,31,25,69,83,59,100,26,51,36,92,24,71,98,97,17,92,10,24,17,53,21,95,30,12,95,51,14,79,28,50,23,41,60,75,100,92,25,51,69,20,77,98,66,35,48,70,60,88,12,95,22,32,95,40,19
84,96,71,28,11,46,96,36,51,35,85,18,17,12,89,51,69,24,58,87,0,14,89,66,48,34,23,97,23,73,84,44,14,86,42,12,13,16,33,89,16,97,79,64,39,95,60,71,54,45,37,50,30,26,29,34,10,93,35,13,97,54,55,62,68,86,67,39,19,25,65,79,27,77,23,60,47,30,63,32,87,28,90,26,44,68,84,74,15,10,44,61,84
55,98,68,44,86,33,73,75,28,90,66,23,17,62,94,10,82,33,98,51,14,0,28,89,62,68,24,82,61,42,52,68,20,45,21,31,61,19,88,66,42,36,56,41,70,91,13,69,46,60,31,23,12,35,14,95,25,30,65,53,69,78,59,17,64,59,68,52,26,40,79,30,15,59,16,28,68,82,46,61,58,40,93,31,34,14,95,53,90,93,22,86,55
87,99,90,46,58,40,47,46,35,70,87,63,91,82,65,64,74,90,22,91,89,28,0,44,52,16,30,29,57,78,51,89,79,98,42,96,54,30,59,25,83,25,50,56,32,67,13,11,25,87,95,18,97,64,63,81,74,80,37,85,77,66,75,61,74,69,92,19,10,55,55,75,92,13,18,26,45,39,12,88,94,37,58,42,44,89,11,46,11,74,70,40,87
79,10,28,31,100,61,99,94,32,54,27,70,98,26,26,80,73,30,31,51,66,89,44,0,38,85,98,13,62,62,31,52,89,94,56,86,44,55,92,28,98,62,96,29,30,94,61,75,53,41,68,98,60,52,82,37,39,71,48,19,77,69,30,25,48,84,95,75,97,39,53,73,13,75,62,10,11,58,42,46,29,16,56,99,54,16,57,12,23,30,44,80,79
76,18,17,69,88,36,52,30,52,91,68,30,70,64,27,47,35,93,37,61,48,62,52,38,0,66,73,24,87,74,69,91,82,23,56,55,72,56,35,30,57,43,92,75,46,33,47,82,12,70,30,81,38,85,52,55,25,61,20,26,45,62,36,46,72,96,10,64,34,89,33,72,80,29,46,95,66,85,91,63,55,91,40,28,55,33,74,65,68,18,30,57,76
