27
0,1,3,2,2,1,3,4,4,3,4,1,2,2,1,1,3,3,4,1,3,1,1,3,3,4,4,3,0
0,83,91,60,54,69,40,44,90,24,53,30,14,23,45,41,15,49,24,82,61,16,54,68,53,60,50,30,0
83,0,73,27,86,90,24,27,74,52,94,46,39,56,93,12,53,27,63,75,25,25,39,14,31,83,41,47,83
91,73,0,62,79,21,39,77,87,96,69,21,61,97,63,61,40,88,46,87,47,24,16,70,90,85,40,59,91
60,27,62,0,23,76,44,74,62,77,69,100,40,78,94,29,82,66,18,80,26,100,60,55,87,49,47,73,60
54,86,79,23,0,42,84,11,41,50,34,11,59,50,70,37,41,94,97,38,38,33,70,97,48,32,89,65,54
69,90,21,76,42,0,56,45,76,56,58,87,49,33,71,43,87,68,42,67,69,11,95,81,98,57,27,87,69
40,24,39,44,84,56,0,94,83,85,24,93,97,21,45,71,90,30,37,91,79,83,62,45,51,94,23,84,40
44,27,77,74,11,45,94,0,16,72,95,53,86,53,68,94,55,19,13,75,35,72,65,45,46,53,24,90,44
90,74,87,62,41,76,83,16,0,45,82,47,11,20,54,10,40,20,67,93,77,45,22,80,22,42,28,80,90
24,52,96,77,50,56,85,72,45,0,79,28,72,70,65,10,70,80,28,43,62,74,34,48,92,17,38,57,24
53,94,69,69,34,58,24,95,82,79,0,58,73,55,70,79,71,73,94,99,16,80,19,81,13,30,22,99,53
30,46,21,100,11,87,93,53,47,28,58,0,96,36,78,48,41,67,70,95,17,85,60,31,48,60,95,56,30
14,39,61,40,59,49,97,86,11,72,73,96,0,84,28,92,98,94,90,82,20,66,13,51,70,53,31,63,14
23,56,97,78,50,33,21,53,20,70,55,36,84,0,66,76,12,71,28,66,28,19,60,34,31,43,42,97,23
45,93,63,94,70,71,45,68,54,65,70,78,28,66,0,36,26,47,39,31,97,80,21,92,27,32,72,48,45
41,12,61,29,37,43,71,94,10,10,79,48,92,76,36,0,73,70,39,78,71,72,73,16,51,55,89,75,41
15,53,40,82,41,87,90,55,40,70,71,41,98,12,26,73,0,30,91,67,10,60,10,90,36,82,93,60,15
49,27,88,66,94,68,30,19,20,80,73,67,94,71,47,70,30,0,70,37,74,33,45,23,94,27,100,80,49
24,63,46,18,97,42,37,13,67,28,94,70,90,28,39,39,91,70,0,57,46,71,87,13,56,60,73,29,24
82,75,87,80,38,67,91,75,93,43,99,95,82,66,31,78,67,37,57,0,33,83,88,55,43,26,42,12,82
61,25,47,26,38,69,79,35,77,62,16,17,20,28,97,71,10,74,46,33,0,33,13,85,44,41,35,88,61
16,25,24,100,33,11,83,72,45,74,80,85,66,19,80,72,60,33,71,83,33,0,40,69,42,20,98,55,16
54,39,16,60,70,95,62,65,22,34,19,60,13,60,21,73,10,45,87,88,13,40,0,94,55,43,97,91,54
68,14,70,55,97,81,45,45,80,48,81,31,51,34,92,16,90,23,13,55,85,69,94,0,37,79,50,51,68
53,31,90,87,48,98,51,46,22,92,13,48,70,31,27,51,36,94,56,43,44,42,55,37,0,33,80,46,53
60,83,85,49,32,57,94,53,42,17,30,60,53,43,32,55,82,27,60,26,41,20,43,79,33,0,81,85,60
50,41,40,47,89,27,23,24,28,38,22,95,31,42,72,89,93,100,73,42,35,98,97,50,80,81,0,66,50
30,47,59,73,65,87,84,90,80,57,99,56,63,97,48,75,60,80,29,12,88,55,91,51,46,85,66,0,30
0,83,91,60,54,69,40,44,90,24,53,30,14,23,45,41,15,49,24,82,61,16,54,68,53,60,50,30,0
