14
0,3,1,4,3,2,4,4,2,3,4,4,4,4,4,0
0,59,15,34,73,55,81,34,35,32,24,100,34,44,59,0
59,0,94,33,26,71,74,18,70,53,73,81,17,27,24,59
15,94,0,32,18,100,76,57,10,48,67,92,79,87,83,15
34,33,32,0,58,40,47,29,11,89,36,72,53,57,63,34
73,26,18,58,0,20,67,42,48,85,16,54,71,10,33,73
55,71,100,40,20,0,37,70,73,91,72,88,94,31,32,55
81,74,76,47,67,37,0,35,82,58,56,49,91,98,76,81
34,18,57,29,42,70,35,0,14,45,85,52,84,53,17,34
35,70,10,11,48,73,82,14,0,85,49,14,13,24,36,35
32,53,48,89,85,91,58,45,85,0,89,47,58,49,24,32
24,73,67,36,16,72,56,85,49,89,0,49,23,40,27,24
100,81,92,72,54,88,49,52,14,47,49,0,88,55,49,100
34,17,79,53,71,94,91,84,13,58,23,88,0,26,96,34
44,27,87,57,10,31,98,53,24,49,40,55,26,0,12,44
59,24,83,63,33,32,76,17,36,24,27,49,96,12,0,59
0,59,15,34,73,55,81,34,35,32,24,100,34,44,59,0
