106
0,2,3,1,1,1,3,3,4,3,1,2,1,2,3,2,4,4,4,1,1,4,4,4,4,4,3,1,1,1,3,4,4,4,2,4,2,4,2,2,4,2,2,2,3,2,4,2,4,4,4,1,4,4,4,2,1,2,3,3,4,1,1,3,3,3,4,2,1,4,1,3,4,3,3,1,2,3,1,4,4,4,1,1,2,1,3,4,1,1,4,1,2,4,2,2,3,3,2,1,3,4,2,1,1,3,1,0
0,51,50,34,37,45,98,97,87,27,66,23,83,53,18,79,51,82,48,17,31,13,88,85,87,95,30,27,41,64,83,22,55,81,100,51,96,100,61,20,40,63,14,39,17,45,52,34,38,57,50,74,18,93,11,72,73,76,55,87,18,29,38,78,26,97,98,37,27,31,70,82,92,22,42,12,95,63,92,42,86,10,99,10,63,38,59,48,99,70,32,49,89,43,98,31,14,29,68,53,100,70,17,57,41,47,50,0
51,0,22,14,10,12,17,16,11,83,72,30,89,56,66,64,78,45,100,63,93,40,55,81,83,26,30,82,16,68,86,83,87,80,56,18,61,71,37,44,40,75,20,46,74,80,54,71,78,54,86,68,32,78,98,63,64,100,89,96,54,27,95,84,31,48,98,54,38,77,15,45,97,63,15,28,88,57,57,20,77,51,18,11,27,43,62,64,40,40,74,63,98,26,51,87,72,85,95,98,83,55,20,12,16,63,65,51
50,22,0,59,96,13,21,46,15,60,82,81,33,59,63,96,96,85,54,99,89,28,36,91,94,80,59,57,56,42,26,16,57,86,33,90,57,86,69,12,19,81,25,23,22,98,85,12,73,22,45,36,78,11,51,55,58,57,88,61,25,64,90,68,34,98,50,95,63,27,61,67,81,40,11,15,68,86,62,63,33,64,90,18,66,69,19,97,48,55,61,30,72,54,29,30,59,89,56,23,17,86,40,46,55,64,27,50
34,14,59,0,34,91,28,22,65,77,35,96,36,16,18,36,50,77,25,88,39,50,53,33,100,72,60,26,66,34,35,28,38,31,74,16,79,83,82,42,61,40,41,54,14,63,41,82,45,95,70,35,34,77,31,54,24,10,36,27,16,31,92,21,77,82,92,37,39,100,97,58,20,34,91,21,26,75,72,20,47,58,82,71,59,41,26,90,93,20,68,91,87,99,61,83,85,45,71,59,18,66,78,50,17,87,69,34
37,10,96,34,0,56,52,43,30,83,16,85,32,33,52,51,74,49,88,67,39,25,99,22,92,72,86,12,14,40,52,18,45,69,55,95,37,42,73,20,22,87,49,20,85,71,100,79,82,23,85,31,94,29,60,41,69,37,43,49,10,56,93,96,78,46,100,41,10,68,58,25,10,85,26,68,44,68,21,20,84,35,29,24,42,32,92,17,13,55,57,26,74,91,39,34,55,19,70,85,19,23,95,73,78,97,24,37
45,12,13,91,56,0,97,44,40,56,22,69,59,66,85,88,86,78,73,27,68,82,37,16,74,49,15,18,100,33,79,89,89,97,19,84,36,50,61,75,39,59,12,76,99,44,55,63,11,81,82,49,61,53,65,12,30,21,41,45,89,14,87,95,95,86,87,14,75,11,94,94,51,26,59,70,84,60,76,28,18,56,29,93,15,26,78,25,13,47,47,25,91,56,40,22,74,11,11,79,19,10,58,76,65,63,43,45
98,17,21,28,52,97,0,17,20,68,91,94,55,58,82,89,25,52,78,85,12,62,88,68,20,16,29,35,35,43,92,46,33,31,16,69,87,74,84,79,62,36,27,40,48,38,68,16,74,53,21,17,36,20,65,33,40,31,92,31,81,23,35,64,73,36,65,79,15,38,26,49,87,95,94,73,99,10,100,23,79,57,36,32,33,83,52,44,12,60,40,53,42,58,89,25,21,48,26,31,78,64,45,96,98,74,99,98
97,16,46,22,43,44,17,0,26,22,83,70,95,67,96,34,25,60,63,31,37,34,18,97,95,49,19,47,77,25,92,61,71,47,71,67,75,45,21,75,44,89,60,28,10,28,32,41,89,45,71,55,71,56,95,23,29,46,56,84,72,57,42,22,56,38,77,43,59,63,33,93,50,61,63,77,74,50,37,16,26,43,62,71,65,90,88,16,89,26,47,67,30,49,28,89,43,91,80,63,41,27,24,82,10,75,27,97
87,11,15,65,30,40,20,26,0,86,85,100,38,11,100,61,82,83,87,36,55,46,59,70,92,21,97,64,76,68,13,56,10,87,11,50,45,84,22,60,31,35,21,99,85,87,96,49,86,65,88,82,31,22,81,34,86,21,17,35,51,18,69,65,13,98,23,29,61,36,35,25,56,21,63,49,60,90,27,44,74,43,46,15,65,85,86,90,60,73,27,43,41,36,21,81,92,42,76,68,56,84,99,26,55,54,15,87
27,83,60,77,83,56,68,22,86,0,40,33,34,44,64,53,61,35,75,90,81,10,45,47,52,96,56,55,32,70,16,51,97,74,63,11,38,58,52,69,41,52,65,34,85,53,23,98,97,83,21,47,58,82,23,82,83,72,32,54,48,95,38,54,50,75,58,99,79,65,22,30,22,32,90,22,93,20,30,23,90,47,70,30,46,10,94,17,80,89,50,64,96,46,47,93,40,14,43,49,87,56,46,47,75,71,75,27
66,72,82,35,16,22,91,83,85,40,0,58,34,52,53,24,84,85,56,47,37,15,58,51,67,68,78,29,34,94,56,34,70,86,49,63,43,40,81,47,89,19,53,43,45,46,85,45,48,81,77,15,42,80,80,17,58,46,65,80,50,31,12,50,49,24,62,35,81,60,100,42,44,55,92,15,55,21,26,32,22,62,13,89,35,25,17,77,64,25,76,10,90,86,33,91,11,68,98,67,18,64,32,95,49,80,91,66
23,30,81,96,85,69,94,70,100,33,58,0,36,93,18,22,37,64,62,57,60,65,94,67,46,93,88,23,25,55,67,61,38,61,14,17,88,76,28,45,81,17,11,19,31,98,13,31,50,58,93,77,66,70,30,28,70,13,99,41,68,22,61,43,20,54,78,18,95,48,30,15,18,56,67,78,56,69,64,91,36,34,12,41,37,47,32,65,58,36,79,95,32,73,97,68,14,68,41,50,87,82,78,71,54,36,20,23
83,89,33,36,32,59,55,95,38,34,34,36,0,64,19,44,45,75,98,91,31,96,77,55,88,63,65,29,83,99,77,25,71,64,26,12,31,69,65,46,98,83,70,61,17,91,35,94,76,46,59,72,58,16,35,81,21,36,12,28,35,91,43,85,95,42,81,89,24,30,68,48,51,13,26,92,85,86,49,91,33,19,62,15,19,40,91,71,95,16,35,77,65,62,46,48,98,15,98,25,17,57,81,35,38,54,55,83
53,56,59,16,33,66,58,67,11,44,52,93,64,0,69,45,52,20,39,58,48,83,88,71,33,43,21,35,89,66,24,71,41,29,43,93,40,65,27,48,14,51,13,70,80,96,94,15,48,81,99,85,57,11,68,72,32,27,91,68,28,98,20,25,80,74,13,17,87,74,47,35,45,20,32,56,53,71,16,10,69,19,79,55,54,60,90,94,42,52,63,50,81,27,53,54,42,76,96,95,52,99,57,32,89,12,75,53
18,66,63,18,52,85,82,96,100,64,53,18,19,69,0,75,69,58,89,48,44,38,93,85,10,100,87,74,12,50,92,19,100,10,74,73,85,58,53,20,46,69,20,47,96,98,32,38,100,85,63,34,25,31,83,89,31,98,27,54,42,41,35,13,30,35,64,95,30,28,45,57,66,80,69,79,55,15,56,35,23,95,17,19,34,43,65,68,80,53,86,57,40,34,53,38,27,29,69,58,74,56,53,91,55,72,64,18
79,64,96,36,51,88,89,34,61,53,24,22,44,45,75,0,90,83,55,43,62,67,22,66,29,69,50,79,89,79,79,41,75,40,24,11,15,45,26,35,18,22,38,84,53,11,42,60,33,44,12,100,66,43,78,24,53,75,49,24,54,40,20,59,28,37,17,71,12,23,13,19,96,68,39,48,46,73,95,41,20,63,32,94,65,87,87,17,37,14,70,28,96,90,20,38,58,41,52,78,50,54,85,14,99,49,92,79
51,78,96,50,74,86,25,25,82,61,84,37,45,52,69,90,0,55,98,37,23,14,52,44,52,99,16,82,20,93,45,46,96,40,57,74,38,33,20,66,44,45,38,98,27,83,94,78,10,13,98,55,73,43,26,66,74,43,54,21,54,82,55,45,60,43,62,68,41,60,20,56,81,45,18,56,57,77,96,19,54,31,62,78,85,100,96,13,58,100,17,45,82,10,95,54,97,35,65,35,25,99,13,18,58,83,10,51
82,45,85,77,49,78,52,60,83,35,85,64,75,20,58,83,55,0,16,46,44,37,16,24,73,22,79,26,52,10,58,92,59,43,80,40,28,29,28,68,70,83,63,27,96,57,75,89,41,47,96,47,93,10,71,75,50,93,71,50,90,34,10,56,95,78,25,46,100,16,99,20,90,94,46,16,20,61,91,61,80,32,16,14,45,19,100,89,44,73,44,42,53,43,64,66,54,94,71,48,47,47,22,55,36,96,18,82
48,100,54,25,88,73,78,63,87,75,56,62,98,39,89,55,98,16,0,74,91,50,90,61,15,58,58,44,75,80,56,12,24,67,69,28,86,49,50,28,25,48,31,76,64,85,41,78,54,43,43,23,24,17,26,83,80,24,55,69,69,59,25,61,51,67,90,18,33,99,22,58,19,83,14,84,14,30,75,79,38,22,82,37,33,43,68,98,91,94,35,72,23,17,35,44,81,24,59,13,47,32,95,77,32,58,67,48
17,63,99,88,67,27,85,31,36,90,47,57,91,58,48,43,37,46,74,0,54,63,14,92,94,54,89,47,85,52,92,54,16,77,63,23,87,14,62,63,58,76,97,35,93,34,56,17,94,29,26,13,58,94,36,30,77,30,24,37,90,90,82,40,36,10,66,71,40,72,26,78,18,23,36,56,47,67,53,53,70,46,69,73,81,23,44,100,95,11,61,43,28,98,53,15,11,88,35,73,55,58,45,31,72,33,99,17
31,93,89,39,39,68,12,37,55,81,37,60,31,48,44,62,23,44,91,54,0,17,94,69,72,82,44,64,43,66,77,36,66,92,76,36,49,63,81,48,24,23,85,43,83,23,39,94,20,53,58,51,21,75,99,24,75,51,51,50,43,16,66,56,78,93,61,54,58,37,37,75,60,32,94,52,86,69,98,60,53,37,80,12,93,87,30,14,37,75,48,86,69,96,10,26,88,47,76,66,21,94,67,15,62,51,97,31
13,40,28,50,25,82,62,34,46,10,15,65,96,83,38,67,14,37,50,63,17,0,38,26,45,67,31,99,85,26,22,51,22,59,11,66,50,24,54,32,94,40,78,98,32,23,72,29,46,99,99,57,12,25,51,100,73,22,96,44,86,83,81,47,20,77,65,16,17,90,84,80,41,29,73,13,86,35,34,53,92,81,39,59,99,23,69,22,62,41,87,88,61,44,44,25,65,94,36,10,48,98,52,44,48,98,25,13
88,55,36,53,99,37,88,18,59,45,58,94,77,88,93,22,52,16,90,14,94,38,0,72,63,100,44,60,29,25,69,48,76,51,88,65,36,91,77,40,72,26,76,72,65,67,36,12,94,37,98,69,79,89,37,31,56,29,20,80,83,86,83,45,15,80,75,19,25,13,100,23,99,48,64,24,84,22,12,68,83,64,68,87,56,46,41,83,69,14,87,48,25,53,62,62,93,72,96,41,14,40,95,27,81,18,26,88
85,81,91,33,22,16,68,97,70,47,51,67,55,71,85,66,44,24,61,92,69,26,72,0,50,16,12,75,27,21,86,99,10,90,42,98,54,83,11,36,41,21,18,80,49,63,48,21,13,37,69,14,27,39,87,37,84,79,52,46,65,41,51,78,61,65,55,18,64,71,61,40,82,47,27,59,28,69,90,10,88,68,97,74,73,55,75,59,79,33,36,19,31,43,99,81,28,46,34,61,70,15,57,16,53,28,46,85
87,83,94,100,92,74,20,95,92,52,67,46,88,33,10,29,52,73,15,94,72,45,63,50,0,89,22,99,31,90,20,98,46,49,42,43,14,96,16,88,46,82,48,82,68,67,24,74,53,50,58,84,73,54,65,86,68,38,25,76,34,62,17,99,60,48,96,12,23,76,46,34,73,90,71,83,88,81,80,16,48,89,72,33,98,96,37,36,52,17,24,49,69,62,86,29,74,49,50,76,83,85,78,24,40,86,83,87
95,26,80,72,72,49,16,49,21,96,68,93,63,43,100,69,99,22,58,54,82,67,100,16,89,0,59,30,22,69,78,88,62,90,12,81,96,68,41,10,52,91,45,60,69,43,83,63,86,29,39,51,86,63,76,17,64,84,98,81,100,70,49,88,64,66,56,40,15,23,68,17,52,19,28,16,72,23,28,25,59,20,20,66,35,82,40,16,17,62,93,80,12,57,21,12,50,84,68,64,73,11,84,33,76,72,55,95
30,30,59,60,86,15,29,19,97,56,78,88,65,21,87,50,16,79,58,89,44,31,44,12,22,59,0,25,70,95,27,60,69,45,50,25,47,43,74,97,26,100,45,30,100,47,16,100,60,32,80,53,69,39,86,44,27,96,90,16,73,66,56,78,55,16,66,22,27,54,86,11,28,17,94,38,94,46,96,32,66,76,97,19,86,25,63,25,92,80,22,92,24,45,23,88,71,95,78,99,37,49,32,68,63,29,79,30
27,82,57,26,12,18,35,47,64,55,29,23,29,35,74,79,82,26,44,47,64,99,60,75,99,30,25,0,47,13,29,52,81,45,86,35,44,33,13,19,25,83,91,50,72,41,32,93,88,42,18,35,56,37,29,21,10,58,24,37,96,36,18,49,16,28,29,71,67,55,15,52,90,46,94,70,44,93,40,78,29,79,98,66,50,66,83,45,95,73,22,60,46,65,65,47,96,87,18,79,30,14,37,73,72,58,74,27
41,16,56,66,14,100,35,77,76,32,34,25,83,89,12,89,20,52,75,85,43,85,29,27,31,22,70,47,0,49,13,20,92,84,82,66,49,63,95,66,26,15,48,85,84,97,56,65,61,45,57,20,73,17,39,47,98,56,50,32,21,45,96,73,57,74,73,16,91,99,16,97,79,66,92,83,55,50,32,77,19,82,46,37,50,42,73,94,55,21,23,35,29,96,75,60,56,29,98,10,85,99,37,40,91,74,44,41
