21
0,1,4,3,3,1,4,3,4,4,4,3,3,2,3,2,3,2,2,1,1,2,0
0,74,42,48,72,41,95,93,26,53,54,77,41,36,13,82,38,21,85,19,58,36,0
74,0,49,85,91,68,88,10,29,66,87,51,46,41,46,65,89,100,66,29,64,62,74
42,49,0,46,53,41,92,17,47,84,96,41,93,64,69,95,56,70,44,79,75,51,42
48,85,46,0,65,97,38,33,72,65,96,23,17,74,58,66,28,36,86,78,32,27,48
72,91,53,65,0,67,63,22,68,43,90,87,44,21,63,55,97,61,78,94,15,73,72
41,68,41,97,67,0,98,69,100,84,64,41,21,74,99,41,65,19,42,73,40,31,41
95,88,92,38,63,98,0,20,12,62,99,87,56,87,28,23,74,99,66,56,19,62,95
93,10,17,33,22,69,20,0,22,51,92,47,19,99,77,64,36,52,27,32,92,100,93
26,29,47,72,68,100,12,22,0,86,48,60,86,82,40,62,37,45,20,12,68,35,26
53,66,84,65,43,84,62,51,86,0,99,13,52,54,78,79,57,71,29,24,53,94,53
54,87,96,96,90,64,99,92,48,99,0,47,64,10,27,48,90,58,49,64,97,25,54
77,51,41,23,87,41,87,47,60,13,47,0,43,78,51,35,17,37,43,10,74,29,77
41,46,93,17,44,21,56,19,86,52,64,43,0,72,82,31,97,11,48,52,46,77,41
36,41,64,74,21,74,87,99,82,54,10,78,72,0,68,66,84,89,66,69,38,72,36
13,46,69,58,63,99,28,77,40,78,27,51,82,68,0,68,100,80,89,71,93,24,13
82,65,95,66,55,41,23,64,62,79,48,35,31,66,68,0,94,74,83,70,48,75,82
38,89,56,28,97,65,74,36,37,57,90,17,97,84,100,94,0,89,80,14,62,22,38
21,100,70,36,61,19,99,52,45,71,58,37,11,89,80,74,89,0,58,10,33,11,21
85,66,44,86,78,42,66,27,20,29,49,43,48,66,89,83,80,58,0,51,60,11,85
19,29,79,78,94,73,56,32,12,24,64,10,52,69,71,70,14,10,51,0,87,83,19
58,64,75,32,15,40,19,92,68,53,97,74,46,38,93,48,62,33,60,87,0,57,58
36,62,51,27,73,31,62,100,35,94,25,29,77,72,24,75,22,11,11,83,57,0,36
0,74,42,48,72,41,95,93,26,53,54,77,41,36,13,82,38,21,85,19,58,36,0
