73
0,4,1,1,3,1,1,1,4,1,4,3,3,3,4,3,2,2,2,3,2,3,1,3,3,1,3,2,2,3,2,3,2,4,2,2,4,4,3,1,3,3,2,4,1,2,1,2,2,1,1,1,3,4,2,2,4,3,1,2,1,1,2,4,1,1,4,2,2,2,3,2,4,3,0
0,85,30,19,33,73,41,43,36,30,69,81,71,37,46,20,48,68,90,14,49,29,73,61,45,43,58,43,32,80,66,86,10,42,46,45,83,11,48,95,14,42,31,87,75,44,23,73,66,35,89,46,69,69,43,67,67,70,33,35,73,81,15,10,47,36,94,75,23,62,78,37,61,14,0
85,0,74,75,13,63,66,52,98,73,32,40,100,85,24,38,10,31,59,26,53,54,92,32,11,64,34,40,80,66,37,53,91,79,38,67,62,18,53,91,45,31,69,23,87,65,100,73,55,40,29,34,32,44,55,42,36,59,93,15,10,83,53,82,52,99,42,27,59,99,54,49,74,18,85
30,74,0,90,32,56,38,65,90,85,90,87,29,52,70,74,95,43,83,96,35,53,97,46,85,61,31,38,78,84,45,89,65,95,43,11,98,34,78,11,88,78,65,74,11,76,33,18,69,32,64,76,12,55,75,98,54,48,68,90,44,79,29,80,95,73,34,79,72,21,26,76,68,58,30
19,75,90,0,14,93,64,53,50,99,51,33,40,21,56,50,20,18,17,64,62,26,87,35,11,15,75,33,17,92,88,18,59,31,69,86,82,94,87,17,18,100,33,32,21,46,56,86,30,66,88,93,28,11,88,74,25,53,82,32,11,70,91,30,67,95,67,41,98,31,52,98,28,27,19
33,13,32,14,0,63,76,49,47,24,84,36,84,52,14,70,77,17,86,47,85,91,57,76,20,71,38,16,17,18,89,72,63,19,61,86,44,59,93,54,51,18,84,28,42,21,44,66,14,76,44,43,62,89,55,45,80,47,96,50,33,63,53,80,65,37,94,56,32,49,33,37,53,51,33
73,63,56,93,63,0,25,50,35,48,66,67,48,33,20,92,18,44,83,51,23,35,88,66,45,22,76,67,39,75,30,11,77,63,49,75,57,76,73,25,98,60,75,65,24,89,85,68,44,31,65,20,19,99,39,67,18,86,51,48,81,55,38,47,100,23,35,10,83,35,15,69,25,100,73
41,66,38,64,76,25,0,92,20,14,58,24,55,33,39,35,23,97,46,22,50,98,21,90,48,76,40,11,18,73,14,33,48,58,61,11,98,71,40,41,47,25,92,40,26,72,55,84,20,90,28,89,48,38,60,43,20,32,73,28,100,30,66,60,64,89,86,91,73,32,32,75,45,85,41
43,52,65,53,49,50,92,0,38,62,97,95,33,11,64,40,20,19,53,68,66,20,58,48,83,61,99,80,80,33,65,85,38,71,27,25,92,61,28,80,87,39,51,78,36,69,99,74,99,68,93,41,58,34,75,40,55,26,57,50,97,17,100,67,43,42,15,93,97,40,84,64,84,80,43
36,98,90,50,47,35,20,38,0,88,53,23,84,75,33,68,63,91,24,51,87,72,17,21,84,41,31,46,45,77,43,46,59,48,90,66,40,13,100,24,16,71,25,90,54,45,36,12,75,78,37,58,37,57,40,56,57,75,64,40,100,80,35,87,34,95,54,94,47,61,11,48,61,10,36
