65
0,4,2,2,3,3,3,3,3,3,1,3,4,4,4,2,3,1,1,4,1,1,4,2,3,3,4,2,1,4,3,1,4,3,3,2,4,3,3,3,2,2,2,1,3,3,3,1,2,3,3,4,1,4,2,1,1,4,2,2,1,2,3,2,3,1,0
0,79,72,75,48,29,85,80,68,52,36,67,91,21,50,99,36,70,63,58,22,86,91,59,25,30,27,86,71,30,59,36,37,56,91,15,67,77,62,70,40,15,69,87,52,95,90,66,29,21,56,28,63,21,80,27,44,79,97,96,20,77,14,91,49,98,0
79,0,32,11,85,73,17,63,63,89,48,25,32,20,33,44,79,91,36,95,40,30,94,38,29,24,38,17,15,74,93,81,68,51,50,11,80,17,41,57,87,74,93,79,59,87,29,82,94,10,88,24,39,99,75,88,30,36,34,14,32,38,43,67,49,90,79
72,32,0,87,73,57,38,94,82,36,18,47,99,12,72,17,13,44,80,68,57,73,31,19,45,97,44,48,15,26,96,79,21,47,73,42,45,42,77,33,19,98,80,87,23,27,34,89,70,17,47,61,52,33,78,96,34,57,58,13,11,28,15,38,81,87,72
75,11,87,0,99,78,34,35,35,24,11,10,91,49,78,77,94,53,93,77,92,56,16,51,28,51,33,53,76,29,14,71,61,63,70,65,83,80,84,40,48,94,65,40,44,50,15,54,63,84,49,87,79,79,17,81,32,42,61,19,21,83,23,52,39,48,75
48,85,73,99,0,15,50,96,19,19,100,100,67,10,27,80,28,35,45,65,32,97,22,81,20,56,75,63,64,26,15,30,51,58,66,23,15,29,87,82,93,22,75,61,10,70,35,53,77,17,74,41,40,20,33,59,24,34,53,57,41,16,40,72,29,19,48
29,73,57,78,15,0,68,33,46,25,61,63,86,86,81,63,53,20,78,85,32,67,30,91,31,92,22,93,68,77,83,84,89,75,60,84,29,72,22,72,94,76,59,70,42,51,58,20,94,72,63,82,17,11,30,50,63,83,86,27,37,89,25,59,75,64,29
85,17,38,34,50,68,0,34,38,44,18,37,36,27,43,82,96,60,84,46,45,53,43,68,21,97,37,75,96,20,30,90,32,64,14,95,21,68,45,50,74,84,10,41,38,78,80,13,29,81,88,49,26,53,80,98,97,84,13,47,78,18,61,95,79,22,85
80,63,94,35,96,33,34,0,99,87,37,93,91,71,18,84,39,86,35,71,12,81,75,60,24,85,74,77,47,45,99,95,36,45,70,70,14,94,100,10,74,67,51,16,27,81,34,71,74,23,50,24,29,62,51,64,31,14,77,83,80,28,48,40,25,29,80
68,63,82,35,19,46,38,99,0,58,51,89,54,60,45,74,91,26,99,10,93,90,47,19,96,54,48,88,63,36,15,23,75,89,13,43,27,18,49,19,20,69,85,29,41,52,90,78,59,88,34,94,20,57,91,94,19,100,43,72,99,41,27,10,93,78,68
