59
0,2,2,2,2,2,3,4,3,1,4,1,4,3,3,3,1,1,2,1,1,3,2,1,1,4,1,1,1,2,4,3,4,4,2,1,4,4,2,2,2,4,3,2,1,4,4,1,1,2,1,4,4,3,4,4,4,3,1,2,0
0,59,36,77,81,74,80,85,36,38,75,24,65,55,62,60,85,77,85,92,61,90,62,68,20,11,75,26,92,18,19,37,10,58,69,16,47,99,30,58,52,76,48,32,10,68,48,82,32,30,50,86,42,72,75,37,84,100,25,30,0
59,0,45,14,66,97,30,46,50,28,82,88,68,67,95,20,39,89,32,18,91,98,11,83,17,76,84,68,66,55,69,57,57,24,30,57,39,22,92,60,77,77,78,72,21,39,20,89,37,39,42,100,84,76,89,59,82,48,19,62,59
36,45,0,13,56,89,73,16,90,86,59,61,87,17,68,81,14,77,45,35,79,29,77,50,22,48,64,33,51,64,23,43,31,87,45,34,75,44,65,14,81,38,88,20,57,86,74,33,40,51,29,14,15,15,76,60,56,55,32,42,36
77,14,13,0,51,96,77,22,31,34,90,52,13,20,73,36,18,51,67,63,41,33,57,87,89,42,31,70,89,37,41,47,26,44,73,32,73,68,65,88,54,53,25,78,30,40,11,71,97,49,12,55,94,52,45,57,53,42,86,19,77
81,66,56,51,0,93,94,80,42,62,59,40,29,38,37,64,22,25,55,82,71,35,15,52,68,47,86,78,34,90,32,37,22,46,17,10,75,66,67,96,93,49,71,14,32,47,14,38,64,35,44,27,87,13,16,89,94,85,56,69,81
74,97,89,96,93,0,43,17,65,89,57,87,37,55,40,72,18,21,33,92,37,16,92,98,61,100,34,95,42,28,45,39,22,83,44,21,30,51,41,54,89,72,42,43,59,21,67,31,54,82,31,34,47,65,95,42,59,61,40,53,74
80,30,73,77,94,43,0,36,65,92,70,36,84,99,95,97,92,75,20,71,22,55,86,52,74,79,72,19,77,47,85,73,56,82,97,91,24,66,83,36,96,77,25,24,51,53,28,36,61,12,13,99,100,55,55,74,92,33,100,18,80
85,46,16,22,80,17,36,0,97,44,97,93,92,59,27,99,81,70,70,57,52,30,39,68,69,40,82,95,64,14,37,10,23,54,78,20,72,10,83,99,41,91,55,92,68,78,23,87,72,35,85,19,54,75,64,79,80,93,28,94,85
36,50,90,31,42,65,65,97,0,65,12,68,78,10,87,49,71,81,81,75,65,77,48,12,52,58,95,37,37,38,55,12,24,65,19,12,62,17,23,21,40,62,77,43,28,34,99,20,44,25,100,63,64,73,76,20,15,24,86,25,36
38,28,86,34,62,89,92,44,65,0,49,55,13,56,55,70,34,17,50,73,48,37,26,51,80,92,84,23,91,38,72,65,92,37,21,15,27,83,25,81,23,42,80,45,21,34,63,38,51,94,43,78,92,95,15,80,77,18,77,49,38
75,82,59,90,59,57,70,97,12,49,0,60,17,56,68,87,44,81,95,45,16,51,73,40,79,51,39,99,49,24,80,92,25,44,51,56,96,97,23,48,41,67,34,81,34,42,61,20,69,47,78,23,76,13,59,33,76,52,67,62,75
24,88,61,52,40,87,36,93,68,55,60,0,28,36,48,20,47,39,100,26,39,19,39,22,14,13,25,80,93,64,76,89,98,51,61,40,66,72,22,94,50,84,53,34,86,96,71,59,18,55,60,79,70,82,71,86,49,67,40,46,24
65,68,87,13,29,37,84,92,78,13,17,28,0,86,56,49,31,69,98,70,88,98,66,14,85,83,52,86,30,72,82,29,75,61,26,79,72,91,64,14,50,80,79,72,12,62,72,87,59,91,47,57,47,32,51,67,43,29,48,63,65
55,67,17,20,38,55,99,59,10,56,56,36,86,0,97,90,46,99,23,71,87,77,82,57,63,11,26,79,37,50,77,36,46,62,70,11,34,85,94,99,11,25,37,92,49,51,81,35,31,15,60,63,96,50,25,80,87,71,77,80,55
62,95,68,73,37,40,95,27,87,55,68,48,56,97,0,10,90,12,59,91,29,49,68,48,88,60,24,37,92,71,43,60,90,94,60,34,38,39,63,96,74,40,24,23,33,77,71,71,65,29,53,72,20,68,71,86,63,33,31,64,62
60,20,81,36,64,72,97,99,49,70,87,20,49,90,10,0,27,94,37,30,45,27,56,78,58,67,18,65,41,60,10,71,12,59,90,24,12,52,74,64,10,20,23,93,11,90,34,63,83,18,51,35,43,13,15,86,68,20,86,58,60
85,39,14,18,22,18,92,81,71,34,44,47,31,46,90,27,0,73,64,31,41,93,85,20,58,80,36,100,73,22,18,34,31,18,23,30,36,56,97,50,15,82,71,22,10,45,22,90,79,93,22,90,72,10,67,71,33,22,58,73,85
77,89,77,51,25,21,75,70,81,17,81,39,69,99,12,94,73,0,59,63,18,53,49,74,76,84,20,77,66,64,16,42,27,87,19,41,12,49,40,51,85,29,81,14,23,40,14,76,58,46,68,29,88,23,79,81,12,67,62,94,77
85,32,45,67,55,33,20,70,81,50,95,100,98,23,59,37,64,59,0,48,56,36,26,17,30,83,39,79,80,71,17,77,34,63,53,50,69,77,91,12,12,79,77,40,20,60,57,27,18,56,74,38,43,92,11,64,33,71,21,99,85
92,18,35,63,82,92,71,57,75,73,45,26,70,71,91,30,31,63,48,0,81,44,65,92,10,74,30,47,83,69,38,40,52,34,32,12,99,48,37,62,64,56,26,88,44,87,35,12,63,74,18,62,11,75,22,36,54,83,47,29,92
61,91,79,41,71,37,22,52,65,48,16,39,88,87,29,45,41,18,56,81,0,58,70,97,91,56,82,34,91,27,72,65,22,81,81,83,12,31,99,75,73,39,46,67,37,79,63,93,52,78,87,57,27,62,85,44,85,70,94,55,61
90,98,29,33,35,16,55,30,77,37,51,19,98,77,49,27,93,53,36,44,58,0,84,54,68,52,88,70,96,81,26,58,91,23,28,68,38,35,55,93,55,68,88,70,67,85,68,99,61,10,71,45,32,11,21,26,39,45,81,16,90
62,11,77,57,15,92,86,39,48,26,73,39,66,82,68,56,85,49,26,65,70,84,0,93,34,87,92,49,100,70,19,77,22,18,37,21,69,64,14,39,40,21,40,65,56,98,26,31,60,72,51,76,14,31,45,78,43,80,38,95,62
68,83,50,87,52,98,52,68,12,51,40,22,14,57,48,78,20,74,17,92,97,54,93,0,58,44,65,40,36,85,99,11,22,25,25,25,94,61,10,55,18,23,29,40,100,19,10,84,75,14,73,65,91,77,21,67,70,50,75,94,68
