90
0,4,3,1,4,2,3,3,3,1,2,1,4,1,2,1,3,1,1,2,2,3,3,3,2,1,2,3,2,4,4,1,1,2,3,1,3,2,3,3,4,2,2,2,2,2,3,1,1,3,2,2,4,1,3,2,1,4,2,2,2,4,3,3,2,4,4,3,1,1,1,3,3,2,2,2,4,3,4,1,4,2,3,3,2,1,3,3,2,3,4,0
0,65,50,52,82,65,19,92,94,12,72,27,37,90,72,16,25,81,51,90,61,90,76,36,20,89,83,37,17,37,64,15,64,51,83,54,52,60,100,38,77,51,34,41,98,96,96,60,39,85,84,34,94,54,63,49,72,75,31,25,14,62,22,81,42,84,22,17,67,26,19,100,92,27,50,73,69,30,28,29,30,11,29,18,61,13,97,71,28,65,81,0
65,0,94,65,58,31,43,100,17,28,13,19,40,57,54,69,86,21,18,82,13,62,65,51,94,11,25,86,28,85,35,83,16,93,89,84,82,72,85,96,72,79,36,56,94,16,55,15,37,53,91,96,38,31,53,88,60,82,41,91,51,40,28,19,98,75,35,96,18,55,69,10,99,40,38,74,80,88,45,78,73,92,78,40,97,98,95,57,94,89,35,65
50,94,0,93,89,74,16,44,82,37,24,64,65,97,52,24,65,85,34,20,18,93,100,75,97,48,78,93,16,38,88,27,98,50,84,31,35,51,53,82,43,56,68,34,10,57,84,67,95,36,16,33,84,87,15,25,60,28,72,76,74,31,78,96,80,24,16,45,32,22,50,57,68,37,46,83,49,36,17,80,39,74,76,37,44,62,23,57,48,61,37,50
52,65,93,0,87,98,77,84,60,26,75,49,51,44,50,20,68,70,58,48,26,27,18,50,99,83,49,22,75,73,90,90,20,61,38,96,63,40,47,54,47,59,39,35,100,11,35,99,32,51,34,45,20,42,85,47,71,68,49,96,13,34,66,15,69,92,20,67,50,59,78,71,60,80,57,97,55,88,53,37,88,92,48,83,42,36,36,21,41,23,50,52
82,58,89,87,0,63,42,53,90,53,34,54,19,42,10,45,12,10,75,37,56,14,36,96,53,31,57,45,88,93,25,35,34,63,58,72,15,52,12,39,87,60,23,60,17,30,94,52,44,73,61,72,74,38,48,66,14,55,87,28,15,32,46,99,43,76,91,40,98,60,84,36,69,74,20,93,47,17,69,67,63,56,67,76,34,43,17,96,93,40,15,82
65,31,74,98,63,0,75,46,65,69,11,43,96,96,28,60,80,64,57,92,26,11,90,82,50,80,63,81,33,15,76,61,58,41,53,21,58,42,91,24,49,48,80,49,11,12,15,23,16,58,75,35,75,40,40,63,47,69,95,58,43,39,17,17,65,53,45,85,37,21,77,45,55,97,59,14,87,97,48,76,39,65,33,86,53,72,41,25,34,18,55,65
19,43,16,77,42,75,0,36,23,36,100,84,74,36,10,83,70,53,86,43,31,24,38,70,36,11,59,12,39,79,43,97,61,77,67,75,21,21,69,50,23,14,19,13,28,97,45,69,44,95,68,12,44,92,14,54,75,88,90,37,50,60,91,29,75,26,63,38,53,25,30,63,72,92,16,74,40,68,52,72,54,22,54,45,80,87,18,43,80,16,34,19
92,100,44,84,53,46,36,0,61,28,29,54,98,32,34,14,46,23,45,47,93,73,99,99,64,49,44,57,33,100,23,32,90,34,75,58,38,94,33,80,79,25,62,86,59,26,16,30,53,78,73,22,12,15,14,99,45,83,47,97,10,75,58,34,82,95,14,20,63,33,67,96,44,68,72,51,93,19,49,66,33,84,66,31,63,70,76,73,97,36,67,92
94,17,82,60,90,65,23,61,0,73,35,19,19,86,44,28,72,31,36,10,59,45,28,91,94,41,15,14,66,24,37,94,46,26,94,80,81,63,52,73,28,79,25,84,16,85,68,20,60,48,36,48,70,27,54,33,27,92,50,96,15,70,39,17,16,78,37,37,87,58,17,12,36,94,52,11,54,19,62,100,84,68,78,86,77,40,69,92,17,86,30,94
12,28,37,26,53,69,36,28,73,0,91,22,33,36,57,48,52,55,90,27,53,95,88,25,36,86,85,98,86,60,39,52,58,92,53,52,50,70,12,47,11,58,86,12,84,19,45,77,30,25,97,11,71,45,76,40,11,98,83,44,69,16,11,12,13,34,77,77,39,58,29,75,77,85,28,61,59,79,47,35,51,65,11,42,88,74,93,29,29,69,47,12
72,13,24,75,34,11,100,29,35,91,0,99,14,17,81,15,100,45,78,37,99,71,94,58,70,18,81,16,13,77,12,10,28,42,47,68,22,54,77,34,73,78,78,11,38,63,45,30,17,85,66,92,36,11,62,17,100,43,33,100,25,75,90,96,57,79,65,49,30,72,18,63,19,53,91,28,31,43,19,31,58,71,60,75,34,16,94,90,96,96,39,72
27,19,64,49,54,43,84,54,19,22,99,0,76,45,53,85,17,49,88,78,52,60,48,50,90,97,54,23,61,87,97,33,34,10,16,81,37,79,66,34,55,79,22,29,87,63,100,77,43,52,70,88,83,24,67,41,93,66,61,58,63,30,32,88,92,38,71,67,59,53,28,71,71,93,88,54,62,55,90,82,12,29,31,54,88,40,51,14,75,29,85,27
