46
0,3,3,3,2,1,1,2,2,2,2,1,2,3,3,3,3,3,2,2,2,2,3,4,3,4,1,2,2,2,3,2,4,4,1,3,4,2,4,3,1,4,4,3,4,4,1,0
0,72,96,64,89,28,24,75,63,47,45,99,18,84,10,75,70,22,18,30,48,53,57,40,82,72,60,63,62,95,19,45,99,10,91,12,34,85,98,92,97,44,76,68,35,33,58,0
72,0,75,60,57,83,26,42,96,50,26,88,85,56,51,47,29,40,100,10,20,83,52,82,10,94,90,92,35,23,18,34,40,100,82,90,87,29,35,53,62,19,92,23,96,42,34,72
96,75,0,82,85,56,15,26,13,28,30,88,96,71,42,41,99,34,48,14,94,64,91,29,100,31,41,30,63,79,92,77,96,28,31,27,64,67,75,93,31,19,52,68,41,11,47,96
64,60,82,0,51,37,60,59,17,93,73,18,32,98,21,14,16,100,66,100,20,98,61,49,40,39,51,74,26,33,20,48,87,90,15,62,98,78,32,18,94,17,91,88,18,12,37,64
89,57,85,51,0,45,27,68,76,72,34,43,42,57,80,17,57,64,86,93,60,78,89,70,20,12,84,80,75,67,97,49,76,62,35,35,95,12,54,79,31,26,72,48,49,56,83,89
28,83,56,37,45,0,47,26,87,37,32,65,21,22,42,19,56,63,24,91,90,56,28,97,50,89,50,43,100,98,97,34,80,91,32,41,91,85,13,25,35,33,31,79,84,43,42,28
24,26,15,60,27,47,0,49,16,86,15,92,69,33,16,66,91,37,34,17,42,99,63,63,58,96,17,45,68,58,29,32,80,88,74,29,80,96,89,13,60,64,11,30,45,90,58,24
75,42,26,59,68,26,49,0,70,42,63,85,83,27,12,56,65,41,34,10,100,42,20,15,88,41,92,72,28,36,83,83,85,94,80,10,87,57,61,97,17,41,44,24,92,90,46,75
63,96,13,17,76,87,16,70,0,74,82,52,91,30,36,99,67,31,58,41,100,86,85,29,100,42,75,35,41,29,91,27,57,11,43,19,62,28,11,79,51,66,26,31,47,59,76,63
