81
0,2,1,2,3,2,2,3,3,1,3,2,1,2,2,3,3,1,3,1,4,2,4,1,2,2,4,2,1,3,2,4,2,2,2,4,1,3,2,2,1,4,1,4,4,2,2,3,3,2,4,1,3,2,4,4,1,3,3,3,1,4,2,1,3,4,2,1,3,3,3,2,1,2,2,3,3,2,3,4,1,2,0
0,45,75,38,28,85,25,72,65,60,45,38,46,92,87,42,17,76,47,65,25,81,53,78,73,11,43,94,29,38,77,63,77,39,17,73,68,10,32,61,27,14,85,60,36,17,53,43,87,93,79,35,70,80,50,29,95,92,35,59,43,57,98,69,46,74,71,83,48,95,17,62,23,22,43,58,12,15,33,54,34,62,0
45,0,84,56,27,43,66,41,88,13,57,55,13,38,19,43,63,54,63,77,60,55,30,84,32,49,76,24,77,15,81,67,22,79,37,56,18,89,12,43,90,50,48,88,23,70,20,44,33,32,19,90,73,41,27,51,92,17,71,67,81,11,72,55,76,69,26,20,33,33,98,26,93,18,13,59,54,55,18,48,67,63,45
75,84,0,22,77,46,48,67,87,96,40,63,83,95,70,70,82,33,20,14,71,87,29,72,95,93,16,32,53,16,77,43,59,62,61,94,25,53,39,29,13,43,57,32,10,53,55,66,80,86,47,32,19,85,21,68,21,22,37,66,94,97,53,53,65,70,65,68,32,53,34,50,95,98,41,39,23,56,36,29,51,24,75
38,56,22,0,12,94,88,19,57,77,82,90,83,29,67,84,25,56,44,35,24,18,11,86,98,38,79,85,25,61,81,10,52,99,89,95,86,36,13,89,93,97,26,44,43,35,83,25,29,39,27,25,100,36,60,29,15,81,97,37,52,51,72,77,99,95,86,11,22,83,30,27,82,67,81,13,61,25,48,58,83,37,38
28,27,77,12,0,83,64,99,19,57,83,90,15,77,47,49,87,61,28,47,26,40,22,67,80,92,11,96,15,58,91,83,16,84,74,53,14,94,36,94,65,36,90,46,10,57,28,49,32,69,47,69,31,33,52,77,91,93,23,61,26,49,86,61,71,40,14,20,10,39,56,46,58,19,70,42,31,91,83,97,72,38,28
85,43,46,94,83,0,70,49,100,37,83,88,48,76,40,21,78,59,41,11,43,23,34,38,74,65,51,60,43,16,11,49,23,17,80,75,64,45,60,97,77,66,10,60,100,23,89,17,17,69,95,63,70,15,55,73,93,85,74,32,86,83,19,98,86,59,73,14,33,93,75,35,79,92,30,56,15,26,57,63,45,81,85
25,66,48,88,64,70,0,51,91,83,87,81,83,77,66,11,88,66,22,72,50,73,19,74,49,12,92,44,98,42,50,73,53,74,85,75,33,82,55,30,62,58,38,20,65,75,81,97,52,13,46,69,36,99,66,11,55,84,53,43,93,14,66,29,14,15,39,51,97,79,83,11,52,20,54,32,25,62,79,73,50,82,25
72,41,67,19,99,49,51,0,51,96,100,25,36,84,89,16,68,80,31,73,62,85,50,26,60,52,41,14,57,69,32,85,78,64,22,27,71,20,13,61,13,20,27,67,86,14,74,83,95,83,71,47,68,17,87,35,11,81,79,14,75,31,61,18,89,31,41,23,57,73,68,86,89,46,16,78,86,92,70,43,24,25,72
65,88,87,57,19,100,91,51,0,29,84,23,91,48,29,15,55,41,47,62,56,74,34,83,48,78,27,43,76,93,78,58,54,38,49,48,84,25,23,28,72,91,32,44,97,46,10,36,43,84,12,43,12,59,62,69,13,97,65,74,70,63,86,59,19,86,15,18,93,42,95,33,89,84,67,86,13,45,57,28,21,57,65
