100
0,4,3,1,2,3,3,2,4,2,1,3,3,4,1,2,4,2,1,1,2,1,4,2,4,4,2,1,1,1,2,4,4,1,3,4,1,2,2,4,1,1,1,2,1,2,3,3,3,2,1,2,3,1,3,1,3,2,2,3,4,2,3,1,1,1,1,1,4,3,4,4,1,2,4,1,3,2,1,1,2,1,1,4,4,1,4,2,1,3,2,2,1,1,1,3,3,4,3,2,1,0
0,100,67,49,76,72,62,69,75,76,18,57,87,46,93,24,32,75,97,50,79,19,58,14,76,50,67,53,16,29,16,84,58,87,25,73,19,11,14,77,78,57,13,85,19,87,84,59,52,16,42,19,75,57,52,75,41,58,28,53,88,81,19,44,42,52,42,56,57,98,86,50,42,29,100,57,69,46,97,49,24,26,77,11,19,90,41,71,75,64,13,34,28,32,96,76,83,55,50,99,62,0
100,0,46,53,47,48,74,27,85,84,33,28,61,15,65,95,51,10,57,80,68,26,29,21,25,98,91,51,52,10,16,53,32,15,17,72,50,68,58,85,63,21,82,11,43,88,59,24,11,70,87,69,72,75,56,79,42,16,21,78,88,67,54,66,37,80,14,57,95,41,84,56,26,83,86,86,81,40,94,17,93,39,53,23,56,37,13,83,33,95,99,77,99,77,98,15,35,88,91,94,61,100
67,46,0,57,55,56,71,84,23,36,33,90,35,94,86,25,47,15,36,38,82,11,99,40,89,86,87,40,50,97,86,43,21,31,41,70,98,45,32,89,69,55,38,86,100,55,59,58,58,74,96,28,83,89,82,81,38,15,64,38,34,72,25,36,42,11,62,44,86,64,64,76,59,92,82,84,48,29,64,11,64,22,50,72,40,14,25,18,43,11,69,77,64,80,70,55,65,85,59,98,100,67
49,53,57,0,100,11,24,50,33,42,65,75,82,48,23,93,52,79,69,54,85,47,87,27,45,76,41,20,90,31,36,84,89,54,54,90,91,31,39,16,86,64,80,82,25,68,84,51,67,58,92,63,24,87,17,38,93,61,57,26,85,82,40,32,36,72,43,27,84,63,20,13,33,77,16,51,96,36,84,11,81,33,49,55,78,52,98,93,10,58,89,59,84,93,93,71,23,28,52,94,100,49
76,47,55,100,0,44,32,65,19,59,72,46,77,66,55,49,92,60,41,74,17,25,18,68,11,47,62,16,60,65,73,74,28,61,54,93,48,71,36,43,61,75,62,32,90,86,35,68,86,78,14,40,14,43,69,88,86,54,46,71,45,48,76,29,32,16,98,41,60,25,62,93,86,41,45,41,40,31,81,43,20,25,69,38,11,15,63,54,67,77,44,40,49,28,79,83,16,77,60,64,66,76
72,48,56,11,44,0,62,27,30,99,34,63,10,17,34,30,21,96,52,92,89,70,71,10,42,17,38,64,12,52,44,65,40,79,47,46,87,54,48,65,77,60,11,19,48,17,89,33,43,43,47,94,38,24,98,40,45,35,74,92,12,41,32,53,28,84,86,14,86,31,39,33,55,73,50,49,54,90,88,35,13,19,57,33,31,42,15,27,90,87,22,68,13,59,35,17,42,73,23,96,29,72
62,74,71,24,32,62,0,38,42,98,63,97,72,67,19,87,58,41,56,60,25,66,92,53,84,60,60,35,91,18,57,42,69,73,92,100,41,73,66,80,25,63,94,74,70,31,28,40,25,76,78,64,56,42,71,76,40,27,21,78,69,18,38,84,30,33,57,12,92,69,18,75,68,38,94,20,54,65,65,57,57,24,94,20,56,70,14,51,33,84,63,66,40,41,13,36,57,10,81,47,27,62
69,27,84,50,65,27,38,0,75,48,49,82,37,92,94,52,53,68,75,21,41,25,25,64,70,59,13,15,87,20,59,73,76,88,66,100,82,76,23,45,33,50,58,94,99,38,30,91,37,68,56,31,22,11,83,30,42,30,74,62,10,91,44,38,93,93,63,66,44,14,73,97,94,42,13,81,86,24,86,28,29,23,39,22,12,51,92,30,21,75,62,40,22,20,79,51,73,72,23,46,43,69
75,85,23,33,19,30,42,75,0,35,39,19,31,52,78,100,31,60,61,90,31,46,56,34,36,80,53,86,61,97,85,93,45,38,100,38,12,97,13,62,36,33,29,32,94,61,59,85,73,93,44,54,58,52,20,42,74,10,86,28,74,51,41,42,87,57,41,78,16,92,52,64,60,100,86,70,19,22,67,71,56,32,48,66,55,92,65,96,21,64,11,64,43,31,11,52,12,25,84,83,85,75
76,84,36,42,59,99,98,48,35,0,43,30,82,98,84,30,85,13,73,41,94,60,44,39,78,62,53,19,52,86,38,28,72,95,28,73,41,93,16,26,68,37,13,86,80,94,11,29,73,46,28,59,65,99,18,89,19,36,99,11,63,64,82,40,37,50,17,42,40,37,16,84,90,21,88,43,97,75,92,73,66,87,39,40,20,70,36,70,85,94,82,51,66,55,58,15,47,37,63,51,83,76
