27
0,3,1,1,1,2,2,2,4,3,3,3,3,1,2,1,3,1,1,1,3,3,4,3,2,1,1,1,0
0,94,22,21,31,31,58,68,11,26,88,67,81,65,29,65,49,65,12,12,58,77,13,25,48,65,28,90,0
94,0,53,25,21,81,93,12,90,82,53,89,87,25,94,98,66,61,75,37,80,76,58,50,29,54,35,94,94
22,53,0,84,68,74,39,44,23,20,26,71,51,30,15,33,64,75,54,14,67,59,73,78,56,41,81,15,22
21,25,84,0,20,25,69,83,32,22,22,31,41,19,81,96,48,82,33,49,23,67,61,30,91,49,88,72,21
31,21,68,20,0,69,67,24,21,11,48,31,53,37,55,79,41,64,43,58,56,57,31,73,15,21,61,55,31
31,81,74,25,69,0,87,49,25,74,54,95,63,29,41,65,23,99,69,52,86,77,29,48,51,74,49,39,31
58,93,39,69,67,87,0,45,98,19,43,29,70,73,20,96,35,82,90,56,88,37,52,57,21,52,61,18,58
68,12,44,83,24,49,45,0,89,62,25,81,100,35,74,66,100,47,26,64,58,30,31,96,42,74,87,56,68
11,90,23,32,21,25,98,89,0,59,66,59,99,47,40,12,20,45,21,27,23,27,31,38,65,93,38,60,11
26,82,20,22,11,74,19,62,59,0,85,57,79,48,90,90,86,53,66,52,88,94,34,37,34,49,63,30,26
88,53,26,22,48,54,43,25,66,85,0,40,52,46,67,76,13,47,49,52,42,53,54,45,53,74,46,24,88
67,89,71,31,31,95,29,81,59,57,40,0,86,41,80,89,22,42,14,19,57,10,47,40,68,86,77,48,67
81,87,51,41,53,63,70,100,99,79,52,86,0,80,45,66,20,13,93,28,15,50,34,22,95,90,77,85,81
65,25,30,19,37,29,73,35,47,48,46,41,80,0,70,11,36,49,59,12,88,70,41,45,13,27,23,54,65
29,94,15,81,55,41,20,74,40,90,67,80,45,70,0,50,41,30,94,81,58,91,32,17,73,49,18,25,29
65,98,33,96,79,65,96,66,12,90,76,89,66,11,50,0,56,15,31,65,36,72,16,20,17,43,57,96,65
49,66,64,48,41,23,35,100,20,86,13,22,20,36,41,56,0,75,69,31,75,75,70,10,44,76,35,56,49
65,61,75,82,64,99,82,47,45,53,47,42,13,49,30,15,75,0,86,83,100,20,53,71,50,91,45,35,65
12,75,54,33,43,69,90,26,21,66,49,14,93,59,94,31,69,86,0,44,97,60,68,55,57,33,70,56,12
12,37,14,49,58,52,56,64,27,52,52,19,28,12,81,65,31,83,44,0,100,19,84,97,66,59,69,83,12
58,80,67,23,56,86,88,58,23,88,42,57,15,88,58,36,75,100,97,100,0,92,12,46,89,85,69,35,58
77,76,59,67,57,77,37,30,27,94,53,10,50,70,91,72,75,20,60,19,92,0,47,96,80,46,14,28,77
13,58,73,61,31,29,52,31,31,34,54,47,34,41,32,16,70,53,68,84,12,47,0,35,24,61,25,79,13
25,50,78,30,73,48,57,96,38,37,45,40,22,45,17,20,10,71,55,97,46,96,35,0,76,39,35,59,25
48,29,56,91,15,51,21,42,65,34,53,68,95,13,73,17,44,50,57,66,89,80,24,76,0,69,55,63,48
65,54,41,49,21,74,52,74,93,49,74,86,90,27,49,43,76,91,33,59,85,46,61,39,69,0,69,32,65
28,35,81,88,61,49,61,87,38,63,46,77,77,23,18,57,35,45,70,69,69,14,25,35,55,69,0,99,28
90,94,15,72,55,39,18,56,60,30,24,48,85,54,25,96,56,35,56,83,35,28,79,59,63,32,99,0,90
0,94,22,21,31,31,58,68,11,26,88,67,81,65,29,65,49,65,12,12,58,77,13,25,48,65,28,90,0
