33
0,1,1,3,1,1,4,1,3,2,1,2,2,4,3,1,1,1,1,2,4,1,4,3,1,2,2,3,4,1,2,2,4,1,0
0,79,88,97,88,92,99,81,79,70,41,95,74,91,72,73,72,65,13,77,36,99,31,76,23,57,43,73,71,84,42,95,98,43,0
79,0,33,97,86,68,46,98,59,88,85,34,76,23,51,14,84,81,59,73,24,16,99,51,65,75,64,79,89,44,70,80,63,93,79
88,33,0,64,43,81,59,57,44,81,44,23,88,60,52,48,28,35,69,58,89,67,46,40,36,69,87,75,46,61,70,23,30,60,88
97,97,64,0,65,42,12,85,68,69,87,84,22,77,57,98,70,43,53,14,78,43,12,75,45,27,96,56,22,76,20,54,43,47,97
88,86,43,65,0,17,80,38,86,48,15,51,15,87,43,20,22,75,18,56,81,66,18,90,34,63,62,96,47,63,72,48,99,54,88
92,68,81,42,17,0,26,58,61,78,21,63,33,98,28,35,22,70,65,26,24,79,27,29,37,36,31,67,63,43,89,18,26,56,92
99,46,59,12,80,26,0,48,95,23,39,74,35,76,13,94,32,46,43,97,79,25,54,22,31,95,37,51,82,40,62,49,81,84,99
81,98,57,85,38,58,48,0,54,64,82,14,76,37,94,47,15,84,78,24,85,40,22,13,92,38,19,88,18,36,66,37,49,58,81
79,59,44,68,86,61,95,54,0,55,97,13,50,76,21,40,15,47,78,16,36,27,60,19,78,51,40,79,48,87,56,39,23,27,79
70,88,81,69,48,78,23,64,55,0,42,39,15,84,83,88,60,55,92,83,79,24,61,30,89,99,18,100,88,54,90,27,96,81,70
41,85,44,87,15,21,39,82,97,42,0,56,32,94,77,15,73,10,53,37,55,52,49,30,94,89,73,73,46,24,13,35,89,86,41
95,34,23,84,51,63,74,14,13,39,56,0,61,19,35,71,31,23,18,11,19,76,70,24,99,58,28,86,12,14,81,25,10,22,95
74,76,88,22,15,33,35,76,50,15,32,61,0,73,26,20,96,17,33,80,16,93,12,72,68,13,81,43,75,91,83,81,48,25,74
91,23,60,77,87,98,76,37,76,84,94,19,73,0,98,21,23,43,56,47,43,48,32,36,67,72,48,38,38,92,59,47,10,35,91
72,51,52,57,43,28,13,94,21,83,77,35,26,98,0,97,79,34,39,78,28,77,45,81,61,23,92,16,13,19,57,11,93,11,72
73,14,48,98,20,35,94,47,40,88,15,71,20,21,97,0,24,61,67,41,78,40,87,37,52,57,73,70,39,36,31,97,54,11,73
72,84,28,70,22,22,32,15,15,60,73,31,96,23,79,24,0,82,82,34,50,98,71,92,59,85,35,63,69,56,57,34,47,62,72
65,81,35,43,75,70,46,84,47,55,10,23,17,43,34,61,82,0,37,14,22,18,95,42,31,100,68,100,67,84,26,31,55,45,65
13,59,69,53,18,65,43,78,78,92,53,18,33,56,39,67,82,37,0,26,96,48,52,100,86,46,91,12,53,13,23,55,41,63,13
77,73,58,14,56,26,97,24,16,83,37,11,80,47,78,41,34,14,26,0,83,34,92,32,59,74,57,19,56,31,84,23,80,81,77
36,24,89,78,81,24,79,85,36,79,55,19,16,43,28,78,50,22,96,83,0,79,87,63,14,78,40,83,85,25,41,59,40,47,36
99,16,67,43,66,79,25,40,27,24,52,76,93,48,77,40,98,18,48,34,79,0,56,67,57,72,38,27,98,50,28,86,79,79,99
31,99,46,12,18,27,54,22,60,61,49,70,12,32,45,87,71,95,52,92,87,56,0,13,64,38,63,100,47,36,79,80,11,64,31
76,51,40,75,90,29,22,13,19,30,30,24,72,36,81,37,92,42,100,32,63,67,13,0,63,56,37,20,79,15,43,49,59,76,76
23,65,36,45,34,37,31,92,78,89,94,99,68,67,61,52,59,31,86,59,14,57,64,63,0,83,57,67,87,29,82,55,95,63,23
57,75,69,27,63,36,95,38,51,99,89,58,13,72,23,57,85,100,46,74,78,72,38,56,83,0,17,49,63,67,74,99,22,51,57
43,64,87,96,62,31,37,19,40,18,73,28,81,48,92,73,35,68,91,57,40,38,63,37,57,17,0,91,19,98,10,70,16,90,43
73,79,75,56,96,67,51,88,79,100,73,86,43,38,16,70,63,100,12,19,83,27,100,20,67,49,91,0,18,87,59,35,86,18,73
71,89,46,22,47,63,82,18,48,88,46,12,75,38,13,39,69,67,53,56,85,98,47,79,87,63,19,18,0,66,99,86,87,50,71
84,44,61,76,63,43,40,36,87,54,24,14,91,92,19,36,56,84,13,31,25,50,36,15,29,67,98,87,66,0,58,72,24,37,84
42,70,70,20,72,89,62,66,56,90,13,81,83,59,57,31,57,26,23,84,41,28,79,43,82,74,10,59,99,58,0,52,84,10,42
95,80,23,54,48,18,49,37,39,27,35,25,81,47,11,97,34,31,55,23,59,86,80,49,55,99,70,35,86,72,52,0,65,86,95
98,63,30,43,99,26,81,49,23,96,89,10,48,10,93,54,47,55,41,80,40,79,11,59,95,22,16,86,87,24,84,65,0,71,98
43,93,60,47,54,56,84,58,27,81,86,22,25,35,11,11,62,45,63,81,47,79,64,76,63,51,90,18,50,37,10,86,71,0,43
0,79,88,97,88,92,99,81,79,70,41,95,74,91,72,73,72,65,13,77,36,99,31,76,23,57,43,73,71,84,42,95,98,43,0
