24
0,1,3,1,4,3,3,2,2,3,3,3,3,4,3,4,3,3,4,3,4,2,4,3,4,0
0,99,67,35,58,42,37,13,60,92,79,25,16,10,10,99,98,72,38,34,28,60,82,79,72,0
99,0,29,32,66,34,99,22,79,33,88,34,53,23,77,20,32,80,47,69,83,17,89,11,85,99
67,29,0,93,29,24,35,57,31,53,15,97,15,52,24,88,93,31,37,91,19,27,99,54,90,67
35,32,93,0,93,26,73,83,93,95,55,33,92,97,71,81,25,21,50,67,43,79,76,38,75,35
58,66,29,93,0,67,68,33,79,39,37,30,99,17,49,85,34,47,28,91,22,67,44,15,62,58
42,34,24,26,67,0,18,95,12,67,53,56,22,82,93,79,32,62,89,59,80,72,21,20,52,42
37,99,35,73,68,18,0,94,68,80,72,71,30,98,98,31,98,27,75,96,47,85,12,66,88,37
13,22,57,83,33,95,94,0,72,88,24,89,80,87,73,63,96,24,79,35,20,77,54,19,96,13
60,79,31,93,79,12,68,72,0,17,47,93,28,41,30,51,77,36,61,82,15,29,21,63,65,60
92,33,53,95,39,67,80,88,17,0,54,19,43,22,76,60,76,24,52,64,65,22,62,54,19,92
79,88,15,55,37,53,72,24,47,54,0,64,66,90,62,42,81,27,76,25,51,71,95,48,57,79
25,34,97,33,30,56,71,89,93,19,64,0,18,56,80,81,82,65,71,46,58,57,96,42,81,25
16,53,15,92,99,22,30,80,28,43,66,18,0,61,32,69,65,16,99,51,28,63,32,79,30,16
10,23,52,97,17,82,98,87,41,22,90,56,61,0,64,85,26,57,90,41,23,25,72,70,22,10
10,77,24,71,49,93,98,73,30,76,62,80,32,64,0,75,28,24,72,20,56,42,84,11,50,10
99,20,88,81,85,79,31,63,51,60,42,81,69,85,75,0,33,100,26,63,83,19,71,32,46,99
98,32,93,25,34,32,98,96,77,76,81,82,65,26,28,33,0,26,32,58,48,53,67,50,84,98
72,80,31,21,47,62,27,24,36,24,27,65,16,57,24,100,26,0,10,85,94,89,90,29,28,72
38,47,37,50,28,89,75,79,61,52,76,71,99,90,72,26,32,10,0,17,52,26,65,30,12,38
34,69,91,67,91,59,96,35,82,64,25,46,51,41,20,63,58,85,17,0,34,74,67,67,42,34
28,83,19,43,22,80,47,20,15,65,51,58,28,23,56,83,48,94,52,34,0,46,17,39,50,28
60,17,27,79,67,72,85,77,29,22,71,57,63,25,42,19,53,89,26,74,46,0,61,82,42,60
82,89,99,76,44,21,12,54,21,62,95,96,32,72,84,71,67,90,65,67,17,61,0,84,84,82
79,11,54,38,15,20,66,19,63,54,48,42,79,70,11,32,50,29,30,67,39,82,84,0,71,79
72,85,90,75,62,52,88,96,65,19,57,81,30,22,50,46,84,28,12,42,50,42,84,71,0,72
0,99,67,35,58,42,37,13,60,92,79,25,16,10,10,99,98,72,38,34,28,60,82,79,72,0
