70
0,2,1,1,2,4,1,1,3,4,4,4,3,2,4,4,1,3,4,2,2,1,3,1,3,4,2,3,1,3,3,1,2,3,4,3,3,4,3,1,1,4,2,1,2,3,2,4,4,4,2,4,3,2,2,1,4,1,3,4,3,3,3,3,4,3,4,3,4,1,2,0
0,76,40,48,99,82,25,48,24,22,17,92,16,50,43,91,31,33,20,77,43,58,18,76,75,97,26,78,59,36,12,12,52,42,66,24,51,24,46,54,17,74,97,68,46,49,52,56,37,78,74,16,71,80,20,21,46,64,36,98,20,34,13,98,19,70,77,65,80,14,57,0
76,0,38,14,45,55,79,85,35,76,51,96,55,12,41,10,95,28,75,44,29,15,34,15,24,92,32,33,76,30,56,53,95,93,41,52,83,100,87,79,35,50,24,57,97,10,56,60,52,16,95,87,21,21,47,94,25,20,94,65,99,32,17,52,27,20,98,99,55,92,55,76
40,38,0,34,21,43,65,75,81,61,44,66,59,90,43,49,68,69,94,32,89,32,66,20,23,93,81,53,19,100,30,75,68,45,50,46,75,42,76,83,12,46,78,12,54,33,76,60,45,55,13,65,48,18,95,17,71,83,61,47,85,60,94,36,58,23,38,83,51,46,77,40
48,14,34,0,80,73,83,84,92,56,86,82,82,11,23,94,45,34,35,15,45,65,50,91,70,21,18,44,44,88,28,84,44,42,29,93,87,65,28,23,40,19,41,62,19,34,15,47,96,77,41,63,41,15,38,38,14,50,20,90,19,55,13,62,97,61,53,63,53,93,10,48
99,45,21,80,0,48,39,53,39,40,21,31,69,88,46,78,30,49,12,79,57,67,86,70,74,76,75,14,63,48,62,15,36,11,98,24,78,94,51,16,66,42,51,11,43,45,50,19,63,74,13,55,35,67,97,85,16,72,16,77,42,36,97,83,29,98,42,88,30,46,87,99
82,55,43,73,48,0,78,57,84,89,60,90,70,23,40,44,33,47,96,34,20,19,78,67,34,72,88,34,61,24,100,58,63,63,72,92,13,69,40,74,80,61,19,46,16,68,63,47,24,32,39,14,63,90,60,94,90,15,55,88,69,62,37,27,56,90,10,96,48,21,26,82
25,79,65,83,39,78,0,78,78,41,64,22,46,48,66,58,40,57,47,89,72,95,76,16,48,20,34,71,11,38,11,42,82,19,11,75,75,69,58,23,42,42,28,92,31,59,67,63,61,52,64,99,99,62,43,23,15,25,87,58,92,53,16,71,51,49,72,80,35,78,54,25
48,85,75,84,53,57,78,0,87,58,41,72,21,33,26,82,57,26,35,28,72,78,94,64,16,50,57,69,85,65,18,30,60,65,24,83,92,84,47,64,39,37,45,99,83,23,87,99,35,100,56,24,62,27,13,53,24,19,53,20,97,83,85,96,92,79,80,48,13,50,23,48
24,35,81,92,39,84,78,87,0,89,38,39,37,78,100,89,61,40,23,81,78,49,40,92,53,54,88,63,89,58,28,80,69,57,35,48,77,43,25,93,30,82,64,29,24,46,86,67,54,88,63,88,40,38,71,84,98,69,11,53,56,35,10,24,70,18,23,65,86,45,46,24
