65
0,1,3,2,4,2,3,4,4,4,2,2,3,4,3,2,4,4,4,2,2,2,3,3,1,4,4,4,4,1,2,2,2,3,1,1,3,3,2,2,4,3,3,2,2,2,3,2,4,2,1,1,4,3,4,2,1,3,3,3,2,4,4,4,4,3,0
0,99,27,81,24,61,77,63,62,71,58,16,14,37,70,75,76,20,87,83,69,49,91,79,10,14,66,74,40,41,35,14,18,62,12,83,63,100,21,34,55,55,43,83,66,28,63,79,27,66,73,72,45,76,26,12,70,40,97,68,19,63,37,18,89,70,0
99,0,59,48,63,41,38,59,74,44,46,49,18,32,85,43,49,98,60,93,97,77,55,62,24,60,40,35,25,85,87,97,58,41,34,49,71,10,12,99,16,96,50,24,98,27,31,100,97,26,81,76,47,44,64,49,41,52,62,36,42,55,98,100,62,65,99
27,59,0,86,93,37,40,91,36,93,57,53,26,45,98,51,23,47,12,51,52,20,54,28,98,87,45,15,18,46,59,57,61,52,84,70,54,100,27,13,66,14,46,94,45,15,36,91,76,29,99,18,51,86,40,87,51,50,87,92,67,38,69,92,87,87,27
81,48,86,0,44,14,74,99,98,25,13,33,81,81,71,28,20,74,68,31,29,65,27,66,59,19,14,38,32,37,29,93,66,17,77,74,22,82,85,20,59,41,55,69,70,24,40,56,25,49,99,67,46,10,15,50,69,70,16,59,28,21,20,34,82,82,81
24,63,93,44,0,39,85,39,55,15,25,29,60,60,52,12,65,51,20,90,65,61,43,28,44,99,70,77,65,46,32,83,72,53,60,63,98,57,82,11,37,11,60,60,29,26,55,44,80,35,29,97,52,45,97,24,54,61,76,72,97,34,98,58,74,41,24
61,41,37,14,39,0,53,63,55,45,26,81,19,27,96,36,69,34,72,49,94,69,67,33,25,29,22,37,46,54,69,44,90,98,71,26,36,94,46,45,16,47,27,50,91,21,61,81,34,30,89,17,74,52,63,96,99,66,49,53,87,23,72,59,48,70,61
77,38,40,74,85,53,0,52,21,92,49,34,53,62,53,44,24,96,98,26,74,33,38,90,57,28,88,62,25,71,77,36,52,41,42,33,81,22,54,61,46,55,33,93,66,26,81,44,94,15,78,53,70,63,77,82,77,33,12,12,77,83,33,12,89,44,77
63,59,91,99,39,63,52,0,52,14,46,96,14,11,84,55,26,86,93,56,72,22,52,17,28,29,45,29,91,80,58,65,53,87,57,17,55,35,71,43,33,61,96,62,32,64,89,44,43,51,22,14,39,29,70,99,78,12,89,65,31,51,94,48,30,87,63
62,74,36,98,55,55,21,52,0,71,77,36,43,93,17,41,34,46,12,28,84,24,68,63,53,42,88,61,25,25,92,72,67,30,89,61,47,44,63,47,48,17,19,90,53,95,50,73,98,80,16,43,26,75,20,11,49,55,15,73,51,80,71,100,31,90,62
71,44,93,25,15,45,92,14,71,0,35,49,19,47,96,77,80,44,12,71,91,62,15,88,66,47,31,52,61,19,51,11,10,30,78,91,13,19,99,40,54,51,94,75,90,57,47,83,63,51,47,58,11,54,24,22,66,99,88,90,100,10,14,58,51,59,71
58,46,57,13,25,26,49,46,77,35,0,21,83,14,58,34,71,77,55,19,60,82,23,44,54,67,98,56,24,19,43,89,92,59,46,93,18,44,77,29,44,75,30,40,92,70,47,72,42,95,84,21,90,52,43,44,60,92,54,53,16,29,34,83,52,43,58
16,49,53,33,29,81,34,96,36,49,21,0,74,59,33,87,57,63,26,88,72,31,89,18,74,74,17,80,54,50,42,17,76,93,43,84,94,36,11,75,42,31,17,40,39,14,83,23,13,21,42,62,27,71,96,53,86,87,63,84,90,21,48,88,21,78,16
14,18,26,81,60,19,53,14,43,19,83,74,0,42,89,40,23,84,75,62,82,88,81,58,68,90,63,84,27,59,44,57,39,28,42,37,48,39,38,60,19,27,84,79,26,96,72,81,12,80,86,76,12,57,59,65,44,71,97,74,100,41,23,71,45,24,14
37,32,45,81,60,27,62,11,93,47,14,59,42,0,74,74,77,34,49,77,29,50,75,37,16,95,98,22,77,62,11,99,48,41,98,72,58,40,16,51,11,69,15,96,21,100,49,87,83,66,90,27,40,49,94,97,92,86,27,48,23,65,69,80,59,96,37
70,85,98,71,52,96,53,84,17,96,58,33,89,74,0,53,95,99,80,32,48,66,64,25,39,76,43,31,14,27,12,82,36,17,52,90,53,75,63,71,35,50,69,22,10,59,45,65,11,42,49,14,95,61,84,22,55,41,94,55,16,28,93,85,80,72,70
75,43,51,28,12,36,44,55,41,77,34,87,40,74,53,0,57,41,68,67,29,93,63,14,97,17,59,92,78,87,17,30,96,37,38,40,27,16,98,33,59,13,24,81,70,54,77,87,64,68,89,69,30,11,57,40,93,87,73,34,78,28,36,94,51,49,75
76,49,23,20,65,69,24,26,34,80,71,57,23,77,95,57,0,18,27,32,56,89,75,89,26,91,25,73,12,49,82,10,71,50,80,84,16,65,38,92,20,67,47,81,80,31,28,34,44,22,53,83,86,27,91,39,48,48,52,83,73,11,99,26,53,58,76
20,98,47,74,51,34,96,86,46,44,77,63,84,34,99,41,18,0,18,18,68,17,42,63,47,65,58,80,56,46,10,37,37,100,97,11,85,75,93,18,56,25,80,43,28,26,46,11,82,80,93,75,53,57,89,31,73,54,52,40,64,40,46,49,10,38,20
