92
0,1,1,2,2,4,2,4,1,3,4,3,4,1,1,2,2,1,4,2,2,4,4,1,2,3,2,4,4,3,3,1,3,2,1,3,4,3,1,4,2,2,4,1,4,2,1,4,1,1,1,3,2,3,3,2,3,3,3,3,1,4,4,3,3,4,3,1,4,3,1,3,3,1,1,4,1,1,3,4,2,4,1,1,3,2,4,4,3,3,1,1,1,0
0,32,47,36,58,90,72,39,13,94,50,72,71,95,21,74,69,23,18,36,28,22,47,36,78,10,21,91,77,94,68,45,90,81,36,12,84,91,39,47,35,98,94,15,61,64,37,67,76,31,100,75,85,20,64,28,73,54,30,26,77,16,63,25,99,30,26,72,38,24,58,53,18,80,49,43,91,73,41,100,41,38,28,18,41,35,13,63,39,87,21,30,53,0
32,0,47,24,57,31,59,90,31,13,96,35,22,60,77,100,57,78,88,24,93,51,99,93,37,13,18,23,55,24,19,98,82,49,72,33,82,85,76,86,21,72,94,99,51,83,80,73,57,71,47,21,74,60,21,25,38,68,95,23,80,64,32,99,51,92,98,53,48,78,30,67,55,67,29,57,85,88,100,52,53,88,55,57,29,65,11,81,30,45,15,53,85,32
47,47,0,91,41,80,77,97,90,52,36,48,72,39,65,54,44,81,75,49,88,40,22,56,64,83,56,97,67,65,91,91,51,36,64,11,16,47,71,37,60,39,35,38,13,55,69,17,94,57,21,23,92,100,99,78,96,56,27,39,88,76,64,93,99,91,21,36,96,56,62,67,55,50,35,53,86,68,99,27,71,21,89,70,37,17,47,71,22,63,64,80,53,47
36,24,91,0,33,49,100,25,64,27,18,41,18,92,12,52,97,52,29,54,61,96,25,35,63,46,14,67,71,62,35,29,17,45,14,42,40,75,70,21,94,53,16,51,94,49,88,62,79,62,34,94,28,24,22,82,42,30,85,38,48,18,96,26,17,45,52,36,39,80,41,48,39,78,15,35,55,79,57,55,23,89,67,83,56,17,35,91,98,25,17,97,63,36
58,57,41,33,0,97,30,85,25,30,78,50,96,37,12,85,18,52,74,25,26,16,69,14,43,51,31,24,79,75,41,72,87,55,70,87,90,25,23,23,20,51,37,34,89,10,27,80,86,35,16,80,43,25,86,89,98,20,12,93,78,55,13,33,64,67,30,83,48,11,69,38,78,25,44,10,28,84,21,65,38,56,10,87,47,20,27,95,50,89,75,84,61,58
90,31,80,49,97,0,33,26,73,24,82,15,51,39,62,57,46,95,52,36,94,32,69,45,76,97,46,79,97,57,10,32,65,41,87,37,84,69,33,84,65,62,44,54,77,21,79,46,83,49,33,25,79,87,98,93,64,24,49,44,95,83,83,69,71,53,31,27,44,74,67,69,89,86,36,43,42,57,67,94,75,76,13,35,15,61,19,16,24,25,14,51,69,90
72,59,77,100,30,33,0,75,88,10,72,77,33,37,31,20,73,29,46,77,52,71,37,39,22,51,77,59,75,26,44,54,16,66,38,42,53,53,95,85,51,34,80,83,96,66,16,20,77,40,95,64,43,42,23,29,65,15,40,31,31,83,16,17,37,55,46,70,71,91,73,32,78,90,51,80,67,20,72,62,62,90,61,21,11,47,53,65,95,34,26,26,50,72
39,90,97,25,85,26,75,0,95,22,55,98,32,47,25,78,56,31,70,58,66,75,87,62,57,78,10,35,81,35,12,33,54,94,73,74,91,48,17,34,82,14,72,83,97,92,72,23,94,41,53,44,33,52,98,38,61,80,70,22,68,57,28,41,23,35,11,91,85,23,53,87,86,60,17,100,55,48,70,86,48,19,99,74,59,93,77,43,11,38,56,76,19,39
13,31,90,64,25,73,88,95,0,34,100,41,51,24,92,99,95,77,99,49,41,93,28,77,85,27,91,22,43,34,67,74,35,64,90,85,44,86,61,27,50,71,66,68,26,28,83,37,61,78,99,95,68,53,62,77,61,78,59,76,78,91,26,30,91,11,98,14,97,23,28,13,49,84,44,100,39,21,89,100,35,36,97,75,83,99,73,64,37,94,66,42,98,13
94,13,52,27,30,24,10,22,34,0,66,32,53,71,100,26,39,42,24,24,72,100,15,63,50,32,22,91,80,38,38,47,12,52,81,77,75,86,90,66,80,39,71,41,37,65,61,15,88,43,27,30,94,48,50,91,39,61,54,12,21,61,97,62,70,30,82,90,90,54,14,88,30,28,67,51,38,31,67,26,64,66,92,49,28,40,39,44,52,23,56,18,79,94
50,96,36,18,78,82,72,55,100,66,0,48,71,16,50,64,35,47,19,71,50,16,15,87,95,90,19,50,17,22,63,57,16,97,81,80,51,45,47,68,34,28,84,61,19,56,10,65,67,78,89,10,58,46,36,70,95,94,53,74,10,98,72,98,12,18,66,48,23,15,98,76,83,72,67,69,52,96,64,52,39,92,95,99,85,53,10,40,50,48,81,78,51,50
72,35,48,41,50,15,77,98,41,32,48,0,49,67,52,61,58,26,83,12,12,50,70,44,84,66,66,10,32,56,50,73,42,33,52,33,69,84,25,47,60,73,69,24,26,51,82,93,35,10,38,72,93,80,85,26,70,30,82,45,60,36,94,33,82,17,56,84,10,90,46,29,21,30,82,95,57,91,50,62,58,14,98,55,19,37,29,25,17,55,27,31,69,72
71,22,72,18,96,51,33,32,51,53,71,49,0,40,57,57,34,15,56,88,12,93,23,31,76,48,10,36,55,88,78,76,54,93,29,79,85,92,66,18,59,12,34,68,86,81,41,75,70,46,12,91,47,47,17,21,45,37,12,87,11,98,91,73,49,17,70,39,60,96,56,61,48,44,43,44,76,34,98,39,34,94,70,98,98,95,26,60,25,86,24,36,52,71
95,60,39,92,37,39,37,47,24,71,16,67,40,0,92,13,54,81,96,89,18,68,45,23,86,78,33,69,61,27,23,99,53,15,73,10,56,46,38,99,29,49,94,59,99,95,59,85,15,90,23,16,27,14,36,60,73,54,57,35,45,28,15,10,67,95,75,60,40,10,64,79,79,10,94,98,34,58,45,52,33,27,40,99,100,23,70,16,90,54,31,40,11,95
21,77,65,12,12,62,31,25,92,100,50,52,57,92,0,94,56,59,36,18,51,84,51,44,56,100,68,20,57,51,97,39,57,98,27,73,80,12,32,19,28,29,56,37,73,50,11,90,66,98,23,84,86,76,46,16,43,22,49,81,99,65,74,13,65,96,72,75,42,73,56,29,69,62,82,80,18,30,84,65,31,72,60,63,55,19,31,96,48,70,26,99,93,21
74,100,54,52,85,57,20,78,99,26,64,61,57,13,94,0,56,60,70,43,52,81,32,65,85,32,21,84,90,87,62,56,16,20,52,48,90,44,86,51,36,70,22,23,25,87,14,14,10,94,47,60,47,90,65,59,25,29,98,56,78,16,80,19,17,90,58,94,68,16,38,26,62,80,70,31,88,45,52,10,42,62,85,88,18,49,41,52,66,97,39,55,18,74
69,57,44,97,18,46,73,56,95,39,35,58,34,54,56,56,0,14,55,26,75,96,36,70,98,71,59,91,42,42,98,50,25,16,57,63,14,74,78,20,13,87,11,72,74,21,76,51,18,22,83,44,23,60,24,99,10,97,18,74,46,29,65,35,99,30,43,48,97,25,22,62,23,16,53,91,77,16,32,25,56,40,28,97,75,24,53,100,50,11,76,44,91,69
23,78,81,52,52,95,29,31,77,42,47,26,15,81,59,60,14,0,62,42,19,17,73,52,69,61,95,30,99,76,84,24,18,99,34,77,53,47,72,38,48,88,40,94,81,85,82,85,14,48,83,14,39,13,23,39,60,44,68,69,21,30,48,95,70,38,19,78,27,96,60,27,66,13,44,55,36,85,84,39,45,79,37,86,82,17,95,97,85,97,73,28,52,23
18,88,75,29,74,52,46,70,99,24,19,83,56,96,36,70,55,62,0,13,98,38,99,75,56,54,34,96,74,46,90,82,47,65,46,58,65,22,73,77,64,30,45,81,27,91,15,41,70,94,22,49,45,47,70,95,92,53,16,71,86,43,12,97,94,24,48,53,64,18,71,97,25,25,94,44,26,52,22,11,21,30,85,37,92,18,25,79,50,35,68,67,29,18
36,24,49,54,25,36,77,58,49,24,71,12,88,89,18,43,26,42,13,0,44,13,94,47,85,99,24,14,30,12,32,81,26,66,21,39,17,22,61,61,85,73,95,23,78,20,67,30,36,54,57,46,23,77,76,45,48,24,68,94,63,42,46,47,63,85,54,20,41,23,69,53,13,59,51,27,90,45,33,87,86,57,86,22,81,56,65,59,77,40,65,36,92,36
28,93,88,61,26,94,52,66,41,72,50,12,12,18,51,52,75,19,98,44,0,32,83,80,44,97,49,51,83,82,68,20,14,97,61,36,10,27,94,82,55,26,62,54,93,48,91,64,82,97,84,81,59,35,97,66,74,60,59,15,15,75,15,48,93,94,12,67,64,49,56,72,21,18,37,89,74,61,12,95,50,41,59,90,60,18,26,32,54,43,99,23,71,28
22,51,40,96,16,32,71,75,93,100,16,50,93,68,84,81,96,17,38,13,32,0,16,100,12,93,40,56,25,13,12,58,68,42,27,69,100,37,61,27,23,19,92,39,81,66,13,36,60,89,56,30,18,49,79,92,91,32,82,69,49,61,79,90,63,90,43,80,77,19,62,90,86,34,39,46,91,20,32,82,70,86,20,18,25,14,68,82,53,85,48,59,66,22
