42
0,4,4,2,3,1,3,3,1,1,2,3,2,3,1,4,4,4,2,1,4,3,1,1,4,4,1,2,3,3,1,2,3,2,3,4,3,4,3,2,2,3,1,0
0,98,84,43,36,38,94,86,72,40,22,43,14,83,51,34,64,87,47,49,38,59,32,88,31,24,63,80,32,14,18,53,26,68,62,41,57,98,12,41,32,34,49,0
98,0,55,89,56,88,90,81,13,91,72,67,39,64,45,93,33,22,63,40,75,85,47,54,97,64,31,81,51,24,56,99,46,17,91,16,69,58,51,51,48,32,93,98
84,55,0,84,93,42,21,35,61,51,22,17,50,17,11,85,58,90,70,22,27,11,82,68,18,45,85,99,63,16,36,41,53,40,12,62,99,84,24,57,74,11,22,84
43,89,84,0,74,20,41,16,88,25,68,18,89,80,51,12,79,16,71,24,21,66,57,27,27,86,49,14,62,46,59,85,30,70,51,48,12,31,27,44,59,54,58,43
36,56,93,74,0,44,85,96,68,32,95,24,80,41,50,35,55,11,15,74,38,45,93,28,41,44,42,38,21,94,34,83,89,11,80,14,88,57,84,75,32,56,66,36
38,88,42,20,44,0,76,95,51,57,71,81,70,11,79,75,66,40,12,98,54,44,66,100,65,22,35,88,90,30,17,87,51,92,95,21,59,24,94,20,89,64,38,38
94,90,21,41,85,76,0,100,21,34,18,83,66,80,64,100,38,89,47,57,23,64,13,73,99,72,11,57,99,70,72,85,74,54,99,65,91,15,93,79,28,48,61,94
86,81,35,16,96,95,100,0,81,95,19,86,65,56,100,15,19,54,39,96,58,15,38,24,54,10,35,21,79,22,58,54,62,39,37,54,29,91,75,29,38,28,60,86
72,13,61,88,68,51,21,81,0,87,40,30,44,82,15,67,46,95,68,28,59,93,37,11,20,88,22,94,65,78,50,73,58,30,54,96,97,78,74,46,79,26,55,72
40,91,51,25,32,57,34,95,87,0,52,100,40,100,95,71,22,43,36,22,61,36,97,89,86,79,98,63,43,23,97,86,69,12,56,50,39,78,29,38,48,60,17,40
22,72,22,68,95,71,18,19,40,52,0,85,13,17,41,25,90,57,41,14,24,11,29,92,27,92,99,50,29,56,76,64,24,90,75,31,32,79,68,55,59,21,61,22
