86
0,2,4,2,3,1,1,1,3,3,3,3,4,2,3,3,4,3,1,2,2,1,1,3,1,3,4,2,2,1,2,1,1,4,3,1,2,2,3,4,2,4,2,4,2,4,3,1,2,2,2,3,2,2,4,3,1,1,2,1,1,3,3,4,2,3,1,2,2,3,4,3,4,1,2,1,4,3,3,2,4,4,2,4,3,3,1,0
0,79,59,31,32,87,76,18,32,54,88,89,26,43,21,66,57,51,58,24,17,77,78,50,15,99,99,74,90,85,79,24,73,86,63,21,69,37,10,62,11,15,69,85,33,73,59,64,31,76,76,86,66,79,16,28,24,68,74,79,54,82,41,60,85,100,55,94,27,95,57,29,83,47,61,31,99,72,18,23,48,96,73,93,54,44,63,0
79,0,66,58,19,18,89,89,16,25,16,64,65,25,51,68,97,71,38,48,67,24,36,49,63,22,21,83,57,15,66,35,34,60,13,10,92,92,87,94,74,89,85,81,21,84,48,34,37,92,44,89,56,31,36,89,16,95,68,12,91,89,34,53,75,79,89,47,67,26,33,42,86,45,70,90,39,39,36,22,73,82,12,27,47,97,64,79
59,66,0,48,50,40,51,87,54,71,13,76,94,67,87,72,38,30,28,43,46,48,85,54,87,88,31,13,71,14,80,54,79,86,20,32,54,67,43,19,58,83,14,11,81,11,26,80,23,18,74,53,64,94,59,56,44,49,90,73,36,87,79,27,68,92,44,38,54,78,46,52,72,48,13,21,94,23,34,44,45,98,67,35,37,20,30,59
31,58,48,0,61,30,22,38,34,14,22,73,13,33,15,62,17,84,100,71,31,75,92,95,87,18,98,81,19,27,22,13,94,57,72,82,12,37,27,51,95,26,69,46,72,51,47,43,67,54,87,84,54,17,71,19,95,63,74,40,87,21,41,11,94,67,65,83,61,93,19,37,57,93,45,68,36,48,90,81,11,56,10,70,63,46,46,31
32,19,50,61,0,29,93,35,61,50,96,67,63,68,81,51,58,33,75,82,80,86,47,55,31,28,45,35,48,68,46,29,43,35,41,53,70,57,21,56,32,85,96,63,39,31,49,39,82,40,13,14,72,29,47,66,87,74,46,61,70,78,42,93,54,34,27,74,97,70,53,25,91,20,24,46,41,93,23,99,31,22,85,27,57,64,51,32
87,18,40,30,29,0,45,40,74,30,55,47,30,80,51,60,66,100,74,89,96,62,61,61,54,65,45,97,41,48,63,71,23,35,45,44,20,34,59,65,14,89,90,99,57,10,17,94,13,92,59,54,47,47,21,52,17,91,84,46,20,83,31,77,83,10,79,93,73,97,54,75,20,43,100,70,75,52,98,34,96,93,13,23,69,53,45,87
76,89,51,22,93,45,0,24,48,66,89,11,32,31,27,97,66,40,83,50,59,80,35,76,55,35,55,18,58,86,28,99,60,41,30,75,69,58,69,100,42,60,26,72,72,35,88,57,35,18,72,57,33,63,32,15,60,99,61,71,61,75,33,69,37,52,79,71,56,13,74,97,48,30,93,95,62,23,71,67,86,21,86,34,49,60,75,76
18,89,87,38,35,40,24,0,45,44,42,86,76,51,97,93,23,84,97,20,47,74,54,84,23,11,22,49,67,100,68,66,97,15,64,35,55,11,67,38,92,53,63,44,65,19,69,16,24,10,48,63,60,88,54,37,100,22,65,17,25,57,94,100,24,38,56,63,52,28,29,20,72,83,37,28,24,57,83,95,84,82,25,44,95,58,13,18
32,16,54,34,61,74,48,45,0,71,92,33,74,67,58,25,79,55,38,57,50,69,60,53,96,67,32,17,84,25,60,100,80,43,93,39,71,38,39,33,65,56,29,18,21,17,59,87,65,70,77,14,69,81,71,71,48,96,17,97,77,92,77,84,92,70,75,38,46,86,84,69,13,82,27,43,12,79,56,46,44,80,82,63,44,81,65,32
