16
0,1,1,3,2,4,1,4,4,3,1,2,2,4,3,4,3,0
0,24,18,29,94,90,80,10,69,59,59,96,70,46,61,74,48,0
24,0,49,89,42,48,79,68,88,15,50,83,11,11,47,57,66,24
18,49,0,12,77,55,47,32,74,53,58,46,27,84,40,22,93,18
29,89,12,0,77,100,60,97,77,84,37,96,27,87,27,45,53,29
94,42,77,77,0,85,44,71,99,95,25,98,56,22,42,41,67,94
90,48,55,100,85,0,67,50,76,79,72,42,92,62,29,93,33,90
80,79,47,60,44,67,0,82,79,87,100,15,14,66,29,52,63,80
10,68,32,97,71,50,82,0,60,88,32,88,82,86,42,75,10,10
69,88,74,77,99,76,79,60,0,92,58,75,40,47,65,84,33,69
59,15,53,84,95,79,87,88,92,0,32,87,31,89,39,90,29,59
59,50,58,37,25,72,100,32,58,32,0,84,17,76,60,96,67,59
96,83,46,96,98,42,15,88,75,87,84,0,90,93,93,24,39,96
70,11,27,27,56,92,14,82,40,31,17,90,0,100,46,52,69,70
46,11,84,87,22,62,66,86,47,89,76,93,100,0,79,83,81,46
61,47,40,27,42,29,29,42,65,39,60,93,46,79,0,26,27,61
74,57,22,45,41,93,52,75,84,90,96,24,52,83,26,0,41,74
48,66,93,53,67,33,63,10,33,29,67,39,69,81,27,41,0,48
0,24,18,29,94,90,80,10,69,59,59,96,70,46,61,74,48,0
