22
0,3,2,4,3,2,4,3,1,2,4,2,3,2,2,3,4,1,2,1,3,3,3,0
0,57,38,76,33,68,14,55,67,97,96,49,42,46,94,11,29,90,87,97,49,90,59,0
57,0,62,52,90,47,83,11,85,99,10,100,89,51,87,20,25,67,68,31,81,43,65,57
38,62,0,32,34,23,42,70,20,15,60,46,51,99,88,92,89,73,10,52,63,61,54,38
76,52,32,0,35,16,37,53,47,64,92,45,67,69,69,45,62,92,29,92,48,77,74,76
33,90,34,35,0,33,64,21,76,19,33,100,87,48,81,36,89,72,92,54,58,37,23,33
68,47,23,16,33,0,17,69,37,92,87,24,26,68,86,38,75,16,15,83,36,49,86,68
14,83,42,37,64,17,0,18,57,57,85,82,23,14,37,18,37,90,36,62,91,75,13,14
55,11,70,53,21,69,18,0,97,91,75,93,40,21,51,97,65,98,55,87,86,30,15,55
67,85,20,47,76,37,57,97,0,82,91,14,65,45,99,83,28,69,93,75,44,19,68,67
97,99,15,64,19,92,57,91,82,0,23,93,48,46,25,94,35,34,99,68,64,92,43,97
96,10,60,92,33,87,85,75,91,23,0,80,31,14,28,34,16,79,89,60,72,61,25,96
49,100,46,45,100,24,82,93,14,93,80,0,80,36,41,11,22,69,61,93,22,44,22,49
42,89,51,67,87,26,23,40,65,48,31,80,0,50,44,85,42,51,24,68,98,41,47,42
46,51,99,69,48,68,14,21,45,46,14,36,50,0,33,59,61,26,57,46,41,94,66,46
94,87,88,69,81,86,37,51,99,25,28,41,44,33,0,80,20,80,36,32,100,27,70,94
11,20,92,45,36,38,18,97,83,94,34,11,85,59,80,0,55,16,97,57,49,31,73,11
29,25,89,62,89,75,37,65,28,35,16,22,42,61,20,55,0,29,78,34,90,31,70,29
90,67,73,92,72,16,90,98,69,34,79,69,51,26,80,16,29,0,60,43,85,37,28,90
87,68,10,29,92,15,36,55,93,99,89,61,24,57,36,97,78,60,0,28,95,48,87,87
97,31,52,92,54,83,62,87,75,68,60,93,68,46,32,57,34,43,28,0,77,55,74,97
49,81,63,48,58,36,91,86,44,64,72,22,98,41,100,49,90,85,95,77,0,55,77,49
90,43,61,77,37,49,75,30,19,92,61,44,41,94,27,31,31,37,48,55,55,0,53,90
59,65,54,74,23,86,13,15,68,43,25,22,47,66,70,73,70,28,87,74,77,53,0,59
0,57,38,76,33,68,14,55,67,97,96,49,42,46,94,11,29,90,87,97,49,90,59,0
