82
0,3,4,4,3,3,2,4,2,4,1,1,1,2,4,1,1,2,4,4,2,1,2,4,3,4,3,1,4,4,1,1,1,2,3,3,1,3,1,4,4,2,2,1,2,3,3,2,4,2,1,3,4,1,3,1,3,4,1,4,1,3,4,3,1,1,4,2,2,3,3,3,1,2,4,1,2,3,4,4,3,2,1,0
0,37,96,36,71,16,33,97,99,15,82,77,81,46,86,33,24,80,89,57,97,65,35,19,62,56,55,35,19,27,99,57,57,14,15,46,32,81,63,38,18,15,12,56,27,62,36,38,96,53,49,97,29,19,81,26,85,10,96,16,91,23,93,41,97,10,64,78,70,88,45,38,12,65,87,84,52,62,61,91,99,43,97,0
37,0,59,22,58,71,87,53,42,88,65,37,86,55,11,50,82,76,67,76,57,78,38,91,62,97,40,30,72,79,29,25,91,64,97,94,88,14,95,74,13,86,22,83,60,68,30,47,58,13,41,42,79,62,35,100,86,89,51,10,35,55,95,62,41,100,26,74,89,36,96,94,49,13,10,23,30,28,89,93,28,90,90,37
96,59,0,60,52,92,35,99,38,76,87,94,86,44,66,65,77,73,16,91,72,99,96,28,15,17,24,91,81,70,42,19,15,75,75,83,47,15,98,32,15,28,63,51,53,46,97,23,58,95,47,60,85,100,74,67,20,63,34,75,78,42,33,41,66,12,61,11,67,65,55,49,71,60,15,66,14,36,26,49,42,78,10,96
36,22,60,0,30,11,62,44,15,61,55,74,80,47,78,71,93,81,72,57,19,48,33,64,31,60,72,87,98,16,84,77,52,51,35,77,32,83,22,99,79,55,13,44,86,33,70,85,99,54,64,73,72,64,33,19,77,99,47,86,25,73,18,73,60,29,68,64,88,94,35,96,45,72,59,20,96,72,23,23,71,100,80,36
71,58,52,30,0,40,93,98,47,45,83,87,67,80,74,14,96,44,34,62,12,55,78,30,90,78,76,10,95,16,38,74,77,13,77,75,82,97,14,41,51,49,25,15,51,60,18,32,40,37,17,55,84,27,64,84,26,35,34,65,41,75,98,29,91,78,51,27,45,37,52,62,46,60,60,46,70,19,85,30,38,21,49,71
16,71,92,11,40,0,63,72,28,51,40,35,42,64,86,12,60,81,82,72,25,28,25,41,82,65,19,75,69,53,98,15,18,40,93,34,12,42,74,17,51,48,51,54,32,97,46,39,91,58,30,63,74,37,12,94,91,33,71,34,50,49,88,45,16,60,90,26,88,21,36,84,44,94,96,59,71,25,59,45,87,45,59,16
33,87,35,62,93,63,0,27,62,76,42,40,63,79,60,74,86,72,44,57,89,27,29,15,16,73,57,28,75,100,88,39,37,86,66,57,100,76,89,27,20,92,11,26,11,33,26,49,88,37,76,89,91,14,84,23,37,37,59,93,73,45,46,62,11,74,88,25,77,42,31,42,74,80,61,51,66,11,45,95,73,62,64,33
97,53,99,44,98,72,27,0,52,52,91,47,16,26,75,80,54,70,56,34,32,64,87,41,89,76,11,40,78,91,37,42,71,66,83,38,94,80,49,15,74,14,17,28,100,21,11,91,31,95,78,64,40,58,32,45,22,59,82,53,64,85,100,97,69,75,68,67,34,60,50,38,32,61,66,74,22,68,11,69,39,89,88,97
99,42,38,15,47,28,62,52,0,69,60,92,27,56,26,42,15,53,28,25,19,12,97,33,87,23,99,44,27,65,84,48,92,43,47,49,94,68,52,52,53,38,95,34,40,60,45,17,59,90,71,16,85,19,41,89,92,21,66,93,78,94,32,71,68,12,83,29,76,93,97,19,49,14,68,65,46,35,21,97,90,36,75,99
15,88,76,61,45,51,76,52,69,0,29,53,78,15,54,50,89,38,56,80,86,90,42,84,39,81,87,35,96,48,69,14,81,52,91,81,47,34,46,56,22,58,25,48,87,46,52,79,68,79,72,73,51,19,32,89,40,40,12,21,62,60,85,81,20,14,73,69,96,28,92,29,35,64,51,50,18,45,43,83,20,79,92,15
