98
0,4,2,2,1,2,1,3,3,2,4,4,1,3,4,4,3,1,2,2,2,1,2,2,4,3,3,3,2,4,1,3,3,4,1,2,2,4,1,3,3,4,3,4,2,2,4,4,3,2,3,2,2,4,1,4,2,1,4,1,3,4,1,3,4,2,4,4,1,4,4,1,2,4,1,2,1,3,2,4,4,3,2,2,3,4,4,1,2,1,2,2,4,4,4,3,4,4,4,0
0,17,57,89,59,73,28,21,11,72,11,86,85,52,94,33,88,62,97,33,29,56,39,88,95,46,34,48,55,25,90,36,54,68,62,91,95,64,41,88,72,40,33,88,24,37,58,99,89,50,20,64,23,62,87,61,45,81,38,60,22,41,10,59,74,21,21,71,76,39,59,40,33,39,95,48,25,33,56,38,48,61,21,27,33,58,32,76,81,90,40,16,11,20,27,46,17,35,33,0
17,0,63,47,88,79,23,86,73,56,68,53,29,12,55,43,89,94,77,91,78,28,35,73,63,86,64,51,50,35,11,58,83,48,22,12,31,63,14,33,89,12,59,90,74,100,54,48,64,72,49,54,38,95,63,93,69,13,16,71,95,77,83,60,80,34,60,67,68,84,42,19,70,59,45,77,67,72,59,26,58,98,70,42,37,84,30,93,11,100,40,76,11,59,46,76,76,65,79,17
57,63,0,70,34,41,32,38,100,29,97,93,91,17,26,94,95,20,89,88,74,69,63,29,68,26,90,46,21,36,93,55,14,27,20,42,14,48,37,79,58,45,25,13,24,86,77,10,77,96,42,85,39,44,95,13,68,94,77,58,72,50,64,72,25,12,89,77,93,63,35,42,18,46,37,91,21,62,27,62,15,78,31,79,86,91,72,69,37,67,81,75,78,28,55,37,40,58,99,57
89,47,70,0,90,58,20,71,96,27,19,10,88,38,92,53,96,30,85,91,21,84,72,55,66,87,57,48,81,98,26,77,85,57,31,10,19,58,65,93,86,93,45,61,79,47,18,53,91,32,89,86,53,35,60,15,94,36,86,48,83,54,48,44,16,15,77,94,46,80,61,84,26,55,80,34,61,14,87,32,61,96,82,77,76,52,57,48,91,63,79,62,91,69,20,22,43,53,17,89
59,88,34,90,0,56,70,44,12,75,98,53,34,22,20,53,80,86,42,52,14,87,73,86,36,63,69,91,31,13,80,98,38,35,12,63,94,49,97,77,51,71,26,86,80,76,66,50,16,87,47,23,29,59,31,58,27,37,91,73,53,13,62,18,32,77,77,54,25,54,100,81,83,31,67,39,78,43,25,10,44,92,33,40,31,58,11,28,16,36,46,74,27,86,64,76,73,71,67,59
73,79,41,58,56,0,28,66,19,58,97,72,76,87,97,99,35,83,73,35,76,90,13,70,53,44,27,65,67,35,50,65,74,65,28,94,41,92,64,87,34,85,62,95,83,22,28,66,34,69,49,75,26,32,87,32,66,68,52,52,20,93,58,52,53,53,21,59,17,57,98,91,13,67,58,27,47,85,60,84,99,41,38,81,23,31,38,55,59,25,19,60,83,44,17,46,66,59,79,73
28,23,32,20,70,28,0,82,17,82,58,82,50,25,97,35,100,49,77,54,45,23,70,22,11,24,37,57,92,10,79,63,31,44,55,34,46,22,77,71,85,41,20,24,33,50,57,82,87,24,14,15,64,19,53,36,13,49,12,20,51,24,88,69,55,82,76,61,27,28,23,24,36,31,73,20,39,57,27,98,98,48,83,100,26,23,14,50,43,90,33,87,85,29,14,19,26,34,14,28
21,86,38,71,44,66,82,0,33,92,100,79,73,63,72,87,83,18,46,68,68,99,97,21,26,23,98,53,61,43,81,65,25,86,57,100,95,50,91,29,86,12,31,29,32,96,76,20,38,54,23,69,35,19,51,91,17,90,90,94,87,52,29,19,68,75,53,61,78,95,90,19,50,72,10,93,39,16,60,73,41,96,21,92,46,100,82,28,42,10,14,98,59,44,63,31,41,47,24,21
11,73,100,96,12,19,17,33,0,44,37,30,34,59,75,77,11,83,25,40,24,78,61,27,54,64,62,55,75,59,22,25,23,17,11,29,17,80,40,52,48,78,45,77,77,38,75,58,85,52,96,38,37,15,91,74,12,27,100,69,55,28,38,74,19,37,28,63,44,90,47,67,89,14,67,86,17,88,31,15,11,14,50,88,80,87,10,10,90,40,77,34,94,38,20,16,14,66,63,11
