40
0,2,2,1,3,3,1,3,2,4,3,4,3,1,4,2,3,4,3,2,4,2,3,2,4,1,3,1,3,2,1,2,1,2,4,4,3,2,3,3,3,0
0,73,77,47,71,58,12,71,83,70,70,82,41,53,51,73,86,31,68,91,42,49,20,90,44,43,19,12,67,24,91,59,75,90,90,34,12,29,91,55,57,0
73,0,35,62,48,53,63,10,49,15,97,72,95,68,34,46,63,34,80,46,51,75,55,77,10,52,15,58,58,75,31,54,63,73,43,85,17,79,74,75,98,73
77,35,0,93,33,66,21,77,53,69,86,37,99,36,16,82,41,76,69,54,38,68,68,99,79,11,65,62,83,96,60,73,31,94,19,50,57,85,59,55,98,77
47,62,93,0,48,33,86,52,65,95,64,75,15,24,92,95,32,18,17,48,41,55,33,94,61,27,69,26,12,73,31,75,24,85,40,30,21,92,50,94,16,47
71,48,33,48,0,61,90,12,31,39,33,34,42,66,45,72,24,61,23,93,94,12,73,16,44,25,27,17,30,79,67,98,90,82,49,36,71,68,31,59,14,71
58,53,66,33,61,0,97,43,78,16,100,95,68,20,18,46,75,31,36,70,32,63,72,38,97,68,99,92,55,79,24,39,21,87,91,31,25,67,99,50,99,58
12,63,21,86,90,97,0,77,54,10,39,36,40,98,73,95,52,74,62,63,58,99,85,98,70,52,51,80,15,72,58,46,80,86,59,92,62,71,82,26,47,12
71,10,77,52,12,43,77,0,85,83,15,33,100,13,56,30,89,50,80,39,13,27,45,27,82,47,64,100,77,18,70,57,67,71,91,28,71,79,17,32,71,71
83,49,53,65,31,78,54,85,0,50,83,55,52,65,59,28,88,92,30,19,77,42,85,59,88,22,70,20,32,80,82,11,25,42,21,61,88,92,47,59,22,83
70,15,69,95,39,16,10,83,50,0,38,96,70,57,89,36,87,47,26,37,98,58,92,69,21,95,24,98,95,70,85,70,62,70,35,60,70,89,20,65,93,70
70,97,86,64,33,100,39,15,83,38,0,95,27,52,56,20,95,79,61,19,26,76,15,89,91,23,81,28,43,98,59,70,50,54,60,79,76,68,44,27,52,70
82,72,37,75,34,95,36,33,55,96,95,0,19,93,100,18,100,78,53,79,85,93,58,10,100,100,95,11,72,67,52,53,74,67,100,88,47,84,71,53,61,82
41,95,99,15,42,68,40,100,52,70,27,19,0,62,34,39,48,90,73,77,18,79,10,80,63,85,88,95,20,79,35,42,88,59,34,18,30,22,92,26,12,41
53,68,36,24,66,20,98,13,65,57,52,93,62,0,100,52,85,11,58,57,79,81,51,66,47,67,32,33,35,65,57,56,53,33,84,81,95,39,25,84,88,53
51,34,16,92,45,18,73,56,59,89,56,100,34,100,0,69,58,27,94,37,27,90,76,21,56,68,23,96,12,99,48,70,14,72,83,23,35,49,28,60,16,51
73,46,82,95,72,46,95,30,28,36,20,18,39,52,69,0,81,98,91,61,87,37,76,71,40,19,33,90,57,86,67,37,26,58,96,45,89,70,100,44,48,73
86,63,41,32,24,75,52,89,88,87,95,100,48,85,58,81,0,29,53,60,48,43,82,99,53,20,69,39,14,35,43,18,16,44,60,17,20,10,29,23,90,86
