87
0,3,1,4,3,1,4,2,1,1,3,4,4,2,3,1,3,1,1,3,1,4,4,1,3,3,1,3,1,2,4,3,3,3,1,3,1,3,1,3,3,2,3,4,1,1,3,4,1,1,3,3,2,1,1,4,3,2,4,3,3,2,4,2,2,3,4,1,3,4,4,4,2,1,1,1,1,3,3,2,3,2,4,1,1,1,2,2,0
0,13,18,69,30,58,100,72,25,10,35,99,36,76,46,15,20,99,41,91,71,80,62,29,22,23,15,59,73,83,21,88,83,50,46,43,55,79,32,72,72,15,16,31,30,51,34,22,58,37,96,72,67,50,37,95,42,25,13,88,57,79,10,88,61,50,10,22,21,47,39,13,92,63,30,29,55,55,22,46,14,72,23,92,86,28,13,15,0
13,0,21,12,45,71,60,65,56,72,51,48,79,68,14,62,59,51,96,11,94,91,30,36,88,17,83,11,22,90,36,58,96,69,21,63,82,18,74,72,60,96,49,65,35,81,31,37,49,71,97,12,41,81,82,39,83,47,83,40,71,40,67,32,59,20,52,55,19,80,36,80,80,45,31,82,40,37,14,73,62,72,42,83,72,78,67,18,13
18,21,0,12,54,64,39,92,51,59,76,14,24,93,55,44,49,63,29,48,74,31,53,76,36,39,89,74,12,39,66,97,31,75,64,48,32,83,70,56,82,88,82,26,51,74,74,15,83,71,40,67,73,25,35,99,37,79,38,37,68,42,83,87,80,31,61,22,85,37,30,54,98,51,15,50,56,48,57,50,79,89,34,21,12,13,30,34,18
69,12,12,0,10,76,16,77,95,13,69,23,70,78,93,80,93,31,38,84,99,22,22,70,10,58,94,21,89,65,98,61,54,88,78,88,88,78,67,94,29,32,19,47,46,34,25,24,79,46,75,59,31,79,78,32,72,24,77,39,39,53,94,65,55,37,85,88,67,92,23,97,96,58,76,79,60,89,66,62,42,18,20,65,57,100,21,10,69
30,45,54,10,0,23,25,72,43,65,24,30,31,39,82,93,69,62,97,35,15,42,90,45,75,33,47,37,10,44,83,39,68,81,76,87,32,22,42,16,49,99,83,28,49,23,50,58,61,77,10,49,65,95,53,77,79,70,86,91,87,86,14,39,24,89,22,55,10,74,48,11,42,34,71,96,88,80,23,91,97,28,76,68,42,63,77,90,30
58,71,64,76,23,0,93,41,93,35,16,73,53,24,80,36,90,40,59,37,74,89,78,55,86,33,48,25,15,78,52,43,64,88,98,38,26,63,54,37,14,38,88,85,71,90,93,72,54,68,15,19,22,18,43,100,67,33,53,42,74,37,17,31,17,75,51,30,40,41,57,86,76,78,85,46,43,92,92,84,69,85,35,27,26,94,98,63,58
100,60,39,16,25,93,0,26,22,77,78,94,100,41,24,51,45,78,98,69,18,15,57,32,60,87,31,98,36,66,96,18,98,26,14,70,79,33,74,87,63,82,90,79,52,10,75,26,97,59,70,50,41,25,78,53,70,94,14,85,96,89,40,84,78,65,73,35,13,63,16,19,99,89,50,18,93,35,34,98,62,54,60,53,38,49,94,94,100
72,65,92,77,72,41,26,0,30,92,53,38,18,55,68,20,46,14,37,36,41,59,20,19,69,56,10,30,63,84,68,86,60,34,65,11,70,48,17,23,53,50,98,53,38,50,90,64,28,34,44,55,72,20,96,86,26,44,23,25,69,15,17,69,43,77,76,69,83,13,22,79,33,88,49,31,11,47,78,95,13,50,50,47,19,10,20,45,72
25,56,51,95,43,93,22,30,0,66,71,74,16,55,100,82,86,35,64,26,99,12,69,43,64,68,76,43,68,70,51,67,51,56,23,78,53,91,51,83,43,50,32,66,19,29,40,90,59,41,84,89,33,14,97,95,97,38,62,35,92,17,89,40,83,88,71,57,92,26,41,20,97,32,46,17,12,14,61,47,44,37,11,63,34,89,45,57,25
10,72,59,13,65,35,77,92,66,0,77,74,99,11,32,73,38,17,31,87,98,82,16,100,44,81,22,85,91,13,35,56,59,57,22,77,54,49,53,93,40,48,98,54,54,40,58,47,84,42,27,98,37,32,77,53,46,50,46,72,96,21,52,44,96,78,29,70,60,97,49,43,83,77,29,48,39,76,24,16,33,16,16,20,85,25,74,21,10
35,51,76,69,24,16,78,53,71,77,0,68,42,79,20,67,67,26,79,50,71,78,52,53,91,62,92,50,70,17,50,39,44,67,46,61,29,95,33,88,16,84,18,77,96,55,88,67,34,12,57,72,41,60,70,51,58,28,64,72,48,54,63,55,78,11,67,85,26,87,11,95,89,19,32,69,35,20,15,19,17,75,30,98,74,91,62,91,35
