97
0,1,3,1,2,2,4,1,4,1,2,4,4,2,4,1,3,3,3,2,2,2,4,4,4,2,3,2,3,1,3,1,4,2,1,3,1,1,3,2,1,4,3,4,4,4,4,4,4,3,1,3,3,3,2,1,3,3,3,3,3,4,2,1,2,1,1,2,2,2,1,3,3,1,4,1,1,4,1,2,3,1,1,1,1,4,3,4,2,4,3,3,4,1,1,2,1,3,0
0,53,75,68,78,52,36,78,39,15,65,37,38,23,50,52,78,88,77,41,30,83,15,31,46,72,51,46,66,98,77,68,35,49,77,52,63,57,24,28,30,88,62,70,60,83,18,36,56,66,51,26,94,99,60,95,19,62,73,22,48,55,97,62,68,61,27,58,45,12,69,74,40,98,73,41,44,21,79,28,89,53,61,52,48,11,61,29,68,82,95,86,37,57,82,44,25,46,0
53,0,64,51,77,96,75,75,38,48,49,90,68,16,67,61,56,100,31,99,97,95,49,40,48,57,92,52,85,62,88,16,88,34,57,53,85,24,78,48,77,41,81,18,32,57,57,31,29,77,64,91,15,96,71,77,85,79,49,71,14,50,86,71,31,10,33,34,86,76,53,85,72,26,16,94,69,14,65,41,28,32,33,62,30,36,18,69,41,93,19,57,62,60,98,26,32,66,53
75,64,0,27,56,24,92,66,24,90,28,60,57,54,76,71,84,68,53,40,13,79,29,47,58,15,43,36,14,76,43,54,65,68,85,77,67,80,41,74,20,72,70,42,74,17,53,84,52,34,86,29,99,66,53,83,18,26,26,99,66,41,17,81,62,32,62,50,54,58,69,23,19,53,10,61,92,14,73,55,77,22,54,51,98,88,99,67,16,78,96,70,65,79,79,95,83,35,75
68,51,27,0,82,42,30,14,66,86,65,79,60,79,28,77,28,91,26,92,41,73,76,11,47,65,36,99,93,93,28,20,41,56,69,57,96,31,57,16,20,72,15,82,34,36,23,47,14,49,48,100,88,68,74,92,45,45,92,97,51,25,67,22,90,89,60,67,90,97,64,19,80,67,63,57,75,45,89,55,22,22,90,16,65,59,46,83,37,97,92,92,80,53,22,85,60,50,68
78,77,56,82,0,90,34,69,88,48,57,47,86,62,17,61,23,48,12,56,80,78,80,17,15,37,34,88,27,19,51,18,67,27,34,28,53,26,53,40,47,78,79,92,87,13,41,84,98,17,45,56,98,14,51,35,44,35,86,85,100,25,40,16,56,71,100,83,20,64,59,65,88,84,72,31,53,60,47,27,65,89,18,49,48,42,31,17,80,15,49,91,11,59,37,28,20,30,78
52,96,24,42,90,0,78,53,41,62,77,37,99,84,13,45,29,76,65,26,45,94,68,75,82,83,14,59,33,44,42,79,22,76,72,96,39,11,21,54,19,99,21,30,83,21,35,22,89,31,11,70,87,66,57,79,56,81,54,23,32,23,13,85,93,52,37,11,70,50,59,58,29,91,92,93,78,19,72,74,96,82,94,63,57,48,78,15,40,66,78,22,74,10,92,48,39,31,52
36,75,92,30,34,78,0,76,64,64,28,66,81,10,34,79,49,18,23,49,94,48,76,75,50,11,46,37,18,93,34,24,67,69,57,19,75,21,23,47,24,92,35,12,84,23,62,61,95,98,54,49,70,67,84,96,29,93,40,83,61,84,44,46,29,56,20,54,70,97,88,97,19,29,36,33,41,34,38,74,68,11,98,19,33,74,60,58,24,98,28,54,18,61,71,78,77,57,36
78,75,66,14,69,53,76,0,77,62,30,46,36,41,14,80,63,30,55,15,62,24,70,50,17,73,17,75,100,40,74,13,83,29,43,61,37,93,67,58,10,84,63,89,45,67,10,86,64,59,98,73,43,82,11,79,91,67,20,88,61,69,67,98,41,90,41,18,78,32,65,50,92,63,35,76,48,19,82,55,43,81,11,15,14,77,25,42,66,99,61,53,22,60,70,76,94,10,78
39,38,24,66,88,41,64,77,0,94,76,40,56,85,26,70,20,53,87,57,65,58,36,70,48,45,88,85,33,73,57,64,96,22,13,46,90,97,99,13,50,51,28,64,36,94,49,10,66,50,85,38,24,42,40,38,21,42,53,37,38,97,92,92,19,27,25,80,89,99,93,95,41,34,84,98,100,58,17,55,44,61,39,43,40,33,40,12,36,47,87,76,21,44,94,51,23,34,39
15,48,90,86,48,62,64,62,94,0,56,33,46,91,46,15,74,89,41,56,80,15,38,97,96,99,92,53,32,81,68,22,99,90,78,91,46,89,65,64,70,84,41,12,92,25,38,22,38,60,91,75,57,14,58,55,30,84,20,65,62,41,50,64,97,31,77,27,40,16,12,36,80,36,51,28,50,95,13,73,92,39,83,21,76,78,14,68,19,55,65,53,66,24,24,14,19,35,15
65,49,28,65,57,77,28,30,76,56,0,60,32,15,53,99,33,74,70,14,48,66,49,75,62,65,41,62,96,52,11,44,36,88,42,75,57,51,29,69,65,44,78,36,89,72,67,46,66,16,97,59,84,80,25,51,25,29,30,100,57,45,47,37,27,73,81,65,100,32,100,41,88,94,51,69,15,51,92,26,49,78,53,97,24,93,34,76,48,73,18,86,99,57,29,86,49,25,65
37,90,60,79,47,37,66,46,40,33,60,0,45,39,74,100,90,81,18,55,33,65,84,18,41,93,21,22,22,56,29,89,92,30,82,68,41,14,76,77,88,46,75,47,17,91,94,84,34,54,100,11,82,30,49,48,71,45,21,41,86,99,39,49,25,91,78,48,48,77,71,88,100,36,22,59,98,28,24,12,47,25,75,43,74,69,93,75,25,68,47,97,51,51,92,10,85,84,37
38,68,57,60,86,99,81,36,56,46,32,45,0,88,18,94,44,50,15,100,43,49,12,52,22,14,21,33,27,91,73,93,66,19,21,80,23,33,66,18,41,34,56,69,75,35,25,60,86,12,16,82,99,14,74,79,18,96,21,34,19,70,52,63,51,80,92,45,43,78,77,49,65,99,93,98,10,10,71,33,86,61,24,94,19,63,37,30,30,26,66,82,92,89,27,26,19,80,38
23,16,54,79,62,84,10,41,85,91,15,39,88,0,77,52,55,68,72,80,58,52,80,80,30,12,48,10,72,36,66,12,93,33,33,51,52,97,91,42,72,27,75,93,88,16,15,61,19,40,20,17,61,69,42,35,60,30,72,13,65,13,10,16,38,81,88,85,15,97,89,72,76,78,49,73,13,37,48,92,16,90,99,32,53,22,95,71,63,13,50,19,41,27,20,93,18,37,23
50,67,76,28,17,13,34,14,26,46,53,74,18,77,0,12,22,78,52,83,68,61,67,25,58,46,85,47,40,11,77,94,68,51,45,77,83,73,22,89,93,68,57,65,31,36,50,55,27,55,23,27,96,14,91,43,72,73,65,16,67,84,16,16,56,31,48,96,14,44,26,28,30,91,22,13,27,23,26,46,95,39,92,52,49,50,98,55,87,65,23,47,83,54,85,22,94,49,50
52,61,71,77,61,45,79,80,70,15,99,100,94,52,12,0,85,22,37,67,96,48,20,25,33,92,58,31,61,15,86,22,15,86,25,73,94,19,15,32,34,82,66,66,91,15,30,30,78,54,34,41,10,73,33,35,98,79,47,17,34,100,30,94,28,61,27,77,42,88,28,13,20,26,36,60,29,94,25,46,14,82,92,21,28,37,36,34,84,71,23,82,24,46,25,99,86,31,52
78,56,84,28,23,29,49,63,20,74,33,90,44,55,22,85,0,38,22,12,42,88,91,85,45,96,83,99,60,22,84,68,18,42,38,66,22,59,78,31,65,89,91,93,68,68,70,26,76,31,56,70,100,86,32,91,31,86,56,40,65,82,76,32,82,99,49,52,67,86,15,55,63,43,55,22,28,39,94,50,74,43,58,87,33,47,79,93,10,72,44,75,19,64,41,77,40,79,78
88,100,68,91,48,76,18,30,53,89,74,81,50,68,78,22,38,0,34,30,49,45,69,95,76,55,36,91,94,80,78,33,60,54,52,20,20,42,47,14,22,51,56,16,49,45,79,16,61,45,99,60,23,84,36,26,62,64,10,14,56,75,65,37,45,63,66,20,73,92,28,18,22,38,82,82,70,21,15,16,83,76,100,60,51,89,28,72,28,88,17,42,23,72,23,83,11,40,88
77,31,53,26,12,65,23,55,87,41,70,18,15,72,52,37,22,34,0,78,69,93,35,97,85,36,96,98,86,75,95,43,72,33,86,91,70,100,13,20,98,17,16,80,96,27,99,11,47,45,10,71,86,10,86,15,75,16,26,67,50,12,88,67,35,35,43,38,89,85,19,16,63,45,27,85,90,90,15,49,71,93,44,45,33,60,66,51,93,18,68,25,55,82,50,13,31,86,77
41,99,40,92,56,26,49,15,57,56,14,55,100,80,83,67,12,30,78,0,46,56,60,46,23,62,68,62,52,98,83,39,36,37,26,60,51,23,49,40,53,79,54,17,77,46,62,29,58,38,24,76,62,86,63,70,19,84,22,49,79,14,75,32,47,28,71,24,89,57,96,57,17,40,44,54,93,49,65,41,78,69,92,40,47,88,47,40,70,20,29,36,35,18,53,63,31,51,41
30,97,13,41,80,45,94,62,65,80,48,33,43,58,68,96,42,49,69,46,0,11,21,65,13,17,20,96,98,65,86,46,40,76,28,62,63,64,51,70,29,22,91,71,87,89,50,36,65,74,55,33,14,82,27,45,20,57,98,89,60,32,58,84,17,57,89,46,36,75,75,24,24,45,83,88,44,43,71,75,91,23,19,63,57,89,31,71,67,59,16,64,98,17,45,63,78,47,30
83,95,79,73,78,94,48,24,58,15,66,65,49,52,61,48,88,45,93,56,11,0,14,73,24,32,32,96,23,21,19,32,78,52,67,97,31,76,94,21,63,70,34,51,91,66,60,56,41,50,73,82,43,60,84,74,18,90,83,55,94,10,79,91,91,84,92,70,81,76,76,42,23,17,57,75,15,79,96,14,28,28,23,84,90,88,89,71,99,98,97,18,82,16,86,54,84,43,83
