96
0,4,4,2,3,4,1,2,3,1,1,2,4,3,4,3,3,3,4,2,2,2,4,2,1,2,1,4,1,1,2,3,2,4,3,1,2,4,3,3,3,4,2,4,4,1,1,4,1,4,3,2,1,2,4,4,1,3,1,3,1,1,4,2,4,4,4,3,4,4,2,3,3,2,4,4,1,2,2,4,3,4,1,4,4,2,4,1,1,1,3,4,4,4,1,4,4,0
0,48,55,73,59,11,95,29,27,57,15,73,40,34,100,93,98,38,46,84,98,52,79,24,50,47,22,25,79,55,64,73,56,16,35,21,15,34,85,18,16,73,40,55,16,14,13,87,16,87,61,20,14,27,65,17,36,54,16,45,21,96,19,15,83,26,89,11,34,53,48,96,62,21,96,88,90,74,86,13,28,19,24,34,63,100,97,93,88,43,89,35,32,58,13,96,57,0
48,0,91,31,17,38,14,31,47,50,48,100,71,49,78,91,69,59,21,73,86,26,54,43,12,88,72,14,49,26,39,70,19,90,48,100,84,72,46,20,94,23,34,39,34,77,18,33,100,95,10,30,100,32,34,47,48,78,68,23,14,48,56,74,88,68,81,95,13,95,39,96,76,81,78,48,44,22,69,10,20,50,82,15,71,72,39,53,72,47,39,11,78,18,91,43,16,48
55,91,0,30,94,51,76,30,23,59,57,98,82,75,79,50,41,16,59,55,24,53,47,81,77,30,69,75,70,47,86,15,40,41,97,30,26,76,86,18,55,49,34,60,90,52,77,50,77,69,24,80,25,15,77,67,18,60,43,46,18,24,38,87,26,50,96,54,67,46,60,68,79,33,25,41,46,53,95,62,11,74,76,19,71,20,36,86,62,86,61,63,17,96,14,47,90,55
73,31,30,0,21,40,89,72,90,50,84,73,62,37,81,18,27,65,76,100,75,75,24,24,32,44,100,89,13,21,53,44,82,81,36,39,68,71,79,13,59,35,52,67,36,42,80,60,59,30,72,74,14,60,28,19,32,22,30,79,90,44,16,73,28,98,69,63,79,27,31,68,16,79,35,13,29,22,51,28,85,96,72,55,11,71,51,77,63,71,60,52,100,31,82,78,46,73
59,17,94,21,0,56,17,94,67,75,34,40,29,73,74,17,40,86,30,86,11,69,63,11,96,74,35,53,73,20,43,81,42,15,59,39,33,39,46,81,48,40,64,96,60,72,61,20,10,68,66,48,61,21,12,40,98,31,47,44,94,59,76,13,95,37,53,73,71,29,27,47,33,86,33,98,72,87,67,63,31,37,76,39,14,93,19,39,77,45,38,58,28,44,49,89,94,59
11,38,51,40,56,0,35,19,58,71,67,55,17,27,27,98,58,72,85,84,65,52,61,26,68,15,79,97,100,37,45,17,36,75,90,25,17,24,56,98,12,24,13,43,38,94,43,60,98,87,89,28,39,50,20,11,38,34,21,32,56,23,60,13,13,70,49,80,99,54,92,65,47,98,93,79,92,58,12,44,38,78,93,63,87,19,16,91,32,48,78,26,22,37,67,26,89,11
95,14,76,89,17,35,0,68,62,87,18,18,75,28,25,39,15,63,79,92,27,17,100,67,50,88,91,23,91,65,95,100,92,35,62,19,68,49,77,53,15,24,51,100,51,11,48,74,54,52,61,75,97,97,44,42,95,80,49,98,22,69,37,61,69,26,64,95,14,70,67,78,21,62,52,84,17,34,33,27,89,89,72,69,37,26,86,84,76,42,92,11,27,59,60,62,29,95
29,31,30,72,94,19,68,0,40,24,26,45,32,76,32,51,38,57,81,48,87,11,20,62,55,49,47,53,26,35,84,61,76,50,15,63,15,35,79,73,83,54,88,23,40,17,80,53,68,71,40,100,40,13,52,64,12,98,66,16,91,82,14,15,13,57,18,21,46,88,35,65,83,70,78,100,36,58,12,96,64,12,11,58,44,98,99,18,63,86,39,93,40,31,87,59,55,29
27,47,23,90,67,58,62,40,0,50,40,44,27,11,80,61,31,47,34,33,33,84,75,99,43,50,30,57,100,89,50,25,55,36,32,42,60,99,76,14,90,15,26,98,75,81,89,12,79,56,88,35,52,50,10,53,69,87,43,100,100,26,81,51,27,28,36,12,100,50,11,21,82,55,46,59,46,50,20,45,100,20,37,97,93,89,34,80,57,75,95,86,91,76,63,55,59,27
