43
0,1,3,2,4,2,2,4,4,2,3,2,2,1,2,3,3,2,2,4,1,1,3,4,4,2,2,1,1,1,3,3,1,3,4,4,3,2,3,1,1,3,4,1,0
0,67,94,99,59,25,97,64,72,62,94,32,77,73,58,100,11,14,73,74,16,26,62,75,82,97,22,33,24,33,65,59,37,21,70,72,43,60,12,96,75,83,23,19,0
67,0,77,56,39,69,48,70,82,59,48,47,82,94,53,48,33,39,90,85,65,19,50,100,86,58,98,63,13,46,18,35,51,79,52,85,81,13,66,83,89,91,55,22,67
94,77,0,11,55,53,35,93,45,62,47,88,94,83,20,75,19,22,57,80,58,26,78,49,94,44,45,60,47,52,16,40,52,18,60,76,26,16,69,35,39,29,66,70,94
99,56,11,0,81,52,75,54,44,91,57,65,28,16,53,95,77,19,86,93,13,42,10,37,34,51,10,65,72,71,56,84,39,81,77,96,63,15,83,56,28,79,100,30,99
59,39,55,81,0,36,78,21,79,48,36,69,23,81,46,80,82,81,87,74,85,97,53,84,96,54,43,85,76,67,21,96,97,18,57,66,20,75,47,14,81,13,81,13,59
25,69,53,52,36,0,40,49,90,56,22,25,77,61,29,18,36,28,48,35,22,20,74,98,59,39,34,72,30,92,10,16,68,38,87,85,18,12,24,98,87,77,17,97,25
97,48,35,75,78,40,0,11,84,14,91,65,84,62,31,62,53,75,85,60,89,46,52,97,78,65,76,49,11,66,74,24,38,89,32,40,96,29,42,67,14,11,14,21,97
64,70,93,54,21,49,11,0,94,89,31,41,63,79,26,13,39,51,59,44,85,40,70,44,82,37,32,35,97,23,96,38,12,77,86,51,20,95,62,23,84,34,25,65,64
72,82,45,44,79,90,84,94,0,58,52,63,85,76,20,20,67,12,42,32,53,70,38,55,45,74,69,21,81,18,81,57,28,23,47,91,39,34,23,22,13,76,66,10,72
62,59,62,91,48,56,14,89,58,0,68,57,40,100,90,93,36,93,51,17,89,51,61,29,99,74,57,84,64,78,49,62,90,67,18,28,27,50,91,12,77,94,71,89,62
94,48,47,57,36,22,91,31,52,68,0,31,72,93,96,81,41,79,78,66,35,32,38,46,86,51,18,46,10,29,39,30,32,31,13,58,63,70,55,97,16,87,99,66,94
32,47,88,65,69,25,65,41,63,57,31,0,31,40,41,20,94,31,69,18,54,98,78,27,50,21,70,89,96,56,65,66,14,77,68,72,60,66,72,10,85,64,59,84,32
77,82,94,28,23,77,84,63,85,40,72,31,0,58,31,54,34,52,84,16,97,35,59,54,89,89,78,13,18,18,52,98,78,61,46,81,65,22,98,78,53,30,73,82,77
73,94,83,16,81,61,62,79,76,100,93,40,58,0,68,74,32,35,72,57,58,49,83,87,36,68,16,76,15,60,84,27,81,90,49,25,68,49,19,72,73,70,85,87,73
58,53,20,53,46,29,31,26,20,90,96,41,31,68,0,71,60,50,48,50,63,44,93,10,81,96,16,87,80,55,36,43,65,81,21,27,97,73,97,37,18,33,32,39,58
100,48,75,95,80,18,62,13,20,93,81,20,54,74,71,0,34,73,39,26,11,68,88,33,86,21,44,33,20,98,83,66,27,49,80,48,74,42,56,95,22,70,69,14,100
11,33,19,77,82,36,53,39,67,36,41,94,34,32,60,34,0,69,83,96,34,29,34,39,38,89,64,58,38,84,61,90,60,70,30,53,18,73,23,96,77,34,69,14,11
14,39,22,19,81,28,75,51,12,93,79,31,52,35,50,73,69,0,85,19,55,27,26,86,79,85,88,25,25,69,46,73,91,87,23,13,25,54,25,69,96,39,78,78,14
73,90,57,86,87,48,85,59,42,51,78,69,84,72,48,39,83,85,0,33,18,62,35,75,47,89,63,89,74,49,62,56,46,16,96,92,91,43,72,56,17,54,13,91,73
74,85,80,93,74,35,60,44,32,17,66,18,16,57,50,26,96,19,33,0,92,95,37,62,95,90,90,94,20,20,21,45,94,78,14,50,89,21,85,17,20,92,82,45,74
16,65,58,13,85,22,89,85,53,89,35,54,97,58,63,11,34,55,18,92,0,12,23,62,41,84,41,58,69,27,93,54,37,34,21,59,100,13,86,45,86,91,34,31,16
26,19,26,42,97,20,46,40,70,51,32,98,35,49,44,68,29,27,62,95,12,0,36,98,97,66,65,34,21,68,23,64,34,99,78,81,74,59,76,83,86,76,59,96,26
62,50,78,10,53,74,52,70,38,61,38,78,59,83,93,88,34,26,35,37,23,36,0,36,33,24,75,92,45,28,66,99,63,65,62,60,37,68,49,36,14,43,80,84,62
75,100,49,37,84,98,97,44,55,29,46,27,54,87,10,33,39,86,75,62,62,98,36,0,17,38,30,86,65,12,80,61,66,95,91,62,81,48,65,48,14,91,42,53,75
82,86,94,34,96,59,78,82,45,99,86,50,89,36,81,86,38,79,47,95,41,97,33,17,0,58,57,91,48,99,18,24,18,53,18,48,44,76,74,47,55,52,59,90,82
97,58,44,51,54,39,65,37,74,74,51,21,89,68,96,21,89,85,89,90,84,66,24,38,58,0,51,24,30,34,64,30,71,75,10,96,92,91,39,48,52,48,25,64,97
22,98,45,10,43,34,76,32,69,57,18,70,78,16,16,44,64,88,63,90,41,65,75,30,57,51,0,14,16,76,66,37,18,99,16,85,40,64,95,22,84,17,92,55,22
33,63,60,65,85,72,49,35,21,84,46,89,13,76,87,33,58,25,89,94,58,34,92,86,91,24,14,0,16,53,27,47,28,67,53,58,29,60,74,60,94,56,51,57,33
24,13,47,72,76,30,11,97,81,64,10,96,18,15,80,20,38,25,74,20,69,21,45,65,48,30,16,16,0,35,55,73,78,84,57,21,17,65,30,48,22,62,26,53,24
33,46,52,71,67,92,66,23,18,78,29,56,18,60,55,98,84,69,49,20,27,68,28,12,99,34,76,53,35,0,83,25,89,59,38,68,19,62,95,52,16,88,77,69,33
65,18,16,56,21,10,74,96,81,49,39,65,52,84,36,83,61,46,62,21,93,23,66,80,18,64,66,27,55,83,0,73,91,34,58,92,11,67,81,48,43,10,38,76,65
59,35,40,84,96,16,24,38,57,62,30,66,98,27,43,66,90,73,56,45,54,64,99,61,24,30,37,47,73,25,73,0,45,58,18,54,89,37,68,30,36,57,23,63,59
37,51,52,39,97,68,38,12,28,90,32,14,78,81,65,27,60,91,46,94,37,34,63,66,18,71,18,28,78,89,91,45,0,90,32,92,70,65,54,68,69,99,61,81,37
21,79,18,81,18,38,89,77,23,67,31,77,61,90,81,49,70,87,16,78,34,99,65,95,53,75,99,67,84,59,34,58,90,0,98,54,24,53,17,61,51,73,43,32,21
70,52,60,77,57,87,32,86,47,18,13,68,46,49,21,80,30,23,96,14,21,78,62,91,18,10,16,53,57,38,58,18,32,98,0,41,22,55,23,71,96,54,18,20,70
72,85,76,96,66,85,40,51,91,28,58,72,81,25,27,48,53,13,92,50,59,81,60,62,48,96,85,58,21,68,92,54,92,54,41,0,60,12,98,48,93,34,49,39,72
43,81,26,63,20,18,96,20,39,27,63,60,65,68,97,74,18,25,91,89,100,74,37,81,44,92,40,29,17,19,11,89,70,24,22,60,0,22,93,53,99,39,62,67,43
60,13,16,15,75,12,29,95,34,50,70,66,22,49,73,42,73,54,43,21,13,59,68,48,76,91,64,60,65,62,67,37,65,53,55,12,22,0,22,62,75,36,99,16,60
12,66,69,83,47,24,42,62,23,91,55,72,98,19,97,56,23,25,72,85,86,76,49,65,74,39,95,74,30,95,81,68,54,17,23,98,93,22,0,70,23,79,74,30,12
96,83,35,56,14,98,67,23,22,12,97,10,78,72,37,95,96,69,56,17,45,83,36,48,47,48,22,60,48,52,48,30,68,61,71,48,53,62,70,0,86,28,56,11,96
