69
0,3,3,1,1,2,1,2,1,4,3,3,4,3,1,1,3,1,2,4,1,1,1,4,2,2,3,4,3,2,1,2,1,3,4,2,3,3,3,3,3,3,1,1,3,2,3,3,4,2,1,1,3,4,1,1,1,1,3,4,4,2,2,3,1,1,4,3,1,1,0
0,75,65,82,29,28,35,90,24,87,37,12,49,93,67,80,51,100,51,35,87,64,88,59,26,75,82,65,59,81,92,53,45,73,96,91,69,13,65,99,86,75,65,92,44,13,35,35,43,31,30,91,42,45,81,36,12,21,84,36,69,95,20,72,50,93,19,11,27,67,0
75,0,78,87,76,90,71,57,49,43,68,91,85,47,46,22,54,38,53,59,42,63,37,99,18,66,34,20,35,99,43,25,83,92,83,100,56,33,75,95,55,69,75,67,35,22,70,15,79,43,38,79,51,85,33,10,97,53,86,42,57,95,64,89,68,46,21,14,15,34,75
65,78,0,56,28,62,94,64,42,75,81,12,32,71,86,99,60,74,24,50,49,76,71,19,99,59,85,64,30,78,38,22,71,44,50,39,28,45,97,53,35,70,18,92,39,36,95,14,87,84,100,82,45,29,89,30,21,26,94,20,79,44,54,25,93,37,54,43,96,14,65
82,87,56,0,19,42,32,61,59,32,11,27,17,74,69,66,27,52,11,99,17,76,99,86,13,96,54,16,68,69,19,13,27,32,18,67,22,41,60,78,75,43,35,13,79,89,89,36,13,21,83,34,30,98,30,20,63,78,42,82,92,13,23,34,68,10,23,36,33,39,82
29,76,28,19,0,94,46,100,38,81,97,97,63,36,38,88,90,27,12,45,81,13,60,81,63,95,23,20,85,92,57,47,73,70,11,89,51,50,16,20,31,28,19,97,31,70,55,30,95,12,16,97,81,33,76,54,10,24,98,80,97,96,25,19,54,75,40,84,76,21,29
28,90,62,42,94,0,23,47,63,90,71,56,45,44,14,33,58,35,37,11,49,23,21,37,21,41,91,76,31,37,15,10,99,77,51,64,77,48,73,74,82,92,56,41,38,84,45,36,45,38,79,44,80,35,92,36,11,41,34,41,29,62,81,86,98,20,60,34,100,71,28
35,71,94,32,46,23,0,59,71,25,18,75,13,42,100,95,14,62,36,92,78,10,82,81,15,45,59,53,28,17,85,15,76,48,85,68,55,16,28,61,45,29,72,21,82,72,67,100,49,52,31,79,62,30,100,37,55,45,45,47,33,46,41,25,67,99,69,66,29,27,35
90,57,64,61,100,47,59,0,45,43,50,75,32,73,35,66,68,13,28,31,75,28,90,47,16,84,85,18,34,76,94,80,21,26,26,33,90,14,39,74,49,82,95,35,16,58,22,37,45,26,57,42,15,60,94,30,33,57,98,22,88,96,97,40,84,21,75,36,10,19,90
24,49,42,59,38,63,71,45,0,15,43,87,67,17,21,92,29,46,77,59,25,94,46,42,90,67,36,40,28,32,30,100,96,33,15,13,70,35,43,10,41,17,99,27,93,46,30,19,30,75,87,88,70,78,74,87,83,10,56,20,52,26,66,24,47,61,43,81,14,19,24
87,43,75,32,81,90,25,43,15,0,78,60,69,63,41,77,54,75,47,78,37,98,54,66,14,86,94,28,15,23,76,45,11,18,89,32,66,28,68,94,46,85,90,51,21,92,39,70,53,35,17,39,32,90,73,88,57,66,40,48,94,17,76,91,68,48,43,97,77,78,87
37,68,81,11,97,71,18,50,43,78,0,22,27,100,24,31,40,76,66,41,43,44,37,24,80,26,57,63,21,17,90,58,30,13,44,95,33,22,69,15,43,12,82,13,87,45,35,89,81,29,11,41,98,94,43,96,11,19,29,46,63,86,52,76,76,27,91,22,97,32,37
12,91,12,27,97,56,75,75,87,60,22,0,18,65,40,33,70,98,22,13,86,33,60,96,59,27,52,58,61,77,89,94,95,33,24,29,43,29,81,42,35,77,78,92,92,43,31,82,13,44,51,28,63,84,37,28,82,40,99,63,80,83,62,41,89,84,77,78,89,14,12
49,85,32,17,63,45,13,32,67,69,27,18,0,13,82,97,49,32,26,41,19,56,98,77,71,92,28,35,100,62,25,62,91,46,78,67,21,87,70,68,77,65,82,100,25,21,76,42,44,27,81,35,78,36,49,73,87,11,78,75,75,36,15,33,75,79,62,72,70,52,49
93,47,71,74,36,44,42,73,17,63,100,65,13,0,74,69,61,46,38,39,71,73,22,44,29,23,19,17,67,79,41,49,100,41,27,46,41,74,28,24,42,77,86,21,88,44,97,77,17,42,83,86,29,11,16,57,36,48,37,82,28,39,63,60,45,52,77,11,84,99,93
67,46,86,69,38,14,100,35,21,41,24,40,82,74,0,48,96,83,51,34,40,40,42,24,91,90,72,83,90,88,42,40,48,82,26,80,25,85,29,78,96,54,80,74,88,95,71,94,60,80,24,71,96,45,43,56,77,94,36,11,66,41,70,57,93,45,30,28,76,69,67
80,22,99,66,88,33,95,66,92,77,31,33,97,69,48,0,19,72,43,21,78,89,79,46,44,36,34,40,94,92,86,85,48,19,54,32,99,36,35,75,90,89,77,58,24,90,74,51,89,59,100,15,32,70,52,37,58,94,43,79,38,14,44,38,10,29,96,21,90,74,80
51,54,60,27,90,58,14,68,29,54,40,70,49,61,96,19,0,40,42,39,84,79,55,65,88,89,28,19,50,66,59,86,53,46,15,43,99,38,12,47,62,90,43,79,32,76,69,85,76,56,18,87,46,60,26,24,12,22,45,100,47,18,17,29,45,11,46,54,61,73,51
100,38,74,52,27,35,62,13,46,75,76,98,32,46,83,72,40,0,45,12,26,44,15,52,96,41,71,59,47,94,20,32,56,10,13,25,90,62,52,60,79,34,34,66,27,74,100,39,15,66,96,50,53,50,78,72,79,90,96,84,45,67,90,34,46,32,96,94,49,86,100
51,53,24,11,12,37,36,28,77,47,66,22,26,38,51,43,42,45,0,13,93,76,16,75,82,58,93,40,98,35,26,66,82,63,43,97,23,10,91,45,10,38,11,82,97,93,15,62,69,73,78,12,50,50,10,46,45,26,24,65,30,89,17,36,66,20,13,79,23,69,51
35,59,50,99,45,11,92,31,59,78,41,13,41,39,34,21,39,12,13,0,55,50,39,23,20,32,13,13,22,45,30,40,70,60,55,80,38,36,70,21,74,54,70,36,99,61,88,65,81,61,51,84,87,69,90,83,32,68,14,33,56,58,37,47,62,35,86,43,33,100,35
87,42,49,17,81,49,78,75,25,37,43,86,19,71,40,78,84,26,93,55,0,24,71,51,22,76,29,22,28,26,12,19,47,70,42,87,82,90,66,39,35,50,93,78,17,48,67,91,34,77,38,16,30,19,36,73,58,100,32,93,98,56,16,96,77,31,94,91,90,11,87
64,63,76,76,13,23,10,28,94,98,44,33,56,73,40,89,79,44,76,50,24,0,67,20,88,76,44,12,62,49,55,54,10,76,12,99,78,87,74,37,76,75,57,10,28,55,77,63,72,91,86,76,89,32,59,36,75,38,63,95,45,61,40,36,99,72,42,75,94,75,64
88,37,71,99,60,21,82,90,46,54,37,60,98,22,42,79,55,15,16,39,71,67,0,32,81,15,13,86,98,97,81,83,22,79,12,63,63,78,37,43,92,38,49,74,95,43,32,53,20,16,87,84,52,17,15,56,80,98,43,75,56,64,77,98,22,32,16,18,18,46,88
