83
0,2,4,3,1,1,4,3,2,4,1,3,2,3,2,4,2,4,2,3,4,1,4,1,2,4,3,3,4,4,3,1,4,1,4,2,3,4,4,3,3,3,1,1,3,3,1,3,1,2,3,2,4,3,4,2,2,4,3,2,4,4,3,1,2,4,4,2,3,1,2,3,2,1,4,2,4,1,2,1,2,1,3,4,0
0,97,72,15,88,49,17,59,26,14,16,11,38,90,38,63,25,25,24,12,13,36,56,50,91,74,60,13,43,86,87,49,34,62,39,91,82,52,74,90,35,72,23,22,14,58,73,55,93,79,26,42,47,39,27,68,83,80,37,25,19,34,45,74,41,11,51,13,76,92,81,94,91,35,48,93,11,91,50,81,23,62,85,71,0
97,0,34,50,58,17,50,41,20,18,70,48,50,72,66,88,10,67,76,55,96,20,41,27,83,83,36,67,47,18,41,93,57,62,65,10,33,44,18,15,86,11,53,94,95,71,99,65,83,59,15,19,26,34,87,46,69,60,38,42,62,68,87,32,90,63,89,91,37,28,92,27,80,16,77,34,40,17,30,25,49,28,92,96,97
72,34,0,91,61,90,10,13,38,90,43,52,45,19,61,47,94,75,61,90,30,52,40,31,19,55,13,14,25,35,19,19,82,90,26,49,35,17,87,69,26,13,16,74,14,12,77,35,31,38,42,70,30,41,10,52,52,35,82,95,64,94,52,26,33,23,60,19,58,42,52,48,40,29,92,27,20,12,37,75,45,10,73,45,72
15,50,91,0,11,31,24,66,16,69,31,37,47,17,60,34,35,75,32,44,86,70,71,70,36,26,76,74,27,75,83,55,91,50,53,87,18,13,79,20,92,98,44,80,74,99,28,24,60,10,40,16,97,27,89,69,24,45,38,99,36,49,53,84,24,22,15,80,65,26,82,31,94,98,98,52,38,96,37,63,27,28,52,53,15
88,58,61,11,0,29,35,45,85,63,27,34,28,48,27,60,71,71,60,16,40,68,96,45,96,41,49,98,27,15,32,28,56,27,91,18,67,16,68,15,19,24,78,70,69,70,78,72,95,80,92,98,41,51,69,70,55,63,94,61,30,74,33,14,68,61,89,51,26,20,83,60,23,70,47,18,73,38,98,84,85,75,33,73,88
49,17,90,31,29,0,46,31,77,77,30,72,60,64,91,56,54,44,76,25,11,89,37,43,56,55,88,65,83,30,38,78,43,78,21,51,37,46,82,92,39,88,27,79,55,85,82,42,63,53,12,89,22,42,27,38,75,68,49,89,18,26,76,62,75,96,27,44,87,89,94,30,59,56,61,29,45,20,33,39,33,70,91,62,49
17,50,10,24,35,46,0,13,94,77,63,41,65,17,55,41,90,30,45,28,10,47,47,46,54,35,93,98,93,88,42,18,82,39,14,97,67,74,70,80,13,63,62,34,53,61,87,75,44,52,31,57,32,81,37,93,74,63,87,89,83,66,31,97,21,63,84,98,19,58,52,74,100,77,86,58,64,43,55,39,79,52,88,46,17
59,41,13,66,45,31,13,0,81,49,70,44,25,40,12,67,68,74,19,10,34,28,30,24,74,72,22,72,56,47,81,48,57,99,53,46,71,65,65,22,14,72,57,66,44,47,72,12,76,12,83,86,98,40,99,24,83,62,56,86,17,97,25,16,40,46,45,26,96,82,76,60,11,45,89,85,16,49,10,84,17,43,67,54,59
26,20,38,16,85,77,94,81,0,16,73,96,66,37,19,11,34,76,31,90,39,31,17,61,37,60,76,80,15,63,16,29,85,76,86,57,33,96,95,98,51,81,14,25,75,71,79,45,44,78,28,95,21,61,17,26,47,68,22,39,30,41,45,21,57,37,28,78,25,50,75,13,48,11,51,88,63,55,68,82,27,91,50,68,26
14,18,90,69,63,77,77,49,16,0,44,29,97,55,58,56,83,71,41,73,82,43,29,27,14,90,72,63,56,44,78,82,20,51,15,77,79,27,36,33,72,31,15,90,38,22,56,92,30,85,76,22,12,39,21,83,95,63,17,80,82,27,14,36,76,24,25,96,94,38,36,61,26,59,87,96,87,80,35,75,84,14,83,75,14
16,70,43,31,27,30,63,70,73,44,0,75,39,29,30,54,47,44,99,81,26,58,98,53,68,17,78,15,20,63,78,54,11,11,27,74,78,97,86,96,17,66,51,83,73,42,73,98,58,29,52,57,82,46,72,21,98,38,56,46,66,94,25,11,89,14,70,50,30,68,32,49,52,16,54,98,37,80,25,19,38,29,16,96,16
11,48,52,37,34,72,41,44,96,29,75,0,94,55,11,90,56,100,90,86,21,98,60,98,26,68,64,87,17,14,47,68,16,65,36,55,65,23,24,87,43,81,77,17,73,33,21,91,87,46,86,35,60,80,12,32,95,23,59,81,97,67,13,79,12,19,37,90,44,56,22,52,12,88,18,14,40,22,59,58,55,23,76,53,11
38,50,45,47,28,60,65,25,66,97,39,94,0,90,52,95,79,54,75,62,13,45,56,42,48,18,11,22,36,20,39,23,56,11,93,63,70,85,56,97,92,31,30,40,58,35,48,53,38,76,48,29,92,28,23,95,52,26,18,95,54,82,34,20,24,94,90,92,99,97,52,82,45,33,24,63,47,60,97,42,39,22,61,43,38
90,72,19,17,48,64,17,40,37,55,29,55,90,0,46,67,43,72,27,88,86,92,77,23,27,82,31,20,88,39,12,36,99,53,80,44,79,82,61,77,40,11,79,91,38,83,25,96,40,64,87,84,33,56,41,52,78,66,31,50,71,98,33,27,52,48,89,47,50,78,64,10,20,82,43,80,91,91,77,83,75,81,17,85,90
38,66,61,60,27,91,55,12,19,58,30,11,52,46,0,62,90,21,67,36,95,91,23,61,37,76,76,76,48,16,54,30,84,72,51,35,35,11,27,85,47,77,76,84,22,19,89,17,72,64,74,77,93,40,50,46,33,41,21,74,69,32,56,70,90,22,59,22,45,26,55,82,54,31,11,30,31,20,56,89,60,99,81,96,38
63,88,47,34,60,56,41,67,11,56,54,90,95,67,62,0,70,52,54,79,28,37,54,82,47,50,12,59,14,92,63,72,46,87,47,89,29,45,20,83,47,19,97,13,46,52,47,47,55,98,69,18,28,100,24,26,11,17,70,85,67,69,87,83,53,51,34,43,34,67,95,92,52,95,91,26,40,53,97,87,30,37,66,18,63
25,10,94,35,71,54,90,68,34,83,47,56,79,43,90,70,0,100,18,47,39,50,29,97,25,83,89,54,89,96,79,67,32,81,19,39,82,75,30,15,29,47,18,24,10,87,67,57,90,95,46,54,81,32,45,47,75,82,89,16,97,100,45,44,84,62,66,59,75,67,33,53,26,23,55,66,34,69,27,49,57,17,40,88,25
25,67,75,75,71,44,30,74,76,71,44,100,54,72,21,52,100,0,20,29,74,17,68,32,81,95,42,70,19,60,24,84,76,44,81,78,37,69,38,82,40,17,72,51,91,83,17,16,27,94,85,68,57,77,25,35,26,74,38,49,37,57,97,48,74,14,70,41,98,49,11,60,80,12,64,29,64,70,59,89,10,34,11,36,25
24,76,61,32,60,76,45,19,31,41,99,90,75,27,67,54,18,20,0,93,61,37,13,72,94,30,61,98,93,88,78,32,80,22,97,39,90,19,66,62,76,99,67,79,80,82,23,71,17,12,43,85,26,59,88,96,76,18,68,20,92,50,62,80,22,97,47,64,78,70,51,17,78,57,90,67,36,100,84,18,40,27,38,99,24
12,55,90,44,16,25,28,10,90,73,81,86,62,88,36,79,47,29,93,0,42,80,84,66,88,52,56,19,21,79,85,71,56,15,57,39,70,72,78,51,55,53,12,64,43,84,54,73,46,90,18,17,44,95,42,78,89,28,53,74,90,96,26,58,59,26,66,52,23,93,35,100,88,56,89,62,100,56,46,20,18,51,49,94,12
13,96,30,86,40,11,10,34,39,82,26,21,13,86,95,28,39,74,61,42,0,53,10,29,37,20,34,25,68,25,28,93,29,73,18,49,46,72,11,53,14,96,93,44,57,28,94,91,34,100,69,67,30,96,92,94,44,82,35,59,66,84,12,44,76,78,32,83,52,52,55,67,87,12,31,16,84,85,70,66,26,13,52,85,13
36,20,52,70,68,89,47,28,31,43,58,98,45,92,91,37,50,17,37,80,53,0,11,46,61,60,99,25,35,90,54,64,38,23,50,51,91,86,75,43,98,88,17,22,21,62,63,40,41,17,17,13,29,36,91,58,96,80,39,28,11,48,40,61,76,96,18,57,38,91,31,46,97,37,26,24,66,69,61,96,77,47,91,74,36
56,41,40,71,96,37,47,30,17,29,98,60,56,77,23,54,29,68,13,84,10,11,0,94,77,49,70,28,30,94,40,54,38,87,97,86,89,83,15,21,31,27,53,40,21,63,49,15,63,69,56,24,88,81,54,15,51,39,11,42,98,72,27,75,24,75,65,79,15,19,75,29,57,70,92,95,93,11,37,97,37,80,62,97,56
50,27,31,70,45,43,46,24,61,27,53,98,42,23,61,82,97,32,72,66,29,46,94,0,85,46,43,59,10,30,64,83,76,93,93,19,80,90,26,14,28,75,21,10,57,13,96,90,69,27,53,40,52,12,10,17,37,44,14,23,69,20,46,62,38,68,69,45,83,69,99,80,21,48,56,79,51,76,79,86,39,68,11,12,50
91,83,19,36,96,56,54,74,37,14,68,26,48,27,37,47,25,81,94,88,37,61,77,85,0,83,26,65,32,62,26,14,26,68,56,21,51,15,34,26,90,14,100,71,73,75,96,43,53,53,100,66,55,67,66,78,56,15,14,70,39,84,95,31,24,88,39,80,31,65,15,46,85,42,33,52,89,89,32,13,98,79,21,67,91
74,83,55,26,41,55,35,72,60,90,17,68,18,82,76,50,83,95,30,52,20,60,49,46,83,0,60,44,67,76,92,13,22,82,59,13,89,20,56,82,35,79,68,79,66,57,60,80,46,60,29,82,95,90,49,38,21,71,80,84,88,21,25,24,91,25,42,98,19,44,73,25,27,39,72,35,39,30,81,74,96,16,51,97,74
60,36,13,76,49,88,93,22,76,72,78,64,11,31,76,12,89,42,61,56,34,99,70,43,26,60,0,70,57,78,23,96,45,50,71,98,90,73,38,99,22,50,79,15,90,47,21,41,66,18,59,72,62,65,91,82,35,28,54,92,85,80,21,100,62,84,71,85,98,89,72,18,59,72,76,13,66,41,11,56,52,67,11,29,60
13,67,14,74,98,65,98,72,80,63,15,87,22,20,76,59,54,70,98,19,25,25,28,59,65,44,70,0,81,72,93,97,22,21,85,57,35,25,61,32,52,90,92,52,56,43,55,13,83,48,70,11,75,90,22,13,73,43,13,70,25,26,76,51,51,78,73,65,36,37,40,61,63,60,89,21,37,99,52,29,90,27,13,16,13
43,47,25,27,27,83,93,56,15,56,20,17,36,88,48,14,89,19,93,21,68,35,30,10,32,67,57,81,0,46,100,52,47,13,93,29,53,53,66,98,12,93,42,72,88,27,75,38,25,80,81,80,41,50,57,92,61,32,81,84,55,63,44,46,57,34,79,55,98,87,28,78,58,50,63,44,91,93,92,11,45,23,11,83,43
86,18,35,75,15,30,88,47,63,44,63,14,20,39,16,92,96,60,88,79,25,90,94,30,62,76,78,72,46,0,49,85,19,93,14,29,85,28,50,45,43,95,74,43,89,18,53,45,19,80,85,50,94,34,11,50,93,20,36,27,60,75,99,14,65,81,88,36,27,48,46,47,70,62,28,72,79,91,62,93,13,71,62,76,86
87,41,19,83,32,38,42,81,16,78,78,47,39,12,54,63,79,24,78,85,28,54,40,64,26,92,23,93,100,49,0,52,31,77,96,40,75,21,85,33,89,95,89,51,24,96,28,49,59,12,94,18,52,91,72,49,98,42,28,47,68,79,18,35,52,39,71,58,64,73,67,10,15,37,83,12,65,67,71,69,60,62,61,97,87
49,93,19,55,28,78,18,48,29,82,54,68,23,36,30,72,67,84,32,71,93,64,54,83,14,13,96,97,52,85,52,0,78,52,81,49,35,28,65,24,84,80,66,89,82,48,28,63,64,50,71,55,11,29,71,29,88,49,81,44,17,90,20,36,98,72,37,36,31,15,14,38,21,24,73,80,42,16,84,30,89,99,31,18,49
34,57,82,91,56,43,82,57,85,20,11,16,56,99,84,46,32,76,80,56,29,38,38,76,26,22,45,22,47,19,31,78,0,32,12,29,17,82,88,63,98,93,15,63,43,16,74,73,93,73,18,24,90,55,58,43,62,25,95,88,19,36,28,42,83,86,19,10,30,45,16,90,56,23,48,72,87,20,88,63,93,15,87,78,34
62,62,90,50,27,78,39,99,76,51,11,65,11,53,72,87,81,44,22,15,73,23,87,93,68,82,50,21,13,93,77,52,32,0,61,86,59,21,74,37,29,54,67,42,11,72,12,55,12,39,90,81,41,23,89,71,76,23,61,98,57,95,28,80,10,14,99,86,53,77,94,10,35,13,96,24,80,22,75,37,19,43,16,70,62
39,65,26,53,91,21,14,53,86,15,27,36,93,80,51,47,19,81,97,57,18,50,97,93,56,59,71,85,93,14,96,81,12,61,0,60,32,66,29,38,54,73,79,28,40,44,79,75,45,47,100,35,52,59,57,64,43,87,71,56,36,44,20,60,75,79,18,80,58,92,36,53,68,38,85,79,53,57,73,10,21,26,54,25,39
