22
0,1,1,1,2,3,2,1,1,3,4,3,1,1,1,1,1,1,4,3,3,3,3,0
0,51,46,17,71,65,21,14,12,19,55,35,77,99,16,37,100,12,90,17,93,40,65,0
51,0,57,12,95,81,71,90,98,52,68,54,64,42,61,40,75,66,25,46,23,25,67,51
46,57,0,78,22,71,64,18,65,82,15,72,16,25,76,74,93,51,76,38,14,95,82,46
17,12,78,0,50,62,51,73,74,35,41,37,59,92,85,24,45,18,44,70,98,19,44,17
71,95,22,50,0,74,21,26,71,49,80,17,34,15,98,62,66,77,33,59,74,89,11,71
65,81,71,62,74,0,10,20,93,36,79,54,87,65,86,61,16,46,87,26,85,20,25,65
21,71,64,51,21,10,0,17,52,68,15,22,86,13,52,47,49,61,88,83,54,10,86,21
14,90,18,73,26,20,17,0,88,46,62,75,98,96,90,91,20,54,28,22,15,62,21,14
12,98,65,74,71,93,52,88,0,91,44,29,45,67,98,14,78,52,85,30,31,59,98,12
19,52,82,35,49,36,68,46,91,0,49,86,50,86,64,81,35,40,44,43,33,41,95,19
55,68,15,41,80,79,15,62,44,49,0,97,59,35,13,91,68,58,77,44,12,28,28,55
35,54,72,37,17,54,22,75,29,86,97,0,86,56,27,43,86,36,69,52,48,74,14,35
77,64,16,59,34,87,86,98,45,50,59,86,0,62,82,44,98,74,91,62,48,77,48,77
99,42,25,92,15,65,13,96,67,86,35,56,62,0,21,22,43,65,53,46,54,88,61,99
16,61,76,85,98,86,52,90,98,64,13,27,82,21,0,95,37,74,28,33,44,23,21,16
37,40,74,24,62,61,47,91,14,81,91,43,44,22,95,0,33,67,14,24,38,37,60,37
100,75,93,45,66,16,49,20,78,35,68,86,98,43,37,33,0,44,48,22,82,31,63,100
12,66,51,18,77,46,61,54,52,40,58,36,74,65,74,67,44,0,36,22,41,96,89,12
90,25,76,44,33,87,88,28,85,44,77,69,91,53,28,14,48,36,0,38,45,22,23,90
17,46,38,70,59,26,83,22,30,43,44,52,62,46,33,24,22,22,38,0,93,85,34,17
93,23,14,98,74,85,54,15,31,33,12,48,48,54,44,38,82,41,45,93,0,12,80,93
40,25,95,19,89,20,10,62,59,41,28,74,77,88,23,37,31,96,22,85,12,0,80,40
65,67,82,44,11,25,86,21,98,95,28,14,48,61,21,60,63,89,23,34,80,80,0,65
0,51,46,17,71,65,21,14,12,19,55,35,77,99,16,37,100,12,90,17,93,40,65,0
