96
0,2,2,1,4,4,4,2,2,3,2,1,3,1,4,1,4,2,2,3,2,3,4,3,3,1,4,1,1,4,2,1,1,1,1,1,1,3,1,3,1,2,2,3,1,4,1,4,1,1,3,3,4,2,1,2,2,2,1,2,1,4,4,2,4,4,2,3,4,4,3,1,2,3,3,3,3,1,2,1,3,1,2,4,2,4,2,1,3,2,2,4,2,2,3,1,2,0
0,89,17,82,12,43,77,77,18,14,63,66,41,56,98,98,97,61,14,77,42,34,14,47,99,15,78,16,18,95,88,66,26,98,63,75,30,66,50,62,100,98,52,31,29,74,81,26,61,19,47,24,37,14,27,95,11,12,77,37,69,92,82,81,73,51,37,34,100,65,79,40,57,55,55,11,45,22,23,64,91,22,20,38,39,35,56,56,56,11,90,50,50,53,60,55,76,0
89,0,54,39,50,95,41,37,66,30,93,72,75,62,14,54,56,28,55,38,77,100,31,70,74,14,34,52,87,19,91,66,83,88,95,59,47,85,50,18,73,79,83,59,15,65,69,30,78,46,80,95,32,90,44,70,61,16,72,47,78,25,13,33,76,52,38,91,28,33,44,97,10,17,70,98,61,67,66,79,96,91,21,61,63,42,12,28,18,97,77,26,35,84,45,93,15,89
17,54,0,99,38,69,95,52,30,37,88,57,77,33,33,82,76,93,72,43,65,61,29,91,17,12,15,39,50,28,33,52,20,46,82,90,72,97,59,49,62,90,47,14,21,40,87,27,37,92,46,75,42,90,99,96,83,24,24,56,84,41,41,14,79,43,90,21,31,37,12,70,87,85,81,22,99,11,23,39,78,22,63,59,23,92,52,51,63,70,82,22,72,12,99,52,19,17
82,39,99,0,52,60,76,11,38,88,82,71,83,34,25,13,32,88,20,62,88,72,62,94,77,16,26,23,26,60,97,11,10,71,35,41,100,80,62,12,38,95,69,98,26,34,25,22,54,31,62,38,72,22,51,75,61,12,63,29,13,73,78,96,27,25,57,100,49,62,64,49,31,69,90,11,35,87,72,96,59,90,27,49,82,37,77,54,53,69,54,44,86,82,66,77,70,82
12,50,38,52,0,11,93,31,20,78,81,43,10,89,49,61,21,35,43,18,85,93,32,70,74,97,12,91,34,48,28,21,17,73,72,100,69,65,43,80,46,77,93,83,13,79,29,75,53,40,57,75,51,10,17,34,68,46,14,87,55,83,50,62,32,76,54,79,53,31,21,15,99,20,73,45,24,57,95,24,20,93,54,20,19,58,82,56,15,75,26,43,16,15,89,39,77,12
43,95,69,60,11,0,78,80,57,94,55,62,65,70,80,74,59,89,32,19,54,92,98,88,14,64,45,58,74,27,46,26,24,83,23,15,64,64,13,97,87,88,79,35,46,98,49,77,98,73,92,56,76,92,79,32,93,72,94,26,60,22,79,98,37,63,43,79,14,32,49,16,99,68,44,52,12,41,56,57,86,79,89,48,46,82,56,87,35,93,40,33,47,41,64,46,14,43
77,41,95,76,93,78,0,55,62,35,92,37,63,32,78,48,46,71,23,51,12,96,75,51,94,76,93,62,37,44,89,69,72,33,37,75,73,28,11,44,23,74,69,95,79,63,65,66,75,30,44,67,97,30,98,69,49,66,88,45,27,32,98,32,36,42,15,80,55,67,52,55,94,10,90,58,98,90,84,56,54,21,32,21,91,97,90,99,75,55,23,32,37,42,82,26,56,77
77,37,52,11,31,80,55,0,22,32,39,17,91,38,83,64,66,24,32,85,63,45,45,93,54,80,79,74,49,19,47,94,49,47,83,69,39,56,41,53,47,49,92,64,92,49,77,67,62,16,98,71,63,87,31,69,46,54,35,52,67,36,100,77,69,25,12,70,30,75,29,30,85,98,68,72,99,79,99,40,17,97,75,97,41,50,59,53,37,88,80,17,98,88,67,53,45,77
18,66,30,38,20,57,62,22,0,41,50,58,77,66,26,85,24,72,82,18,96,64,93,74,40,44,57,11,27,81,36,95,49,90,67,63,37,16,18,19,47,67,45,14,85,22,43,81,95,89,57,68,33,80,50,16,24,46,24,56,31,10,65,25,70,71,45,56,57,25,63,59,20,30,52,60,20,70,41,62,31,55,92,79,34,78,74,90,32,88,72,52,93,31,77,94,47,18
14,30,37,88,78,94,35,32,41,0,29,66,47,15,75,82,10,46,61,60,60,39,65,67,28,48,66,98,100,90,62,26,14,38,58,27,58,16,66,12,75,63,91,49,19,46,43,36,45,59,60,45,76,42,85,74,58,61,100,91,48,51,37,46,17,47,78,79,90,61,37,48,67,96,31,70,59,15,99,24,43,58,32,29,87,71,39,93,82,62,69,81,69,33,79,43,11,14
63,93,88,82,81,55,92,39,50,29,0,39,18,86,48,44,55,96,59,10,36,78,47,52,83,44,89,51,12,16,16,26,69,80,50,75,80,78,67,85,52,44,17,36,37,70,73,27,16,45,85,58,46,11,96,69,55,92,59,97,15,51,70,72,72,54,72,54,54,79,92,72,62,43,10,71,53,31,84,64,27,63,40,70,97,47,52,35,27,47,98,72,57,32,51,49,33,63
66,72,57,71,43,62,37,17,58,66,39,0,13,40,60,73,45,88,15,63,79,61,56,22,26,80,63,94,31,85,19,59,71,58,13,13,11,64,82,69,80,44,17,49,59,28,74,63,94,22,73,14,27,38,30,71,10,14,86,64,12,15,64,61,74,91,92,46,22,34,97,57,82,89,18,100,36,63,44,27,90,43,67,98,44,87,57,28,66,51,14,39,76,77,11,57,47,66
41,75,77,83,10,65,63,91,77,47,18,13,0,54,87,42,25,10,21,78,38,84,35,37,89,20,29,65,13,54,79,94,27,26,64,17,14,88,30,20,98,82,91,73,17,14,68,73,92,57,58,95,57,69,72,20,58,46,56,12,88,56,26,69,22,97,67,37,54,22,65,23,45,28,14,90,16,70,60,58,82,87,86,89,50,49,44,85,30,63,52,68,41,48,92,60,99,41
56,62,33,34,89,70,32,38,66,15,86,40,54,0,57,73,23,27,87,98,10,62,36,72,67,63,21,47,28,63,91,21,30,65,89,64,46,78,24,27,44,14,12,37,80,47,83,80,43,63,29,52,55,73,49,44,25,92,36,39,45,28,46,49,86,90,96,69,14,59,100,65,40,15,63,54,47,80,92,51,45,63,15,18,22,85,21,18,95,99,87,75,97,53,88,39,34,56
