62
0,1,1,1,1,2,3,3,2,1,1,1,2,4,1,2,1,1,2,1,1,4,2,1,4,1,2,3,2,2,2,2,2,2,2,3,2,2,1,2,4,4,1,2,1,4,3,2,4,4,4,4,2,2,1,4,4,1,1,3,3,3,2,0
0,57,27,52,52,19,40,90,73,54,83,98,76,42,17,45,62,23,76,21,38,17,73,68,43,86,65,51,15,76,37,88,54,37,27,99,66,100,99,12,79,71,33,66,46,82,42,29,35,90,98,61,26,34,26,28,27,93,69,59,14,52,84,0
57,0,13,72,45,92,23,22,92,97,21,92,15,63,10,20,63,98,83,56,99,49,86,85,33,82,87,84,70,44,50,47,68,61,47,76,85,24,28,34,88,88,11,99,87,82,50,45,55,93,33,59,87,74,64,23,67,41,80,55,18,11,58,57
27,13,0,83,35,43,37,27,27,65,74,44,95,92,56,66,94,24,29,40,60,41,69,15,79,12,84,97,55,44,55,50,88,88,70,15,10,95,24,64,38,78,82,77,30,48,52,93,36,56,33,83,100,80,84,85,32,24,17,71,75,17,16,27
52,72,83,0,26,94,40,39,91,77,30,85,82,21,100,17,98,10,78,54,39,62,85,90,27,68,51,20,11,42,73,81,42,51,49,54,14,13,100,69,95,71,54,63,36,18,92,21,90,70,76,11,44,21,15,30,91,98,97,33,60,75,45,52
52,45,35,26,0,22,86,38,82,47,29,44,94,13,87,96,42,76,47,92,62,31,17,19,93,92,63,91,97,55,45,32,47,99,15,71,78,23,15,95,72,25,23,39,68,53,83,55,17,83,99,66,22,38,28,64,18,55,89,60,63,61,83,52
19,92,43,94,22,0,49,86,99,96,82,69,67,21,59,62,75,61,10,99,76,48,23,70,26,51,13,20,92,67,52,73,89,17,59,16,18,22,46,51,85,71,39,55,40,87,99,96,68,58,53,37,39,13,64,24,30,100,88,56,15,98,45,19
40,23,37,40,86,49,0,31,12,95,73,48,47,46,100,15,35,16,96,90,88,72,53,69,10,92,52,85,31,54,21,100,40,35,66,37,100,23,74,57,99,14,18,62,11,35,90,44,53,71,15,11,18,82,65,45,89,99,44,60,86,65,25,40
90,22,27,39,38,86,31,0,78,80,99,14,10,43,29,38,14,95,29,26,29,14,80,93,34,95,53,36,10,44,81,67,25,85,71,90,57,12,12,40,47,71,51,76,42,24,70,48,39,44,22,64,15,97,89,43,49,80,92,59,38,25,83,90
73,92,27,91,82,99,12,78,0,34,45,13,100,25,88,23,75,53,19,91,82,31,20,97,21,21,38,50,54,12,80,27,23,33,36,63,80,29,57,28,89,85,99,38,97,78,54,94,10,17,70,75,74,62,48,49,11,72,95,76,12,42,45,73
54,97,65,77,47,96,95,80,34,0,81,35,40,85,46,80,27,21,79,78,54,71,43,21,89,20,83,97,79,14,97,67,83,56,71,68,43,14,63,68,87,41,38,35,64,21,54,92,51,78,12,31,55,36,21,42,21,27,90,80,92,88,18,54
83,21,74,30,29,82,73,99,45,81,0,38,44,74,63,54,68,68,22,96,72,82,48,38,95,13,44,14,71,30,23,15,20,94,67,91,53,93,60,95,68,95,21,65,83,15,36,50,53,44,70,18,57,83,75,50,75,41,89,73,69,89,71,83
98,92,44,85,44,69,48,14,13,35,38,0,43,10,51,67,58,73,92,16,77,68,63,35,58,100,91,74,47,28,50,52,54,47,80,48,52,78,23,94,91,68,18,17,40,16,14,15,63,67,31,91,47,76,17,93,21,43,79,17,50,75,18,98
76,15,95,82,94,67,47,10,100,40,44,43,0,67,66,86,25,16,23,95,62,30,65,40,51,33,22,28,21,60,44,81,75,33,70,70,67,61,61,43,75,70,57,82,59,22,18,67,45,97,51,49,10,87,26,32,97,82,63,83,70,20,28,76
42,63,92,21,13,21,46,43,25,85,74,10,67,0,70,77,30,51,21,86,97,99,32,27,41,39,84,46,94,34,20,21,64,65,84,19,39,74,21,55,57,30,44,32,67,50,66,49,30,40,92,15,79,52,39,36,90,20,86,47,89,62,100,42
17,10,56,100,87,59,100,29,88,46,63,51,66,70,0,43,85,56,17,57,63,60,57,87,40,33,12,12,65,59,60,58,71,71,66,53,86,61,12,35,89,52,46,64,83,28,17,59,63,14,20,72,66,54,53,51,37,96,61,39,98,28,76,17
45,20,66,17,96,62,15,38,23,80,54,67,86,77,43,0,68,43,62,53,30,31,87,66,61,53,67,10,85,13,49,42,96,70,24,91,36,100,28,63,36,25,60,96,95,93,75,98,42,79,89,91,52,83,44,25,87,34,90,29,80,57,19,45
62,63,94,98,42,75,35,14,75,27,68,58,25,30,85,68,0,100,11,29,56,97,78,37,89,40,18,100,13,23,41,30,100,59,43,63,97,70,77,90,70,89,39,100,42,69,11,17,67,50,16,87,54,22,34,87,34,94,51,45,91,94,69,62
23,98,24,10,76,61,16,95,53,21,68,73,16,51,56,43,100,0,83,75,39,85,25,44,82,50,68,12,31,78,35,22,49,18,40,20,88,73,83,43,16,27,37,43,91,57,66,22,46,28,91,34,26,60,38,49,31,67,78,34,23,78,97,23
76,83,29,78,47,10,96,29,19,79,22,92,23,21,17,62,11,83,0,42,25,34,77,32,30,70,48,60,41,15,51,45,50,89,38,45,86,53,78,91,43,60,97,87,59,55,17,26,84,81,45,14,34,69,49,70,36,53,77,56,16,23,15,76
21,56,40,54,92,99,90,26,91,78,96,16,95,86,57,53,29,75,42,0,31,73,66,60,75,83,13,94,53,36,50,43,54,28,94,62,25,94,37,21,37,80,75,96,79,22,14,18,39,57,14,69,20,54,85,58,27,11,29,14,94,95,80,21
38,99,60,39,62,76,88,29,82,54,72,77,62,97,63,30,56,39,25,31,0,12,62,59,35,80,87,16,10,65,33,84,87,17,27,45,96,12,70,28,32,32,49,57,65,22,20,72,72,92,82,91,73,21,99,86,26,32,51,46,54,71,94,38
17,49,41,62,31,48,72,14,31,71,82,68,30,99,60,31,97,85,34,73,12,0,66,11,46,39,59,12,76,17,56,36,69,46,41,78,36,83,90,28,28,57,66,21,81,13,42,13,75,21,73,84,62,92,74,34,22,52,68,76,30,87,49,17
73,86,69,85,17,23,53,80,20,43,48,63,65,32,57,87,78,25,77,66,62,66,0,77,30,13,61,76,51,16,21,29,33,23,13,29,64,12,65,20,75,55,19,10,100,66,34,24,54,49,46,75,86,53,88,26,87,10,65,69,28,95,28,73
68,85,15,90,19,70,69,93,97,21,38,35,40,27,87,66,37,44,32,60,59,11,77,0,72,39,45,56,53,50,28,94,34,85,90,26,27,19,88,49,38,91,21,10,22,51,90,73,60,43,81,75,93,91,71,95,99,41,48,51,67,37,39,68
43,33,79,27,93,26,10,34,21,89,95,58,51,41,40,61,89,82,30,75,35,46,30,72,0,52,58,52,27,11,17,88,19,90,31,22,79,40,80,99,27,87,26,59,15,32,37,44,34,79,100,78,38,40,64,12,80,89,59,17,48,66,28,43
86,82,12,68,92,51,92,95,21,20,13,100,33,39,33,53,40,50,70,83,80,39,13,39,52,0,52,88,87,18,19,44,42,89,77,64,12,27,49,31,82,61,93,99,45,51,32,32,83,93,47,91,88,49,13,34,96,79,53,37,98,51,23,86
65,87,84,51,63,13,52,53,38,83,44,91,22,84,12,67,18,68,48,13,87,59,61,45,58,52,0,78,43,14,24,45,79,94,23,86,68,77,77,58,47,93,62,87,73,99,81,23,93,93,29,99,51,92,50,63,16,72,82,36,78,94,55,65
51,84,97,20,91,20,85,36,50,97,14,74,28,46,12,10,100,12,60,94,16,12,76,56,52,88,78,0,97,34,10,17,17,61,50,28,71,10,95,99,84,22,79,62,84,44,72,50,52,14,95,38,26,68,84,51,94,91,40,86,98,51,76,51
15,70,55,11,97,92,31,10,54,79,71,47,21,94,65,85,13,31,41,53,10,76,51,53,27,87,43,97,0,35,53,58,33,97,43,98,77,17,88,87,47,79,72,41,62,86,77,66,27,59,89,42,75,20,83,29,76,83,11,100,68,84,45,15
76,44,44,42,55,67,54,44,12,14,30,28,60,34,59,13,23,78,15,36,65,17,16,50,11,18,14,34,35,0,98,26,74,18,41,73,69,14,23,61,20,56,62,79,44,40,87,58,28,36,83,74,98,65,30,67,98,20,69,23,65,66,22,76
37,50,55,73,45,52,21,81,80,97,23,50,44,20,60,49,41,35,51,50,33,56,21,28,17,19,24,10,53,98,0,76,89,81,22,39,43,81,20,73,93,19,32,65,11,37,50,85,91,50,93,78,47,86,58,30,69,76,38,89,30,94,40,37
88,47,50,81,32,73,100,67,27,67,15,52,81,21,58,42,30,22,45,43,84,36,29,94,88,44,45,17,58,26,76,0,46,94,84,69,54,63,34,22,67,69,12,70,91,39,94,17,36,50,45,11,16,15,100,38,22,58,67,20,24,52,77,88
54,68,88,42,47,89,40,25,23,83,20,54,75,64,71,96,100,49,50,54,87,69,33,34,19,42,79,17,33,74,89,46,0,90,68,80,12,62,69,90,64,44,63,88,81,28,21,28,22,47,12,78,55,96,42,91,69,13,67,48,40,82,21,54
37,61,88,51,99,17,35,85,33,56,94,47,33,65,71,70,59,18,89,28,17,46,23,85,90,89,94,61,97,18,81,94,90,0,68,63,89,51,78,47,76,89,47,16,39,25,95,31,46,94,93,58,93,72,94,13,74,22,39,10,31,53,61,37
27,47,70,49,15,59,66,71,36,71,67,80,70,84,66,24,43,40,38,94,27,41,13,90,31,77,23,50,43,41,22,84,68,68,0,41,81,75,92,73,22,17,72,32,18,83,13,23,64,59,39,34,36,32,88,13,42,100,84,87,92,95,17,27
99,76,15,54,71,16,37,90,63,68,91,48,70,19,53,91,63,20,45,62,45,78,29,26,22,64,86,28,98,73,39,69,80,63,41,0,82,11,100,100,35,14,47,28,69,88,84,74,36,27,56,28,88,47,43,91,28,72,86,72,34,67,16,99
66,85,10,14,78,18,100,57,80,43,53,52,67,39,86,36,97,88,86,25,96,36,64,27,79,12,68,71,77,69,43,54,12,89,81,82,0,12,12,11,36,88,73,54,21,72,61,49,49,94,78,64,46,99,84,43,28,29,95,34,19,21,58,66
