94
0,3,3,3,4,4,1,1,1,2,1,4,3,4,4,1,2,2,2,4,2,2,2,1,4,1,1,3,2,3,2,2,4,2,2,2,4,1,4,1,2,2,1,1,2,1,3,3,2,4,3,4,3,2,3,2,4,3,2,3,3,1,3,4,2,2,1,2,4,3,3,3,4,3,2,3,2,2,2,3,2,4,1,1,3,2,2,3,3,2,1,3,1,4,4,0
0,40,85,84,88,97,59,64,28,93,65,12,82,31,56,67,18,32,99,18,38,47,65,21,32,47,88,81,59,53,40,28,78,52,79,42,79,89,53,67,17,26,90,83,41,63,70,11,61,44,44,30,54,34,30,11,81,97,56,96,100,21,23,66,86,61,81,32,22,72,79,74,23,25,93,71,72,38,99,90,62,80,85,81,82,80,65,38,65,17,10,51,94,20,73,0
40,0,99,28,71,11,15,51,41,43,36,73,78,74,80,30,76,19,81,69,35,87,17,59,54,49,48,22,40,47,83,38,58,95,19,47,29,89,66,59,84,96,71,76,23,68,37,47,57,18,37,100,56,36,31,93,29,68,81,23,29,68,94,72,62,66,83,83,54,72,49,81,99,79,78,13,26,30,100,47,68,97,49,64,40,98,10,42,86,54,83,43,83,99,10,40
85,99,0,40,90,90,66,96,86,38,78,74,40,100,87,56,59,23,30,31,86,31,33,44,45,84,84,83,93,41,84,77,10,88,76,21,46,22,19,64,27,17,58,65,89,32,21,21,78,98,28,52,90,18,46,91,66,83,34,43,79,81,12,77,67,13,60,51,90,84,86,48,93,38,99,53,33,38,51,47,24,60,76,37,44,23,21,68,94,91,41,47,88,46,11,85
84,28,40,0,64,12,30,76,77,73,79,78,57,76,100,74,27,62,89,79,99,10,75,60,28,64,42,30,90,71,30,87,80,31,80,93,28,22,78,94,45,24,15,35,37,50,46,51,85,92,45,55,81,68,30,43,49,20,27,93,91,95,71,46,25,69,47,90,37,19,71,48,56,36,77,45,34,80,87,10,15,56,42,21,83,50,83,12,44,80,46,88,20,49,67,84
88,71,90,64,0,74,61,94,70,31,13,44,86,72,35,83,69,70,60,91,90,16,96,14,74,99,74,45,63,96,21,32,96,60,78,26,52,97,28,93,89,65,97,75,28,45,36,14,88,89,59,59,74,50,40,38,96,20,72,61,71,99,74,90,52,96,63,86,17,25,18,92,42,39,12,49,60,100,82,96,37,87,66,12,10,96,79,86,11,38,91,48,41,17,47,88
97,11,90,12,74,0,13,30,53,20,91,40,66,40,78,17,31,84,47,80,81,95,86,33,18,24,15,93,76,76,90,81,63,39,74,83,69,13,50,46,22,36,36,19,82,79,84,55,79,37,79,59,34,84,39,100,21,26,57,57,41,86,63,48,22,46,59,99,67,86,94,71,16,82,48,56,27,36,26,24,29,87,17,43,77,51,44,59,55,19,42,32,20,36,32,97
59,15,66,30,61,13,0,65,39,24,27,90,30,51,55,52,75,61,59,10,41,97,16,17,73,20,16,26,90,45,45,71,33,15,41,70,23,57,64,92,18,29,52,50,14,33,52,78,36,80,94,19,31,91,99,99,37,82,44,100,92,77,76,79,68,40,70,31,65,12,68,19,30,22,47,60,62,74,14,65,94,30,99,63,66,85,95,41,91,58,79,45,43,60,58,59
64,51,96,76,94,30,65,0,19,75,68,71,89,60,69,50,28,33,18,88,22,91,75,35,86,49,64,46,22,39,13,11,29,78,64,18,87,21,31,17,89,12,43,57,20,13,32,100,77,84,70,90,60,62,81,46,31,85,91,100,100,48,16,68,82,23,72,79,63,42,34,67,17,34,22,90,65,89,86,34,12,16,52,76,12,70,10,29,51,86,38,66,23,31,45,64
28,41,86,77,70,53,39,19,0,94,41,96,20,39,89,27,32,14,54,10,68,81,26,20,27,11,10,10,71,56,68,39,21,25,76,73,50,99,60,42,62,33,17,33,35,89,54,14,52,12,20,46,88,23,24,45,62,12,73,21,45,37,80,13,11,78,13,59,16,62,53,40,30,73,10,96,94,20,71,50,100,35,60,76,32,17,78,66,92,70,95,69,50,41,72,28
93,43,38,73,31,20,24,75,94,0,91,95,98,15,74,59,45,85,45,94,49,33,17,97,63,48,46,56,77,40,21,62,19,12,86,63,38,24,75,41,73,21,90,78,35,18,81,29,40,29,20,91,60,22,92,87,65,47,50,66,67,43,98,52,86,38,64,53,78,99,49,72,14,98,50,37,80,21,25,69,76,66,67,12,91,79,72,83,41,38,71,34,40,73,56,93
65,36,78,79,13,91,27,68,41,91,0,95,35,74,43,51,84,30,54,12,53,42,26,45,96,28,41,19,76,94,48,61,87,93,15,88,51,61,56,27,67,99,75,12,86,90,26,82,86,13,69,58,33,28,75,80,71,11,24,47,33,57,61,98,11,35,57,81,91,30,72,94,85,13,85,17,23,76,62,14,82,43,83,95,92,51,68,33,86,37,13,66,76,26,72,65
12,73,74,78,44,40,90,71,96,95,95,0,17,20,19,70,32,97,100,51,82,50,15,34,21,30,71,73,12,64,38,63,49,24,20,72,81,47,41,20,87,35,84,27,49,46,46,50,49,32,64,54,32,35,74,46,36,86,98,13,69,31,68,37,26,48,84,85,38,35,92,69,26,35,17,67,10,72,69,70,35,67,73,69,78,84,96,91,14,38,95,70,92,61,45,12
82,78,40,57,86,66,30,89,20,98,35,17,0,40,49,80,15,12,68,82,63,14,53,49,33,88,58,78,38,69,80,87,52,69,77,43,28,72,70,92,95,18,88,26,77,60,12,90,88,57,74,98,82,36,15,41,51,19,81,95,61,54,18,66,22,70,29,40,86,49,15,41,24,88,92,64,31,54,96,82,99,71,19,15,66,71,58,41,34,17,86,91,34,67,46,82
