48
0,3,3,1,3,4,2,2,2,2,3,3,1,1,1,4,2,4,1,1,4,4,2,3,1,4,2,2,1,1,3,3,1,3,3,4,4,3,4,1,2,4,4,3,4,2,4,2,2,0
0,61,12,11,39,65,77,51,31,30,34,74,86,96,96,90,94,67,74,65,90,53,98,26,19,32,67,73,82,27,40,71,21,46,92,47,10,29,93,34,42,90,28,27,43,83,11,15,14,0
61,0,56,32,13,36,84,26,66,46,72,68,23,77,81,40,72,35,30,82,24,24,54,23,66,58,70,50,65,71,25,78,99,79,84,21,92,38,52,63,25,100,11,85,53,94,97,61,80,61
12,56,0,20,38,11,98,23,38,14,85,64,73,37,81,78,42,58,59,23,12,73,48,64,64,31,52,67,81,38,33,81,99,56,100,55,71,64,89,51,33,77,97,59,21,13,60,26,45,12
11,32,20,0,52,92,39,88,43,70,51,29,14,49,25,42,18,13,100,61,24,37,22,71,14,54,34,60,28,41,25,69,24,69,67,70,16,62,91,78,45,43,100,84,45,77,76,12,81,11
39,13,38,52,0,94,89,25,53,28,100,83,46,18,72,80,66,92,99,78,22,72,17,17,38,90,77,13,63,67,22,87,88,18,56,31,90,55,97,41,21,97,54,92,74,18,25,12,39,39
65,36,11,92,94,0,84,48,69,75,80,62,48,64,41,46,96,84,32,52,13,95,53,59,16,80,49,96,65,44,23,15,61,97,86,55,90,95,39,40,83,40,40,57,82,31,31,57,41,65
77,84,98,39,89,84,0,20,60,40,23,79,11,32,68,90,35,93,48,28,20,60,91,24,28,15,69,73,70,27,91,89,45,27,57,78,46,34,10,38,73,94,84,99,88,15,10,22,73,77
51,26,23,88,25,48,20,0,24,29,54,28,33,61,24,88,73,10,11,43,18,75,26,84,46,41,26,92,74,13,64,18,11,62,92,93,89,87,16,75,66,21,23,43,97,48,84,22,24,51
31,66,38,43,53,69,60,24,0,38,60,45,76,50,73,19,32,25,13,25,48,16,89,55,63,82,22,98,82,53,66,95,57,16,24,62,36,98,53,55,16,37,28,30,49,52,83,75,82,31
30,46,14,70,28,75,40,29,38,0,37,95,72,43,24,40,86,96,30,76,74,18,48,44,69,62,43,52,50,90,57,13,88,31,88,21,91,10,89,58,49,77,45,21,17,73,55,33,85,30
34,72,85,51,100,80,23,54,60,37,0,51,56,17,57,22,36,32,31,76,10,50,75,69,96,45,98,13,24,20,10,94,17,79,81,49,23,11,43,30,60,13,97,57,35,79,18,92,54,34
74,68,64,29,83,62,79,28,45,95,51,0,61,96,49,53,25,54,77,12,91,74,57,49,87,68,47,87,55,78,14,29,85,92,72,98,14,47,45,70,34,100,35,44,67,54,12,73,92,74
86,23,73,14,46,48,11,33,76,72,56,61,0,70,16,81,91,13,32,100,84,20,26,20,19,75,83,28,20,78,74,68,24,76,10,40,28,99,22,23,99,85,34,32,41,91,30,88,41,86
96,77,37,49,18,64,32,61,50,43,17,96,70,0,18,62,92,98,25,62,23,13,87,93,85,93,28,52,20,44,60,64,44,36,87,73,64,73,59,100,100,18,53,18,94,40,89,71,68,96
96,81,81,25,72,41,68,24,73,24,57,49,16,18,0,72,61,65,83,75,66,52,56,55,38,58,22,16,52,46,12,72,81,82,80,95,13,63,36,19,13,77,22,33,49,49,52,20,28,96
90,40,78,42,80,46,90,88,19,40,22,53,81,62,72,0,52,84,78,67,92,17,19,67,40,63,24,44,26,97,89,90,16,62,81,91,81,81,22,44,74,59,64,15,18,76,69,78,83,90
94,72,42,18,66,96,35,73,32,86,36,25,91,92,61,52,0,82,22,17,44,98,80,65,77,40,82,41,41,73,33,79,60,24,15,10,69,26,22,53,55,78,53,72,49,48,72,20,21,94
67,35,58,13,92,84,93,10,25,96,32,54,13,98,65,84,82,0,24,79,80,32,55,59,21,13,61,99,55,32,22,40,30,48,85,60,35,96,63,87,19,30,84,71,41,99,20,53,96,67
74,30,59,100,99,32,48,11,13,30,31,77,32,25,83,78,22,24,0,98,22,60,80,48,65,98,16,56,18,97,21,21,47,78,80,76,72,95,74,50,57,55,28,53,37,20,34,41,54,74
65,82,23,61,78,52,28,43,25,76,76,12,100,62,75,67,17,79,98,0,43,32,61,29,93,13,94,16,43,10,85,29,62,95,16,49,73,35,97,72,70,36,38,78,85,29,78,26,55,65
90,24,12,24,22,13,20,18,48,74,10,91,84,23,66,92,44,80,22,43,0,85,15,28,17,39,19,40,10,72,59,95,39,71,57,47,87,89,19,78,16,44,53,71,39,11,84,44,94,90
53,24,73,37,72,95,60,75,16,18,50,74,20,13,52,17,98,32,60,32,85,0,19,46,10,43,45,18,36,59,73,12,67,57,60,52,16,75,96,52,87,78,88,86,61,55,72,86,12,53
98,54,48,22,17,53,91,26,89,48,75,57,26,87,56,19,80,55,80,61,15,19,0,25,26,98,100,92,52,66,56,40,55,36,82,29,55,60,36,78,72,50,13,33,34,100,79,33,82,98
26,23,64,71,17,59,24,84,55,44,69,49,20,93,55,67,65,59,48,29,28,46,25,0,91,70,37,54,26,57,41,86,41,34,79,61,73,34,32,49,46,22,37,57,39,11,75,20,94,26
19,66,64,14,38,16,28,46,63,69,96,87,19,85,38,40,77,21,65,93,17,10,26,91,0,15,57,40,12,94,81,18,46,91,17,18,20,31,14,41,84,70,96,52,53,100,21,82,28,19
32,58,31,54,90,80,15,41,82,62,45,68,75,93,58,63,40,13,98,13,39,43,98,70,15,0,80,80,37,95,25,32,22,40,66,63,74,70,42,51,14,12,57,18,40,93,16,75,31,32
67,70,52,34,77,49,69,26,22,43,98,47,83,28,22,24,82,61,16,94,19,45,100,37,57,80,0,71,63,15,50,58,86,60,12,93,92,75,51,50,13,45,32,74,82,67,55,66,38,67
73,50,67,60,13,96,73,92,98,52,13,87,28,52,16,44,41,99,56,16,40,18,92,54,40,80,71,0,51,81,75,49,62,28,81,43,38,90,72,56,97,98,62,78,10,43,44,25,29,73
82,65,81,28,63,65,70,74,82,50,24,55,20,20,52,26,41,55,18,43,10,36,52,26,12,37,63,51,0,33,87,78,12,18,90,89,42,30,11,70,98,25,63,94,26,79,33,22,94,82
27,71,38,41,67,44,27,13,53,90,20,78,78,44,46,97,73,32,97,10,72,59,66,57,94,95,15,81,33,0,56,49,13,24,74,11,51,93,71,16,51,82,93,66,28,64,92,82,86,27
40,25,33,25,22,23,91,64,66,57,10,14,74,60,12,89,33,22,21,85,59,73,56,41,81,25,50,75,87,56,0,33,15,66,100,84,73,73,30,26,19,89,71,12,21,95,91,77,87,40
71,78,81,69,87,15,89,18,95,13,94,29,68,64,72,90,79,40,21,29,95,12,40,86,18,32,58,49,78,49,33,0,29,42,40,60,52,62,18,18,22,25,78,25,65,22,59,56,84,71
21,99,99,24,88,61,45,11,57,88,17,85,24,44,81,16,60,30,47,62,39,67,55,41,46,22,86,62,12,13,15,29,0,17,33,74,15,78,88,16,44,43,45,13,87,64,38,11,89,21
46,79,56,69,18,97,27,62,16,31,79,92,76,36,82,62,24,48,78,95,71,57,36,34,91,40,60,28,18,24,66,42,17,0,83,13,44,75,78,72,18,30,25,34,94,73,97,10,24,46
92,84,100,67,56,86,57,92,24,88,81,72,10,87,80,81,15,85,80,16,57,60,82,79,17,66,12,81,90,74,100,40,33,83,0,67,18,85,97,100,76,97,28,65,92,91,61,39,47,92
47,21,55,70,31,55,78,93,62,21,49,98,40,73,95,91,10,60,76,49,47,52,29,61,18,63,93,43,89,11,84,60,74,13,67,0,33,93,38,11,75,86,28,72,66,25,84,46,67,47
10,92,71,16,90,90,46,89,36,91,23,14,28,64,13,81,69,35,72,73,87,16,55,73,20,74,92,38,42,51,73,52,15,44,18,33,0,24,92,80,75,13,99,28,63,80,98,55,49,10
29,38,64,62,55,95,34,87,98,10,11,47,99,73,63,81,26,96,95,35,89,75,60,34,31,70,75,90,30,93,73,62,78,75,85,93,24,0,26,30,60,48,70,64,69,94,78,78,43,29
93,52,89,91,97,39,10,16,53,89,43,45,22,59,36,22,22,63,74,97,19,96,36,32,14,42,51,72,11,71,30,18,88,78,97,38,92,26,0,80,80,21,77,84,93,84,22,82,80,93
34,63,51,78,41,40,38,75,55,58,30,70,23,100,19,44,53,87,50,72,78,52,78,49,41,51,50,56,70,16,26,18,16,72,100,11,80,30,80,0,23,13,12,67,31,18,29,43,55,34
42,25,33,45,21,83,73,66,16,49,60,34,99,100,13,74,55,19,57,70,16,87,72,46,84,14,13,97,98,51,19,22,44,18,76,75,75,60,80,23,0,60,85,46,42,19,96,91,30,42
90,100,77,43,97,40,94,21,37,77,13,100,85,18,77,59,78,30,55,36,44,78,50,22,70,12,45,98,25,82,89,25,43,30,97,86,13,48,21,13,60,0,39,97,70,93,63,16,12,90
28,11,97,100,54,40,84,23,28,45,97,35,34,53,22,64,53,84,28,38,53,88,13,37,96,57,32,62,63,93,71,78,45,25,28,28,99,70,77,12,85,39,0,21,61,32,78,69,78,28
27,85,59,84,92,57,99,43,30,21,57,44,32,18,33,15,72,71,53,78,71,86,33,57,52,18,74,78,94,66,12,25,13,34,65,72,28,64,84,67,46,97,21,0,33,60,68,50,38,27
43,53,21,45,74,82,88,97,49,17,35,67,41,94,49,18,49,41,37,85,39,61,34,39,53,40,82,10,26,28,21,65,87,94,92,66,63,69,93,31,42,70,61,33,0,29,58,44,59,43
83,94,13,77,18,31,15,48,52,73,79,54,91,40,49,76,48,99,20,29,11,55,100,11,100,93,67,43,79,64,95,22,64,73,91,25,80,94,84,18,19,93,32,60,29,0,45,16,89,83
