53
0,3,3,2,1,2,3,1,4,1,1,4,2,4,1,3,4,4,1,2,3,2,2,1,3,2,2,4,3,1,2,2,2,2,1,1,1,4,2,2,1,1,1,4,4,1,4,2,2,2,3,3,2,2,0
0,12,95,69,45,94,39,73,54,81,98,90,92,10,13,95,10,43,56,88,99,24,38,56,69,20,79,18,25,43,90,35,18,100,45,10,77,82,37,76,49,29,10,44,61,69,27,18,31,64,74,19,54,70,0
12,0,88,31,75,87,41,37,27,16,93,67,54,28,20,15,92,60,64,72,51,93,42,52,94,50,82,79,54,43,98,22,73,71,24,100,53,61,30,20,61,24,75,89,31,31,81,87,24,90,90,48,31,62,12
95,88,0,74,98,71,69,26,87,76,51,19,40,68,47,78,87,93,37,60,13,94,40,14,52,44,25,84,69,37,91,49,10,44,38,100,11,73,70,25,57,67,16,41,97,38,16,66,44,97,45,10,17,92,95
69,31,74,0,83,91,12,19,19,87,54,100,72,70,41,23,52,68,16,72,70,31,37,85,56,50,75,28,49,14,57,66,22,87,43,18,73,77,100,85,20,56,69,87,19,96,12,46,82,81,43,13,24,98,69
45,75,98,83,0,26,90,49,32,88,29,84,19,95,77,86,98,27,43,42,36,84,10,30,16,36,27,35,11,21,11,71,58,50,100,65,97,28,42,10,26,80,85,54,82,72,75,18,11,55,10,58,94,32,45
94,87,71,91,26,0,80,15,81,74,80,95,15,71,29,42,63,27,11,94,49,41,94,15,31,64,82,27,35,50,62,74,15,94,38,14,92,81,17,18,90,24,27,84,20,19,71,64,54,21,59,26,69,47,94
39,41,69,12,90,80,0,97,93,40,33,24,33,73,94,46,31,27,84,32,18,43,70,84,77,80,83,39,80,97,47,76,53,41,21,43,59,16,53,94,40,20,76,51,80,87,47,24,46,55,97,12,37,100,39
73,37,26,19,49,15,97,0,16,23,88,11,41,79,72,56,22,97,47,33,75,73,59,69,17,70,62,18,10,72,96,95,43,59,82,91,54,41,55,19,46,65,47,49,86,63,77,81,87,31,60,22,37,95,73
54,27,87,19,32,81,93,16,0,36,17,48,41,30,49,46,44,23,25,45,42,68,11,27,94,48,81,53,51,65,47,10,61,75,94,88,39,70,61,43,48,75,68,71,81,25,58,94,40,12,61,27,27,36,54
81,16,76,87,88,74,40,23,36,0,56,90,64,59,92,67,69,79,79,60,53,20,59,25,90,27,57,100,78,60,96,60,81,92,20,57,12,73,73,66,14,12,54,17,23,92,90,28,92,31,38,94,49,77,81
98,93,51,54,29,80,33,88,17,56,0,56,88,45,20,29,98,51,90,40,78,77,76,29,67,42,96,40,37,31,60,12,83,95,56,10,31,79,50,45,54,59,88,87,70,86,34,31,60,70,35,67,76,74,98
