44
0,1,2,4,4,1,1,4,3,4,4,4,3,2,3,3,2,2,3,4,3,2,3,1,1,1,1,4,2,3,1,2,2,3,1,4,1,3,3,4,1,1,2,2,1,0
0,91,18,41,20,72,68,26,58,63,89,24,94,29,57,99,99,72,24,57,72,20,98,34,32,69,89,50,67,50,61,83,36,41,77,24,37,44,68,36,44,47,76,47,63,0
91,0,50,14,37,67,90,11,34,22,76,34,18,60,93,12,50,49,16,44,38,80,89,84,18,19,19,81,64,76,39,26,83,64,55,22,85,23,76,36,89,98,37,30,40,91
18,50,0,50,76,63,66,52,37,75,57,27,36,77,26,46,75,56,79,72,69,32,38,85,52,69,46,16,39,69,81,50,39,78,42,16,58,15,68,51,16,91,62,34,42,18
41,14,50,0,43,30,22,37,82,72,46,93,75,26,23,53,90,83,45,38,76,89,71,54,34,42,82,84,40,70,100,30,20,26,16,59,97,69,41,90,88,18,44,99,10,41
20,37,76,43,0,19,91,94,39,19,29,89,25,55,54,18,59,35,63,72,87,89,14,87,92,58,11,72,73,31,73,47,41,52,41,81,96,67,95,49,32,87,55,52,56,20
72,67,63,30,19,0,64,94,35,76,35,63,68,54,90,93,70,12,69,90,73,45,11,14,24,58,100,39,85,53,70,22,34,62,70,51,92,46,37,41,95,61,33,23,84,72
68,90,66,22,91,64,0,31,36,96,46,23,39,94,88,33,37,88,64,81,92,10,75,23,52,91,27,43,51,25,50,26,92,89,61,45,73,66,53,74,95,67,66,78,15,68
26,11,52,37,94,94,31,0,20,89,66,80,14,28,15,16,25,87,62,30,50,32,76,36,19,27,33,45,35,34,91,18,42,100,97,33,31,18,73,87,48,10,76,66,97,26
58,34,37,82,39,35,36,20,0,26,38,18,75,75,81,22,87,52,29,10,41,41,36,71,41,75,90,70,90,86,64,98,31,53,87,19,74,50,22,96,24,95,63,71,64,58
63,22,75,72,19,76,96,89,26,0,33,34,88,58,81,47,31,41,74,53,59,77,73,61,91,24,49,92,27,86,58,20,91,32,79,77,47,53,95,19,92,88,78,51,19,63
89,76,57,46,29,35,46,66,38,33,0,89,44,100,98,50,45,88,66,84,88,70,43,62,79,73,20,65,54,28,67,39,58,79,34,46,25,97,85,53,54,71,50,99,41,89
24,34,27,93,89,63,23,80,18,34,89,0,27,24,50,39,76,75,65,37,60,54,39,63,51,42,33,57,77,16,14,32,11,34,64,57,64,36,84,88,89,59,35,70,29,24
94,18,36,75,25,68,39,14,75,88,44,27,0,60,51,78,95,73,17,67,88,67,27,68,13,80,98,56,52,64,80,57,32,76,66,24,66,52,67,13,88,97,14,94,93,94
29,60,77,26,55,54,94,28,75,58,100,24,60,0,54,14,48,27,92,72,68,51,48,85,42,76,49,56,45,69,18,21,32,92,88,25,58,67,25,52,69,73,77,85,10,29
57,93,26,23,54,90,88,15,81,81,98,50,51,54,0,34,95,55,27,65,84,89,16,99,36,93,34,89,10,73,69,79,18,60,43,36,95,47,14,68,66,94,21,35,45,57
