46
0,4,1,1,4,1,3,2,3,2,3,3,3,3,2,1,1,4,1,1,2,3,2,1,1,4,3,2,2,3,1,3,2,4,4,4,3,4,2,3,3,4,4,4,1,1,2,0
0,75,29,49,14,58,49,27,10,59,69,99,99,77,34,99,39,87,62,81,71,19,57,25,24,14,47,51,80,58,51,24,89,17,39,13,68,17,25,78,21,54,96,90,97,95,50,0
75,0,29,96,26,31,16,66,39,98,66,73,99,90,98,41,29,99,63,22,92,32,12,34,65,58,28,18,46,25,50,10,12,19,14,100,43,26,58,92,12,81,88,47,16,76,76,75
29,29,0,18,23,76,38,33,57,24,23,29,18,79,68,15,83,40,12,63,55,43,85,13,96,52,63,44,70,61,28,79,85,25,36,46,31,56,66,62,87,19,56,88,20,33,25,29
49,96,18,0,29,65,88,13,42,65,48,22,74,58,37,10,37,34,69,98,98,17,56,70,77,67,73,60,24,89,18,56,90,92,45,64,43,33,13,75,46,54,44,75,24,94,13,49
14,26,23,29,0,92,33,60,76,60,62,81,22,49,34,27,14,62,70,45,75,59,59,41,61,62,42,16,29,93,69,42,33,37,92,70,26,90,46,51,95,79,98,76,85,36,54,14
58,31,76,65,92,0,49,89,42,66,100,13,30,58,31,13,13,47,85,72,12,83,83,64,65,94,26,48,60,31,74,21,79,28,79,81,22,52,25,21,69,76,21,93,65,15,49,58
49,16,38,88,33,49,0,60,13,70,18,47,82,89,44,26,12,41,55,93,48,60,18,63,34,29,67,26,35,73,96,91,83,14,44,77,80,70,68,88,36,34,55,69,61,50,96,49
27,66,33,13,60,89,60,0,99,56,31,16,67,35,93,97,15,44,74,21,47,82,40,91,30,99,59,34,19,66,82,58,100,21,50,65,28,16,74,47,62,20,51,73,28,41,63,27
10,39,57,42,76,42,13,99,0,39,83,32,77,90,88,55,63,69,47,38,49,71,21,76,80,100,33,32,87,66,86,89,18,58,11,72,44,98,48,80,43,61,76,10,99,67,41,10
59,98,24,65,60,66,70,56,39,0,10,78,64,66,45,41,74,74,26,11,98,16,38,93,44,46,89,98,51,36,91,84,76,50,37,42,16,88,64,24,89,13,14,98,80,86,95,59
69,66,23,48,62,100,18,31,83,10,0,31,25,34,61,16,81,54,29,34,99,97,32,60,34,88,97,57,73,38,97,80,97,25,19,30,29,42,96,71,40,26,77,44,85,38,25,69
99,73,29,22,81,13,47,16,32,78,31,0,47,55,68,89,58,95,22,14,43,50,46,93,21,69,20,71,72,55,90,51,16,23,78,52,94,72,53,23,80,36,99,60,57,57,16,99
99,99,18,74,22,30,82,67,77,64,25,47,0,64,56,96,52,81,71,55,86,11,55,31,56,52,98,89,74,62,97,85,55,84,12,68,42,98,65,82,61,74,80,94,93,13,51,99
77,90,79,58,49,58,89,35,90,66,34,55,64,0,92,44,86,16,73,64,41,51,46,54,21,16,15,21,80,99,38,16,69,61,27,78,16,45,88,19,85,91,88,61,38,35,57,77
34,98,68,37,34,31,44,93,88,45,61,68,56,92,0,93,71,97,11,42,55,90,42,91,31,20,22,60,79,41,51,86,38,48,27,99,42,47,99,45,35,14,67,79,88,16,14,34
99,41,15,10,27,13,26,97,55,41,16,89,96,44,93,0,75,26,40,69,14,58,37,29,57,10,83,14,68,33,75,84,26,68,83,15,100,32,93,48,56,17,56,59,72,30,53,99
39,29,83,37,14,13,12,15,63,74,81,58,52,86,71,75,0,78,14,72,55,56,70,87,17,49,84,38,97,73,18,56,51,74,78,66,61,89,99,71,43,87,15,23,74,64,82,39
87,99,40,34,62,47,41,44,69,74,54,95,81,16,97,26,78,0,38,89,66,63,77,70,38,89,95,11,32,36,62,73,92,49,83,55,95,99,91,62,22,26,67,45,11,26,45,87
62,63,12,69,70,85,55,74,47,26,29,22,71,73,11,40,14,38,0,14,64,87,82,53,94,41,81,64,93,98,75,81,43,22,91,98,72,98,68,88,13,10,20,100,72,39,33,62
81,22,63,98,45,72,93,21,38,11,34,14,55,64,42,69,72,89,14,0,42,16,97,70,88,54,55,82,90,50,14,61,40,55,81,71,24,26,58,74,46,19,30,70,84,88,55,81
71,92,55,98,75,12,48,47,49,98,99,43,86,41,55,14,55,66,64,42,0,78,27,79,40,38,24,44,52,87,42,15,32,43,72,11,49,83,59,80,31,98,73,83,94,34,69,71
19,32,43,17,59,83,60,82,71,16,97,50,11,51,90,58,56,63,87,16,78,0,25,68,38,88,23,55,87,11,66,47,17,26,14,94,100,67,52,80,45,26,19,85,59,44,24,19
57,12,85,56,59,83,18,40,21,38,32,46,55,46,42,37,70,77,82,97,27,25,0,89,82,44,52,53,62,100,80,42,61,77,32,52,53,39,54,31,67,70,73,15,55,83,93,57
25,34,13,70,41,64,63,91,76,93,60,93,31,54,91,29,87,70,53,70,79,68,89,0,96,42,26,39,67,44,45,66,44,85,32,23,26,54,50,87,68,68,50,82,69,42,19,25
24,65,96,77,61,65,34,30,80,44,34,21,56,21,31,57,17,38,94,88,40,38,82,96,0,66,43,39,88,86,47,81,74,72,29,39,34,67,10,58,82,87,48,11,94,19,47,24
14,58,52,67,62,94,29,99,100,46,88,69,52,16,20,10,49,89,41,54,38,88,44,42,66,0,49,64,79,60,40,33,96,50,88,83,19,79,14,34,20,44,96,25,38,64,63,14
47,28,63,73,42,26,67,59,33,89,97,20,98,15,22,83,84,95,81,55,24,23,52,26,43,49,0,29,80,90,86,55,73,21,65,76,26,96,65,78,21,45,62,64,92,39,72,47
51,18,44,60,16,48,26,34,32,98,57,71,89,21,60,14,38,11,64,82,44,55,53,39,39,64,29,0,61,87,65,84,48,34,26,99,27,15,79,76,39,54,84,71,19,72,37,51
80,46,70,24,29,60,35,19,87,51,73,72,74,80,79,68,97,32,93,90,52,87,62,67,88,79,80,61,0,36,67,43,93,74,74,55,69,48,67,94,78,10,20,50,13,13,23,80
58,25,61,89,93,31,73,66,66,36,38,55,62,99,41,33,73,36,98,50,87,11,100,44,86,60,90,87,36,0,51,59,98,72,65,23,32,27,26,33,97,20,90,32,45,52,72,58
