59
0,2,2,1,2,4,2,4,4,4,4,3,3,4,1,2,3,2,1,4,4,4,1,3,2,4,1,3,2,4,1,1,2,4,2,4,4,3,2,1,3,4,1,1,1,4,3,4,1,2,1,3,3,4,1,4,3,4,3,1,0
0,74,29,62,85,84,39,26,53,30,25,53,56,25,67,79,34,34,98,52,36,22,97,59,71,44,22,30,71,69,91,80,73,21,39,33,66,42,62,81,54,89,15,69,51,65,82,39,11,73,20,75,73,41,22,72,14,18,44,72,0
74,0,11,35,98,46,58,81,35,98,20,52,68,100,30,22,38,67,70,17,81,68,26,100,75,15,20,33,99,79,83,22,68,36,14,22,48,47,69,63,23,38,90,85,19,50,39,93,36,30,59,58,34,95,12,67,87,89,26,40,74
29,11,0,41,86,63,90,35,57,12,55,88,17,100,90,97,65,52,37,79,50,49,19,49,26,68,16,25,56,57,54,48,22,29,76,54,55,44,37,73,88,78,18,65,16,73,11,87,17,35,81,70,95,51,45,98,29,88,37,70,29
62,35,41,0,64,39,83,20,29,93,53,35,56,68,99,75,39,40,24,59,82,19,85,60,85,69,76,62,38,17,81,88,11,58,70,45,99,41,66,16,72,79,98,93,66,19,19,86,39,46,31,20,69,20,47,17,27,54,58,61,62
85,98,86,64,0,18,16,27,12,94,91,18,62,78,15,43,97,28,33,84,93,92,56,27,95,83,96,35,51,35,59,26,50,15,68,35,54,79,92,73,20,72,52,40,21,63,20,23,66,34,60,67,62,89,19,17,61,96,73,70,85
84,46,63,39,18,0,35,41,20,68,42,32,47,58,20,39,37,49,20,37,84,80,42,71,81,76,30,55,100,34,69,37,20,66,65,60,58,85,96,93,83,87,82,79,35,62,44,28,14,80,32,44,47,63,64,32,69,51,83,86,84
39,58,90,83,16,35,0,62,100,28,97,26,88,97,51,11,37,97,47,18,49,15,30,76,33,11,52,64,91,90,99,15,70,70,41,93,17,82,24,83,22,57,25,56,85,34,36,20,36,41,35,67,66,96,75,90,42,75,19,33,39
26,81,35,20,27,41,62,0,88,81,46,99,13,50,60,14,82,100,46,52,25,59,86,49,52,30,28,69,97,61,86,32,77,75,52,14,11,54,44,82,98,23,73,93,88,77,15,77,40,51,61,64,51,98,30,49,56,18,96,55,26
53,35,57,29,12,20,100,88,0,17,28,78,21,18,19,66,78,21,17,23,24,13,68,94,81,46,74,34,19,83,74,61,52,30,67,78,79,27,40,78,30,80,39,89,18,32,21,62,57,32,57,22,64,54,59,97,99,76,40,47,53
30,98,12,93,94,68,28,81,17,0,81,71,42,99,19,26,27,89,19,66,54,22,87,54,61,15,43,15,47,69,76,80,65,45,19,61,79,86,58,48,51,65,29,87,81,36,69,76,24,51,96,80,31,90,66,84,45,93,22,23,30
25,20,55,53,91,42,97,46,28,81,0,12,61,73,28,82,27,90,32,76,22,81,73,30,62,62,57,56,68,29,19,80,40,81,55,81,64,25,51,20,43,31,26,29,86,39,97,30,100,50,63,66,21,12,72,52,83,38,54,62,25
53,52,88,35,18,32,26,99,78,71,12,0,32,56,72,13,30,16,98,13,33,48,11,38,13,66,86,80,70,28,92,38,10,72,76,78,33,54,78,23,71,59,41,35,60,40,91,20,16,81,28,10,75,75,22,26,85,66,95,57,53
56,68,17,56,62,47,88,13,21,42,61,32,0,20,95,35,95,79,96,31,96,55,22,58,83,93,75,19,23,34,94,15,72,17,86,84,83,85,31,36,67,18,91,68,80,73,91,89,83,54,25,38,90,43,16,68,63,78,68,59,56
25,100,100,68,78,58,97,50,18,99,73,56,20,0,53,39,80,85,64,43,45,37,61,89,27,21,68,73,64,25,67,42,29,16,97,76,71,78,12,73,19,61,14,29,32,22,49,88,17,61,52,61,47,53,71,35,39,73,13,55,25
67,30,90,99,15,20,51,60,19,19,28,72,95,53,0,30,71,95,74,13,11,87,53,40,20,35,89,19,76,16,46,38,89,12,68,57,68,22,70,44,97,13,49,18,72,63,54,72,31,11,78,27,99,53,65,78,63,17,26,36,67
79,22,97,75,43,39,11,14,66,26,82,13,35,39,30,0,35,26,58,39,28,19,24,31,84,84,95,30,60,45,76,71,87,80,21,57,72,92,68,27,41,18,93,31,28,84,76,28,55,20,38,46,72,12,24,93,93,34,25,69,79
34,38,65,39,97,37,37,82,78,27,27,30,95,80,71,35,0,31,91,56,88,78,82,51,42,100,84,58,98,18,99,18,52,98,19,38,32,87,61,96,49,60,65,22,75,64,41,57,83,16,81,27,91,26,65,43,11,18,73,76,34
34,67,52,40,28,49,97,100,21,89,90,16,79,85,95,26,31,0,10,57,36,33,50,53,63,74,29,78,35,55,17,23,52,41,50,32,51,30,71,95,23,96,67,86,55,69,59,20,70,89,64,32,32,24,31,36,40,44,30,14,34
98,70,37,24,33,20,47,46,17,19,32,98,96,64,74,58,91,10,0,35,65,38,12,72,38,27,23,52,47,77,68,33,11,87,84,45,68,40,77,23,19,55,83,69,56,33,80,82,98,72,26,84,94,47,68,46,44,26,43,92,98
52,17,79,59,84,37,18,52,23,66,76,13,31,43,13,39,56,57,35,0,22,64,43,87,98,86,85,48,86,64,40,94,50,19,46,72,42,25,40,12,65,87,65,29,38,15,31,65,23,77,18,45,67,42,73,74,99,48,13,30,52
36,81,50,82,93,84,49,25,24,54,22,33,96,45,11,28,88,36,65,22,0,59,56,54,95,81,40,93,47,73,93,57,50,50,32,44,91,12,77,67,36,68,96,47,67,69,97,14,58,65,51,28,41,73,47,15,47,81,93,22,36
22,68,49,19,92,80,15,59,13,22,81,48,55,37,87,19,78,33,38,64,59,0,58,42,80,86,31,67,42,85,17,72,53,56,27,70,27,23,19,94,36,23,15,36,83,81,36,40,59,70,71,74,26,70,12,61,99,42,29,81,22
97,26,19,85,56,42,30,86,68,87,73,11,22,61,53,24,82,50,12,43,56,58,0,83,73,82,30,81,19,80,87,91,83,13,43,24,50,55,72,21,72,47,90,42,14,66,88,76,48,59,12,58,92,100,59,25,63,26,94,84,97
59,100,49,60,27,71,76,49,94,54,30,38,58,89,40,31,51,53,72,87,54,42,83,0,89,51,94,65,12,94,34,39,23,22,10,79,68,17,46,28,81,73,71,92,52,45,100,21,27,96,15,83,76,95,79,61,15,70,46,36,59
71,75,26,85,95,81,33,52,81,61,62,13,83,27,20,84,42,63,38,98,95,80,73,89,0,29,65,76,27,99,85,85,91,16,71,17,56,31,40,95,75,44,92,94,35,66,100,81,47,86,78,96,28,99,64,69,66,88,95,70,71
44,15,68,69,83,76,11,30,46,15,62,66,93,21,35,84,100,74,27,86,81,86,82,51,29,0,91,65,42,19,12,99,72,65,63,15,25,71,20,33,42,16,83,99,61,93,64,70,85,91,98,76,52,75,96,40,25,100,19,30,44
