84
0,1,1,3,1,3,4,3,2,1,1,2,1,2,2,4,3,2,4,4,2,2,2,4,1,1,4,4,2,4,2,1,3,1,2,4,4,4,4,4,3,4,2,3,1,3,1,1,2,4,1,4,4,4,4,4,2,4,2,1,3,3,2,2,4,4,2,2,2,1,1,4,4,1,3,1,1,4,2,1,2,3,2,3,2,0
0,43,91,46,15,89,67,30,89,60,98,21,53,49,54,90,48,23,88,16,17,50,27,19,84,39,43,70,99,71,99,20,69,52,57,28,21,26,12,55,34,92,69,78,12,28,20,98,89,84,18,61,83,72,51,67,93,74,26,99,38,96,52,31,70,46,79,10,20,73,98,68,93,97,39,55,17,10,91,39,65,36,60,18,44,0
43,0,19,89,87,69,80,77,89,46,78,26,65,64,46,19,33,84,89,20,46,19,86,93,76,11,97,69,62,18,31,44,58,33,33,49,18,68,46,40,50,68,43,75,66,38,74,56,39,89,49,86,45,15,64,56,68,22,46,98,97,100,22,88,26,34,86,64,82,40,63,29,23,21,88,100,90,81,73,40,79,22,80,54,39,43
91,19,0,76,18,97,34,47,23,74,16,61,98,64,64,62,53,58,35,84,71,62,65,80,95,92,84,82,61,77,93,99,16,68,39,67,58,25,86,15,16,89,53,21,88,30,85,54,79,14,11,27,88,69,87,30,47,42,51,36,72,68,85,48,68,52,17,19,33,48,72,100,34,64,35,77,67,59,58,39,25,18,94,86,24,91
46,89,76,0,44,18,16,78,50,83,23,82,85,59,55,25,67,42,56,94,51,68,50,85,91,61,78,13,44,75,39,94,45,87,83,52,29,38,26,11,60,52,30,84,65,35,83,66,57,64,60,34,37,79,44,17,23,85,81,16,18,91,52,24,75,28,83,100,58,75,68,63,76,24,63,57,99,46,78,64,84,26,38,14,57,46
15,87,18,44,0,36,56,88,85,76,98,82,84,79,61,20,22,99,74,60,41,97,67,33,83,99,35,61,13,46,36,53,23,25,19,100,61,79,77,21,97,71,27,25,65,87,16,93,65,79,69,40,25,80,41,69,80,32,23,80,84,10,86,13,89,10,23,98,46,19,80,93,96,98,80,18,72,51,44,93,80,63,74,74,81,15
89,69,97,18,36,0,67,53,70,49,33,17,33,82,43,44,87,85,10,82,47,28,79,12,29,36,83,84,74,46,90,80,61,62,87,96,85,73,52,34,92,58,88,42,46,26,55,32,95,76,68,42,98,16,12,38,26,27,94,80,84,66,57,56,65,74,82,71,46,23,90,99,86,41,74,22,40,63,98,44,95,21,25,29,62,89
67,80,34,16,56,67,0,75,93,87,76,16,27,18,68,14,42,45,77,83,91,38,52,13,86,16,97,53,26,95,14,21,65,24,18,85,43,31,49,16,73,61,14,89,11,64,88,71,28,87,67,37,55,69,41,88,54,82,44,59,43,10,23,89,74,64,15,99,29,19,33,36,15,98,33,46,79,17,90,79,73,42,95,86,63,67
30,77,47,78,88,53,75,0,76,27,91,62,34,12,96,18,72,79,45,23,91,33,20,22,98,91,77,38,85,50,57,23,94,36,46,36,39,53,98,90,61,14,37,83,39,68,41,49,43,81,31,64,25,58,16,34,95,71,96,57,87,29,20,41,27,47,37,58,13,70,14,19,88,27,26,29,48,58,27,16,90,72,56,87,73,30
89,89,23,50,85,70,93,76,0,44,85,43,31,86,85,10,53,97,76,80,34,53,58,45,18,33,57,44,63,42,27,11,21,94,43,79,59,92,19,15,51,90,72,74,15,91,17,56,58,48,37,23,59,34,72,64,43,56,60,50,45,94,83,70,44,77,45,52,49,82,46,20,86,28,71,38,81,72,79,98,91,82,74,46,12,89
60,46,74,83,76,49,87,27,44,0,17,43,96,57,46,49,21,14,39,87,28,15,39,21,41,77,40,74,15,61,96,100,87,37,84,34,59,82,76,100,50,71,35,21,27,47,100,12,59,100,10,39,22,29,60,62,48,96,16,64,77,49,33,55,87,43,51,80,48,65,44,40,45,99,49,57,87,43,66,13,33,57,76,59,41,60
98,78,16,23,98,33,76,91,85,17,0,42,53,63,80,87,52,37,79,21,88,97,42,76,46,87,14,33,63,48,23,64,19,80,34,84,33,96,32,58,74,37,51,30,29,93,58,89,97,97,84,52,95,35,63,100,85,68,19,61,96,29,26,16,36,98,89,50,70,17,83,95,38,32,87,77,22,37,97,62,84,89,72,23,55,98
21,26,61,82,82,17,16,62,43,43,42,0,22,98,69,74,95,47,80,56,34,55,51,69,56,60,33,56,86,95,84,34,19,22,99,46,22,58,77,12,22,100,26,73,78,32,62,33,94,70,27,48,73,44,33,88,70,98,74,80,20,95,90,70,44,17,93,84,63,43,64,82,15,95,38,75,32,20,53,32,31,28,45,29,16,21
53,65,98,85,84,33,27,34,31,96,53,22,0,71,82,74,20,70,53,25,10,98,93,61,90,37,62,29,86,49,35,56,94,48,90,39,36,43,39,76,37,85,26,87,49,42,73,18,63,62,79,10,35,92,65,88,64,31,81,60,57,75,94,95,36,98,51,58,80,35,61,77,11,62,48,61,60,79,86,26,46,36,67,87,43,53
49,64,64,59,79,82,18,12,86,57,63,98,71,0,26,82,61,37,51,52,84,84,30,56,94,29,38,93,34,96,15,70,23,74,19,63,50,78,18,65,72,65,35,74,84,79,82,60,52,87,79,55,70,38,65,32,53,95,35,60,67,85,92,86,36,14,45,41,40,10,31,99,28,34,87,53,99,39,88,84,85,42,45,16,64,49
54,46,64,55,61,43,68,96,85,46,80,69,82,26,0,21,36,41,11,50,60,33,13,42,68,84,45,94,43,88,100,45,44,29,88,96,65,83,96,46,50,50,89,64,99,49,86,100,95,20,26,87,79,10,30,44,15,74,72,94,18,31,40,26,58,28,16,15,22,44,70,42,78,11,45,22,71,81,86,56,24,86,96,15,40,54
90,19,62,25,20,44,14,18,10,49,87,74,74,82,21,0,11,46,46,22,43,61,17,31,75,59,81,80,82,66,86,17,11,69,54,36,25,83,12,63,62,71,82,72,95,42,25,14,84,62,16,14,75,48,72,67,49,66,90,42,85,19,79,79,67,69,51,75,51,47,83,45,49,76,87,21,80,35,32,21,22,75,29,43,72,90
