57
0,3,4,4,3,2,3,4,4,2,1,4,4,3,3,1,1,2,3,1,4,2,2,1,4,4,2,4,4,4,2,3,1,1,1,2,4,2,2,2,1,2,3,3,1,2,2,4,2,2,3,3,4,1,4,3,3,4,0
0,13,54,24,89,94,49,58,43,87,26,11,28,75,27,58,69,76,59,69,64,48,17,29,56,50,34,30,27,97,12,51,15,21,79,82,55,59,56,85,72,98,33,44,61,23,11,68,61,19,26,72,65,69,42,80,54,41,0
13,0,54,72,69,59,40,92,92,39,52,19,82,34,75,22,72,35,28,58,71,88,14,16,95,96,40,85,13,52,31,56,97,28,87,98,63,28,52,63,62,71,93,66,70,92,26,46,45,72,46,36,83,43,48,61,99,59,13
54,54,0,37,63,19,35,82,79,89,16,41,17,85,14,85,92,98,12,42,41,16,89,68,89,39,28,42,97,82,98,81,58,54,41,77,67,35,90,41,89,33,72,69,93,28,17,80,42,50,79,71,77,29,38,20,63,64,54
24,72,37,0,58,24,89,43,19,18,12,93,77,44,54,44,37,67,14,25,50,83,25,31,95,68,97,68,85,20,61,73,96,78,75,46,25,62,32,22,77,19,74,100,55,12,73,49,40,33,92,60,94,66,73,92,88,21,24
89,69,63,58,0,46,12,49,22,90,21,31,88,69,88,73,66,54,35,67,64,24,63,80,95,61,53,28,79,40,75,17,77,49,93,11,44,74,15,31,31,80,10,80,98,39,61,23,26,12,99,29,42,11,29,98,68,16,89
94,59,19,24,46,0,11,31,95,66,92,33,96,39,14,67,62,14,67,100,11,49,69,96,61,32,43,16,64,26,58,36,88,65,79,40,47,89,84,56,82,81,87,21,25,60,93,68,91,60,72,64,79,12,64,18,72,48,94
49,40,35,89,12,11,0,81,97,60,79,52,45,50,19,31,100,29,56,67,28,90,12,43,57,48,82,78,24,84,86,26,41,72,90,67,94,30,79,14,68,25,53,92,17,25,15,40,56,46,85,41,52,86,68,25,16,19,49
58,92,82,43,49,31,81,0,82,59,56,93,64,36,53,92,47,31,97,12,10,95,87,49,43,88,26,57,97,15,74,10,38,18,72,40,95,35,57,82,53,14,95,20,91,39,52,64,92,11,10,24,46,74,14,42,56,10,58
43,92,79,19,22,95,97,82,0,88,22,55,79,43,90,36,60,66,85,35,85,12,45,59,29,65,58,82,44,80,81,71,80,81,65,20,95,100,70,98,59,77,26,48,51,59,14,40,99,39,23,85,28,77,25,94,22,35,43
87,39,89,18,90,66,60,59,88,0,87,31,81,93,66,16,31,65,62,11,92,89,44,44,76,78,98,12,87,95,49,92,98,96,19,14,67,24,87,95,38,82,17,81,38,80,45,66,71,22,67,47,56,86,24,53,74,97,87
26,52,16,12,21,92,79,56,22,87,0,26,39,71,96,68,74,89,11,18,63,47,25,93,21,98,72,34,82,18,78,97,87,24,94,57,51,80,78,98,37,42,48,75,67,87,22,62,37,65,98,26,47,66,56,96,88,21,26
11,19,41,93,31,33,52,93,55,31,26,0,83,93,36,57,66,36,64,40,12,36,35,96,89,40,99,26,36,18,59,82,24,98,56,78,80,70,97,16,67,96,67,73,15,23,99,17,12,97,96,32,19,66,80,35,22,70,11
28,82,17,77,88,96,45,64,79,81,39,83,0,61,31,35,69,59,87,63,39,33,56,100,82,70,57,20,52,61,53,34,20,26,23,56,58,40,40,86,22,49,89,30,41,54,61,15,86,42,20,71,45,42,20,100,54,60,28
75,34,85,44,69,39,50,36,43,93,71,93,61,0,54,80,51,67,95,25,51,69,50,54,76,52,80,73,83,54,82,59,56,19,95,92,98,73,64,56,45,42,50,95,27,19,44,19,68,67,65,56,41,76,60,49,32,58,75
27,75,14,54,88,14,19,53,90,66,96,36,31,54,0,93,31,73,21,61,32,41,35,85,84,82,99,39,20,24,52,62,79,52,90,92,25,29,34,42,12,61,77,49,90,43,33,26,96,29,96,80,88,35,61,92,76,24,27
58,22,85,44,73,67,31,92,36,16,68,57,35,80,93,0,46,24,80,36,16,94,38,81,29,62,99,52,85,47,29,64,83,89,37,43,47,21,27,35,98,27,76,77,10,17,27,37,20,99,91,22,82,74,88,62,100,72,58
