40
0,2,2,2,4,3,3,4,3,3,3,2,4,3,2,3,4,2,4,2,2,1,2,2,3,2,4,2,1,2,4,3,1,2,2,4,4,2,1,4,1,0
0,58,63,55,35,66,20,82,94,73,69,62,43,20,62,12,63,93,12,57,51,22,27,59,57,51,58,86,29,61,54,73,90,27,19,78,100,22,34,15,55,0
58,0,45,78,70,31,80,82,25,88,92,33,98,100,39,47,41,32,39,54,95,24,89,32,30,77,20,26,54,35,85,68,31,86,57,88,69,64,31,57,17,58
63,45,0,27,79,68,97,93,65,12,65,72,44,42,57,91,31,46,39,44,52,90,85,43,33,54,91,88,17,91,27,56,63,32,21,21,29,96,48,93,71,63
55,78,27,0,39,92,19,57,42,60,46,58,45,82,44,54,28,74,96,43,43,78,79,64,79,60,21,70,50,39,93,38,36,32,67,59,13,41,83,49,69,55
35,70,79,39,0,55,39,53,46,41,51,47,85,63,30,38,82,92,42,36,29,63,12,50,98,56,90,10,65,87,69,18,65,84,45,35,42,99,71,33,81,35
66,31,68,92,55,0,45,12,78,96,35,30,75,57,62,71,44,87,44,31,98,80,73,19,79,28,12,43,19,21,86,99,67,84,76,34,37,39,61,89,35,66
20,80,97,19,39,45,0,100,12,37,26,90,43,14,62,84,49,39,95,99,61,18,83,52,99,83,28,85,19,22,88,16,17,29,22,61,70,25,73,52,47,20
82,82,93,57,53,12,100,0,61,45,58,76,62,28,85,39,34,96,22,76,23,70,47,91,95,18,53,86,23,24,14,14,49,48,76,27,85,84,64,43,37,82
94,25,65,42,46,78,12,61,0,62,39,76,77,92,98,30,87,74,31,48,19,63,15,93,61,82,36,69,28,72,14,86,83,20,35,100,43,56,99,55,26,94
73,88,12,60,41,96,37,45,62,0,48,34,49,21,52,66,13,78,20,22,18,33,21,66,55,23,48,44,38,15,19,89,67,61,76,67,27,48,49,81,49,73
69,92,65,46,51,35,26,58,39,48,0,27,42,36,81,66,50,73,28,27,22,10,30,68,58,33,88,19,19,92,51,26,76,19,14,19,57,58,93,18,39,69
